%     time            U11            U12            U13            U21            U22            U23            U31            U32            U33
2.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
3.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
3.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
3.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
3.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
3.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
4.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
4.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
4.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
4.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
4.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
5.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
5.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
5.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
5.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
5.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
6.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
6.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
6.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
6.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
6.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
7.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
7.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
7.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
7.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
7.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
8.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
8.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
8.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
8.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
8.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
9.00000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
9.20000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
9.40000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
9.60000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
9.80000e-03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
1.00000e-02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
1.02000e-02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
1.04000e-02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
1.06000e-02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
1.08000e-02   -1.03756e-20    0.00000e+00   -6.99732e-24    0.00000e+00   -1.03730e-20    0.00000e+00   -6.99732e-24    0.00000e+00    1.93770e-18
1.10000e-02   -9.96070e-17    0.00000e+00   -5.62429e-20    0.00000e+00   -9.95830e-17    0.00000e+00   -5.62429e-20    0.00000e+00    1.37757e-14
1.12000e-02   -9.44647e-16    0.00000e+00   -4.12080e-19    0.00000e+00   -9.44419e-16    0.00000e+00   -4.12080e-19    0.00000e+00    8.22055e-14
1.14000e-02   -3.97449e-15    0.00000e+00   -1.45839e-18    0.00000e+00   -3.97353e-15    0.00000e+00   -1.45839e-18    0.00000e+00    2.50277e-13
1.16000e-02   -1.14469e-14    0.00000e+00   -3.69664e-18    0.00000e+00   -1.14441e-14    0.00000e+00   -3.69664e-18    0.00000e+00    5.64636e-13
1.18000e-02   -2.64531e-14    0.00000e+00   -7.72516e-18    0.00000e+00   -2.64467e-14    0.00000e+00   -7.72516e-18    0.00000e+00    1.07362e-12
1.20000e-02   -5.29330e-14    0.00000e+00   -1.42318e-17    0.00000e+00   -5.29203e-14    0.00000e+00   -1.42318e-17    0.00000e+00    1.82727e-12
1.22000e-02   -9.56901e-14    0.00000e+00   -2.39896e-17    0.00000e+00   -9.56671e-14    0.00000e+00   -2.39896e-17    0.00000e+00    2.87739e-12
1.24000e-02   -1.60407e-13    0.00000e+00   -3.78535e-17    0.00000e+00   -1.60368e-13    0.00000e+00   -3.78535e-17    0.00000e+00    4.27755e-12
1.26000e-02   -2.53658e-13    0.00000e+00   -5.67590e-17    0.00000e+00   -2.53597e-13    0.00000e+00   -5.67590e-17    0.00000e+00    6.08313e-12
1.28000e-02   -3.82930e-13    0.00000e+00   -8.17201e-17    0.00000e+00   -3.82837e-13    0.00000e+00   -8.17201e-17    0.00000e+00    8.35132e-12
1.30000e-02   -5.56628e-13    0.00000e+00   -1.13829e-16    0.00000e+00   -5.56494e-13    0.00000e+00   -1.13829e-16    0.00000e+00    1.11412e-11
1.32000e-02   -7.84102e-13    0.00000e+00   -1.54255e-16    0.00000e+00   -7.83913e-13    0.00000e+00   -1.54255e-16    0.00000e+00    1.45137e-11
1.34000e-02   -1.07565e-12    0.00000e+00   -2.04247e-16    0.00000e+00   -1.07539e-12    0.00000e+00   -2.04247e-16    0.00000e+00    1.85317e-11
1.36000e-02   -1.44254e-12    0.00000e+00   -2.65130e-16    0.00000e+00   -1.44219e-12    0.00000e+00   -2.65130e-16    0.00000e+00    2.32600e-11
1.38000e-02   -1.89702e-12    0.00000e+00   -3.38306e-16    0.00000e+00   -1.89656e-12    0.00000e+00   -3.38306e-16    0.00000e+00    2.87655e-11
1.40000e-02   -2.45235e-12    0.00000e+00   -4.25256e-16    0.00000e+00   -2.45176e-12    0.00000e+00   -4.25256e-16    0.00000e+00    3.51168e-11
1.42000e-02   -3.12278e-12    0.00000e+00   -5.27538e-16    0.00000e+00   -3.12202e-12    0.00000e+00   -5.27538e-16    0.00000e+00    4.23849e-11
1.44000e-02   -3.92360e-12    0.00000e+00   -6.46789e-16    0.00000e+00   -3.92266e-12    0.00000e+00   -6.46789e-16    0.00000e+00    5.06426e-11
1.46000e-02   -4.87116e-12    0.00000e+00   -7.84724e-16    0.00000e+00   -4.86998e-12    0.00000e+00   -7.84724e-16    0.00000e+00    5.99650e-11
1.48000e-02   -5.98283e-12    0.00000e+00   -9.43140e-16    0.00000e+00   -5.98138e-12    0.00000e+00   -9.43140e-16    0.00000e+00    7.04291e-11
1.50000e-02   -7.27708e-12    0.00000e+00   -1.12391e-15    0.00000e+00   -7.27532e-12    0.00000e+00   -1.12391e-15    0.00000e+00    8.21142e-11
1.52000e-02   -8.77345e-12    0.00000e+00   -1.32900e-15    0.00000e+00   -8.77134e-12    0.00000e+00   -1.32900e-15    0.00000e+00    9.51017e-11
1.54000e-02   -1.04926e-11    0.00000e+00   -1.56043e-15    0.00000e+00   -1.04901e-11    0.00000e+00   -1.56043e-15    0.00000e+00    1.09475e-10
1.56000e-02   -1.24563e-11    0.00000e+00   -1.82034e-15    0.00000e+00   -1.24533e-11    0.00000e+00   -1.82034e-15    0.00000e+00    1.25321e-10
1.58000e-02   -1.46875e-11    0.00000e+00   -2.11092e-15    0.00000e+00   -1.46839e-11    0.00000e+00   -2.11092e-15    0.00000e+00    1.42726e-10
1.60000e-02   -1.72097e-11    0.00000e+00   -2.43423e-15    0.00000e+00   -1.72056e-11    0.00000e+00   -2.43423e-15    0.00000e+00    1.61727e-10
1.62000e-02   -2.00456e-11    0.00000e+00   -2.79168e-15    0.00000e+00   -2.00408e-11    0.00000e+00   -2.79168e-15    0.00000e+00    1.82253e-10
1.64000e-02   -2.32159e-11    0.00000e+00   -3.18414e-15    0.00000e+00   -2.32103e-11    0.00000e+00   -3.18414e-15    0.00000e+00    2.04217e-10
1.66000e-02   -2.67390e-11    0.00000e+00   -3.61216e-15    0.00000e+00   -2.67326e-11    0.00000e+00   -3.61216e-15    0.00000e+00    2.27530e-10
1.68000e-02   -3.06313e-11    0.00000e+00   -4.07596e-15    0.00000e+00   -3.06239e-11    0.00000e+00   -4.07596e-15    0.00000e+00    2.52099e-10
1.70000e-02   -3.49071e-11    0.00000e+00   -4.57550e-15    0.00000e+00   -3.48987e-11    0.00000e+00   -4.57550e-15    0.00000e+00    2.77826e-10
1.72000e-02   -3.95782e-11    0.00000e+00   -5.11050e-15    0.00000e+00   -3.95687e-11    0.00000e+00   -5.11050e-15    0.00000e+00    3.04607e-10
1.74000e-02   -4.46545e-11    0.00000e+00   -5.68041e-15    0.00000e+00   -4.46437e-11    0.00000e+00   -5.68041e-15    0.00000e+00    3.32336e-10
1.76000e-02   -5.01433e-11    0.00000e+00   -6.28449e-15    0.00000e+00   -5.01312e-11    0.00000e+00   -6.28449e-15    0.00000e+00    3.60901e-10
1.78000e-02   -5.60496e-11    0.00000e+00   -6.92174e-15    0.00000e+00   -5.60361e-11    0.00000e+00   -6.92174e-15    0.00000e+00    3.90185e-10
1.80000e-02   -6.23762e-11    0.00000e+00   -7.59097e-15    0.00000e+00   -6.23611e-11    0.00000e+00   -7.59097e-15    0.00000e+00    4.20066e-10
1.82000e-02   -6.91231e-11    0.00000e+00   -8.29074e-15    0.00000e+00   -6.91064e-11    0.00000e+00   -8.29074e-15    0.00000e+00    4.50419e-10
1.84000e-02   -7.62881e-11    0.00000e+00   -9.01943e-15    0.00000e+00   -7.62697e-11    0.00000e+00   -9.01943e-15    0.00000e+00    4.81111e-10
1.86000e-02   -8.38664e-11    0.00000e+00   -9.77516e-15    0.00000e+00   -8.38462e-11    0.00000e+00   -9.77516e-15    0.00000e+00    5.12007e-10
1.88000e-02   -9.18417e-11    0.00000e+00   -1.05559e-14    0.00000e+00   -9.18196e-11    0.00000e+00   -1.05559e-14    0.00000e+00    5.42965e-10
1.90000e-02   -1.00114e-10    0.00000e+00   -1.13588e-14    0.00000e+00   -1.00090e-10    0.00000e+00   -1.13588e-14    0.00000e+00    5.73836e-10
1.92000e-02   -1.08542e-10    0.00000e+00   -1.21808e-14    0.00000e+00   -1.08516e-10    0.00000e+00   -1.21808e-14    0.00000e+00    6.04463e-10
1.94000e-02   -1.16980e-10    0.00000e+00   -1.30180e-14    0.00000e+00   -1.16952e-10    0.00000e+00   -1.30180e-14    0.00000e+00    6.34683e-10
1.96000e-02   -1.25278e-10    0.00000e+00   -1.38662e-14    0.00000e+00   -1.25247e-10    0.00000e+00   -1.38662e-14    0.00000e+00    6.64322e-10
1.98000e-02   -1.33282e-10    0.00000e+00   -1.47209e-14    0.00000e+00   -1.33249e-10    0.00000e+00   -1.47209e-14    0.00000e+00    6.93199e-10
2.00000e-02   -1.40834e-10    0.00000e+00   -1.55771e-14    0.00000e+00   -1.40798e-10    0.00000e+00   -1.55771e-14    0.00000e+00    7.21123e-10
2.02000e-02   -1.48502e-10    0.00000e+00   -1.65107e-14    0.00000e+00   -1.48464e-10    0.00000e+00   -1.65107e-14    0.00000e+00    7.51599e-10
2.04000e-02   -1.54680e-10    0.00000e+00   -1.73566e-14    0.00000e+00   -1.54639e-10    0.00000e+00   -1.73566e-14    0.00000e+00    7.77101e-10
2.06000e-02   -1.59899e-10    0.00000e+00   -1.81866e-14    0.00000e+00   -1.59855e-10    0.00000e+00   -1.81866e-14    0.00000e+00    8.01020e-10
2.08000e-02   -1.63982e-10    0.00000e+00   -1.89941e-14    0.00000e+00   -1.63936e-10    0.00000e+00   -1.89941e-14    0.00000e+00    8.23127e-10
2.10000e-02   -1.66748e-10    0.00000e+00   -1.97726e-14    0.00000e+00   -1.66700e-10    0.00000e+00   -1.97726e-14    0.00000e+00    8.43271e-10
2.12000e-02   -1.68016e-10    0.00000e+00   -2.05163e-14    0.00000e+00   -1.67965e-10    0.00000e+00   -2.05163e-14    0.00000e+00    8.61455e-10
2.14000e-02   -1.67602e-10    0.00000e+00   -2.12199e-14    0.00000e+00   -1.67549e-10    0.00000e+00   -2.12199e-14    0.00000e+00    8.77695e-10
2.16000e-02   -1.65326e-10    0.00000e+00   -2.18783e-14    0.00000e+00   -1.65270e-10    0.00000e+00   -2.18783e-14    0.00000e+00    8.92012e-10
2.18000e-02   -1.61005e-10    0.00000e+00   -2.24868e-14    0.00000e+00   -1.60946e-10    0.00000e+00   -2.24868e-14    0.00000e+00    9.04422e-10
2.20000e-02   -1.54458e-10    0.00000e+00   -2.30409e-14    0.00000e+00   -1.54397e-10    0.00000e+00   -2.30409e-14    0.00000e+00    9.14946e-10
2.22000e-02   -1.45504e-10    0.00000e+00   -2.35359e-14    0.00000e+00   -1.45440e-10    0.00000e+00   -2.35359e-14    0.00000e+00    9.23602e-10
2.24000e-02   -1.33961e-10    0.00000e+00   -2.39676e-14    0.00000e+00   -1.33895e-10    0.00000e+00   -2.39676e-14    0.00000e+00    9.30411e-10
2.26000e-02   -1.19649e-10    0.00000e+00   -2.43316e-14    0.00000e+00   -1.19581e-10    0.00000e+00   -2.43316e-14    0.00000e+00    9.35394e-10
2.28000e-02   -1.02388e-10    0.00000e+00   -2.46238e-14    0.00000e+00   -1.02317e-10    0.00000e+00   -2.46238e-14    0.00000e+00    9.38572e-10
2.30000e-02   -8.19977e-11    0.00000e+00   -2.48401e-14    0.00000e+00   -8.19252e-11    0.00000e+00   -2.48401e-14    0.00000e+00    9.39968e-10
2.32000e-02   -5.82989e-11    0.00000e+00   -2.49764e-14    0.00000e+00   -5.82245e-11    0.00000e+00   -2.49764e-14    0.00000e+00    9.39604e-10
2.34000e-02   -3.11125e-11    0.00000e+00   -2.50289e-14    0.00000e+00   -3.10363e-11    0.00000e+00   -2.50289e-14    0.00000e+00    9.37505e-10
2.36000e-02   -2.59951e-13    0.00000e+00   -2.49936e-14    0.00000e+00   -1.82121e-13    0.00000e+00   -2.49936e-14    0.00000e+00    9.33696e-10
2.38000e-02    3.44018e-11    0.00000e+00   -2.48668e-14    0.00000e+00    3.44810e-11    0.00000e+00   -2.48668e-14    0.00000e+00    9.28203e-10
2.40000e-02    7.26882e-11    0.00000e+00   -2.46465e-14    0.00000e+00    7.27688e-11    0.00000e+00   -2.46465e-14    0.00000e+00    9.21059e-10
2.42000e-02    1.14259e-10    0.00000e+00   -2.43320e-14    0.00000e+00    1.14340e-10    0.00000e+00   -2.43320e-14    0.00000e+00    9.12308e-10
2.44000e-02    1.58766e-10    0.00000e+00   -2.39240e-14    0.00000e+00    1.58849e-10    0.00000e+00   -2.39240e-14    0.00000e+00    9.02007e-10
2.46000e-02    2.05858e-10    0.00000e+00   -2.34239e-14    0.00000e+00    2.05941e-10    0.00000e+00   -2.34239e-14    0.00000e+00    8.90227e-10
2.48000e-02    2.55174e-10    0.00000e+00   -2.28342e-14    0.00000e+00    2.55258e-10    0.00000e+00   -2.28342e-14    0.00000e+00    8.77050e-10
2.50000e-02    3.06348e-10    0.00000e+00   -2.21580e-14    0.00000e+00    3.06432e-10    0.00000e+00   -2.21580e-14    0.00000e+00    8.62569e-10
2.52000e-02    3.59009e-10    0.00000e+00   -2.13989e-14    0.00000e+00    3.59093e-10    0.00000e+00   -2.13989e-14    0.00000e+00    8.46895e-10
2.54000e-02    4.12776e-10    0.00000e+00   -2.05617e-14    0.00000e+00    4.12860e-10    0.00000e+00   -2.05617e-14    0.00000e+00    8.30148e-10
2.56000e-02    4.67264e-10    0.00000e+00   -1.96514e-14    0.00000e+00    4.67347e-10    0.00000e+00   -1.96514e-14    0.00000e+00    8.12463e-10
2.58000e-02    5.22080e-10    0.00000e+00   -1.86740e-14    0.00000e+00    5.22163e-10    0.00000e+00   -1.86740e-14    0.00000e+00    7.93990e-10
2.60000e-02    5.76826e-10    0.00000e+00   -1.76357e-14    0.00000e+00    5.76908e-10    0.00000e+00   -1.76357e-14    0.00000e+00    7.74833e-10
2.62000e-02    6.31097e-10    0.00000e+00   -1.65426e-14    0.00000e+00    6.31177e-10    0.00000e+00   -1.65426e-14    0.00000e+00    7.55006e-10
2.64000e-02    6.84485e-10    0.00000e+00   -1.54010e-14    0.00000e+00    6.84564e-10    0.00000e+00   -1.54010e-14    0.00000e+00    7.34516e-10
2.66000e-02    7.36578e-10    0.00000e+00   -1.42173e-14    0.00000e+00    7.36657e-10    0.00000e+00   -1.42173e-14    0.00000e+00    7.13381e-10
2.68000e-02    7.86962e-10    0.00000e+00   -1.29981e-14    0.00000e+00    7.87039e-10    0.00000e+00   -1.29981e-14    0.00000e+00    6.91626e-10
2.70000e-02    8.35217e-10    0.00000e+00   -1.17502e-14    0.00000e+00    8.35292e-10    0.00000e+00   -1.17502e-14    0.00000e+00    6.69281e-10
2.72000e-02    8.80919e-10    0.00000e+00   -1.04808e-14    0.00000e+00    8.80992e-10    0.00000e+00   -1.04808e-14    0.00000e+00    6.46388e-10
2.74000e-02    9.23641e-10    0.00000e+00   -9.19732e-15    0.00000e+00    9.23712e-10    0.00000e+00   -9.19732e-15    0.00000e+00    6.22995e-10
2.76000e-02    9.62952e-10    0.00000e+00   -7.90754e-15    0.00000e+00    9.63021e-10    0.00000e+00   -7.90754e-15    0.00000e+00    5.99158e-10
2.78000e-02    9.98416e-10    0.00000e+00   -6.61948e-15    0.00000e+00    9.98482e-10    0.00000e+00   -6.61948e-15    0.00000e+00    5.74941e-10
2.80000e-02    1.02959e-09    0.00000e+00   -5.34149e-15    0.00000e+00    1.02966e-09    0.00000e+00   -5.34149e-15    0.00000e+00    5.50416e-10
2.82000e-02    1.05604e-09    0.00000e+00   -4.08224e-15    0.00000e+00    1.05610e-09    0.00000e+00   -4.08224e-15    0.00000e+00    5.25665e-10
2.84000e-02    1.07731e-09    0.00000e+00   -2.85070e-15    0.00000e+00    1.07737e-09    0.00000e+00   -2.85070e-15    0.00000e+00    5.00775e-10
2.86000e-02    1.09295e-09    0.00000e+00   -1.65617e-15    0.00000e+00    1.09301e-09    0.00000e+00   -1.65617e-15    0.00000e+00    4.75845e-10
2.88000e-02    1.10256e-09    0.00000e+00   -5.08046e-16    0.00000e+00    1.10261e-09    0.00000e+00   -5.08046e-16    0.00000e+00    4.50978e-10
2.90000e-02    1.10622e-09    0.00000e+00    5.86089e-16    0.00000e+00    1.10627e-09    0.00000e+00    5.86089e-16    0.00000e+00    4.26281e-10
2.92000e-02    1.10424e-09    0.00000e+00    1.62077e-15    0.00000e+00    1.10428e-09    0.00000e+00    1.62077e-15    0.00000e+00    4.01850e-10
2.94000e-02    1.09693e-09    0.00000e+00    2.59175e-15    0.00000e+00    1.09698e-09    0.00000e+00    2.59175e-15    0.00000e+00    3.77774e-10
2.96000e-02    1.08463e-09    0.00000e+00    3.49571e-15    0.00000e+00    1.08467e-09    0.00000e+00    3.49571e-15    0.00000e+00    3.54136e-10
2.98000e-02    1.06765e-09    0.00000e+00    4.33017e-15    0.00000e+00    1.06769e-09    0.00000e+00    4.33017e-15    0.00000e+00    3.31007e-10
3.00000e-02    1.04632e-09    0.00000e+00    5.09337e-15    0.00000e+00    1.04636e-09    0.00000e+00    5.09337e-15    0.00000e+00    3.08452e-10
3.02000e-02    1.02097e-09    0.00000e+00    5.78421e-15    0.00000e+00    1.02101e-09    0.00000e+00    5.78421e-15    0.00000e+00    2.86525e-10
3.04000e-02    9.91953e-10    0.00000e+00    6.40219e-15    0.00000e+00    9.91985e-10    0.00000e+00    6.40219e-15    0.00000e+00    2.65273e-10
3.06000e-02    9.59597e-10    0.00000e+00    6.94741e-15    0.00000e+00    9.59626e-10    0.00000e+00    6.94741e-15    0.00000e+00    2.44733e-10
3.08000e-02    9.24252e-10    0.00000e+00    7.42054e-15    0.00000e+00    9.24279e-10    0.00000e+00    7.42054e-15    0.00000e+00    2.24934e-10
3.10000e-02    8.86270e-10    0.00000e+00    7.82270e-15    0.00000e+00    8.86294e-10    0.00000e+00    7.82270e-15    0.00000e+00    2.05908e-10
3.12000e-02    8.46006e-10    0.00000e+00    8.15535e-15    0.00000e+00    8.46028e-10    0.00000e+00    8.15535e-15    0.00000e+00    1.87707e-10
3.14000e-02    8.03819e-10    0.00000e+00    8.42031e-15    0.00000e+00    8.03839e-10    0.00000e+00    8.42031e-15    0.00000e+00    1.70376e-10
3.16000e-02    7.60072e-10    0.00000e+00    8.61979e-15    0.00000e+00    7.60091e-10    0.00000e+00    8.61979e-15    0.00000e+00    1.53954e-10
3.18000e-02    7.15133e-10    0.00000e+00    8.75637e-15    0.00000e+00    7.15150e-10    0.00000e+00    8.75637e-15    0.00000e+00    1.38470e-10
3.20000e-02    6.69372e-10    0.00000e+00    8.83301e-15    0.00000e+00    6.69387e-10    0.00000e+00    8.83301e-15    0.00000e+00    1.23946e-10
3.22000e-02    6.23166e-10    0.00000e+00    8.85307e-15    0.00000e+00    6.23179e-10    0.00000e+00    8.85307e-15    0.00000e+00    1.10396e-10
3.24000e-02    5.76892e-10    0.00000e+00    8.82029e-15    0.00000e+00    5.76904e-10    0.00000e+00    8.82029e-15    0.00000e+00    9.78255e-11
3.26000e-02    5.30935e-10    0.00000e+00    8.73875e-15    0.00000e+00    5.30946e-10    0.00000e+00    8.73883e-15    0.00000e+00    8.62430e-11
3.28000e-02    4.85683e-10    0.00000e+00    8.61289e-15    0.00000e+00    4.85692e-10    0.00000e+00    8.61324e-15    0.00000e+00    7.56517e-11
3.30000e-02    4.41528e-10    0.00000e+00    8.44752e-15    0.00000e+00    4.41536e-10    0.00000e+00    8.44852e-15    0.00000e+00    6.60469e-11
3.32000e-02    3.98866e-10    0.00000e+00    8.24778e-15    0.00000e+00    3.98873e-10    0.00000e+00    8.25005e-15    0.00000e+00    5.74159e-11
3.34000e-02    3.58099e-10    0.00000e+00    8.01920e-15    0.00000e+00    3.58104e-10    0.00000e+00    8.02358e-15    0.00000e+00    4.97378e-11
3.36000e-02    3.19631e-10    0.00000e+00    7.76764e-15    0.00000e+00    3.19636e-10    0.00000e+00    7.77529e-15    0.00000e+00    4.29834e-11
3.38000e-02    2.83839e-10    0.00000e+00    7.49920e-15    0.00000e+00    2.83843e-10    0.00000e+00    7.51160e-15    0.00000e+00    3.71156e-11
