%     time           SZ11           SZ12           SZ13           SZ22           SZ23           SZ33
         0     4.5489e-07              0              0     5.3684e-07              0     1.0223e-06
    0.0002     4.8813e-07              0              0     5.7724e-07              0      1.211e-06
    0.0004     4.8963e-07              0              0     5.8583e-07              0     1.3249e-06
    0.0006     4.5581e-07              0              0     5.5904e-07              0     1.3459e-06
    0.0008     3.8513e-07              0              0     4.9534e-07              0     1.2606e-06
     0.001     2.7848e-07              0              0     3.9558e-07              0     1.0614e-06
    0.0012     1.3934e-07              0              0     2.6328e-07              0     7.4799e-07
    0.0014     -2.608e-08              0              0     1.0463e-07              0     3.2825e-07
    0.0016    -2.0896e-07              0              0    -7.1554e-08              0    -1.8136e-07
    0.0018    -3.9813e-07              0              0    -2.5411e-07              0    -7.5571e-07
     0.002    -5.8059e-07              0              0    -4.3001e-07              0    -1.3617e-06
    0.0022     -7.421e-07              0              0    -5.8505e-07              0    -1.9596e-06
    0.0024    -8.6809e-07              0              0    -7.0463e-07              0    -2.5049e-06
    0.0026    -9.4456e-07              0              0    -7.7477e-07              0    -2.9507e-06
    0.0028    -9.5917e-07              0              0    -7.8313e-07              0    -3.2509e-06
     0.003    -9.0234e-07              0              0    -7.2012e-07              0    -3.3637e-06
    0.0032     -7.683e-07              0              0    -5.7998e-07              0    -3.2549e-06
    0.0034    -5.5603e-07              0              0     -3.617e-07              0     -2.902e-06
    0.0036    -2.7006e-07              0              0    -6.9818e-08              0    -2.2968e-06
    0.0038      7.903e-08              0              0      2.851e-07              0    -1.4492e-06
     0.004     4.7448e-07              0              0     6.8627e-07              0    -3.8837e-07
    0.0042     8.9353e-07              0              0     1.1109e-06              0     8.3553e-07
    0.0044     1.3081e-06              0              0      1.531e-06              0     2.1521e-06
    0.0046     1.6861e-06              0              0     1.9143e-06              0     3.4725e-06
    0.0048     1.9927e-06              0              0     2.2261e-06              0     4.6923e-06
     0.005     2.1929e-06              0              0     2.4313e-06              0     5.6974e-06
    0.0052     2.2535e-06              0              0     2.4968e-06              0     6.3701e-06
    0.0054     2.1464e-06              0              0     2.3943e-06              0     6.5977e-06
    0.0056      1.851e-06              0              0     2.1033e-06              0     6.2817e-06
    0.0058     1.3576e-06              0              0     1.6141e-06              0     5.3483e-06
     0.006     6.7004e-07              0              0     9.3038e-07              0     3.7585e-06
    0.0062     -1.922e-07              0              0     7.1755e-08              0     1.5184e-06
    0.0064    -1.1919e-06              0              0    -9.2463e-07              0    -1.3117e-06
    0.0066    -2.2734e-06              0              0    -2.0032e-06              0    -4.6109e-06
    0.0068    -3.3629e-06              0              0      -3.09e-06              0     -8.193e-06
     0.007    -4.3702e-06              0              0     -4.095e-06              0    -1.1807e-05
    0.0072    -5.1914e-06              0              0    -4.9143e-06              0    -1.5142e-05
    0.0074    -5.7146e-06              0              0     -5.436e-06              0    -1.7837e-05
    0.0076    -5.8258e-06              0              0    -5.5461e-06              0    -1.9497e-05
    0.0078    -5.4183e-06              0              0    -5.1379e-06              0     -1.972e-05
     0.008    -4.4027e-06              0              0    -4.1219e-06              0    -1.8126e-05
    0.0082    -2.7191e-06              0              0    -2.4384e-06              0    -1.4397e-05
    0.0084    -3.5138e-07              0              0    -7.1095e-08              0    -8.3243e-06
    0.0086     2.6585e-06              0              0     2.9379e-06              0     1.3878e-07
    0.0088      6.194e-06              0              0     6.4723e-06              0     1.0814e-05
     0.009     1.0049e-05              0              0     1.0325e-05              0     2.3234e-05
    0.0092      1.391e-05              0              0     1.4184e-05              0     3.6573e-05
    0.0094     1.7343e-05              0              0     1.7616e-05              0     4.9575e-05
    0.0096     1.9781e-05              0              0     2.0051e-05              0     6.0483e-05
    0.0098     2.0511e-05              0              0     2.0778e-05              0      6.697e-05
      0.01     1.8667e-05              0              0     1.8932e-05              0     6.6079e-05
    0.0102      1.323e-05              0              0     1.3493e-05              0     5.4168e-05
    0.0104     3.0261e-06              0              0     3.2853e-06              0     2.6871e-05
    0.0106    -1.3267e-05              0              0     -1.301e-05              0    -2.0936e-05
    0.0108    -3.7102e-05              0              0    -3.6849e-05              0    -9.5137e-05
     0.011    -7.0048e-05              0              0    -6.9798e-05              0    -0.00020237
    0.0112    -0.00011376              0              0    -0.00011351              0    -0.00034999
    0.0114    -0.00016994              0              0     -0.0001697              0    -0.00054602
    0.0116    -0.00024032              0              0    -0.00024008              0    -0.00079905
    0.0118    -0.00032657              0              0    -0.00032633              0     -0.0011182
     0.012     -0.0004303              0              0    -0.00043006              0     -0.0015127
    0.0122    -0.00055294              0              0    -0.00055271              0     -0.0019924
    0.0124    -0.00069574              0              0    -0.00069551              0     -0.0025666
    0.0126    -0.00085966              0              0    -0.00085942              0     -0.0032448
    0.0128     -0.0010453              0              0     -0.0010451              0     -0.0040358
     0.013     -0.0012529              0              0     -0.0012526              0     -0.0049479
    0.0132     -0.0014821              0              0     -0.0014819              0     -0.0059885
    0.0134     -0.0017322              0              0      -0.001732              0     -0.0071635
    0.0136     -0.0020017              0              0     -0.0020015              0     -0.0084778
    0.0138     -0.0022886              0              0     -0.0022884              0     -0.0099345
     0.014     -0.0025902              0              0       -0.00259              0      -0.011535
    0.0142     -0.0029031              0              0     -0.0029029              0      -0.013278
    0.0144     -0.0032231              0              0     -0.0032229              0      -0.015161
    0.0146     -0.0035454              0              0     -0.0035452              0      -0.017178
    0.0148     -0.0038644              0              0     -0.0038642              0      -0.019321
     0.015     -0.0041741              0              0     -0.0041738              0      -0.021581
    0.0152     -0.0044676              0              0     -0.0044673              0      -0.023944
    0.0154     -0.0047376              0              0     -0.0047374              0      -0.026396
    0.0156     -0.0049765              0              0     -0.0049763              0      -0.028919
    0.0158     -0.0051763              0              0      -0.005176              0      -0.031493
     0.016     -0.0053286              0              0     -0.0053284              0      -0.034097
    0.0162     -0.0054254              0              0     -0.0054252              0      -0.036708
    0.0164     -0.0054584              0              0     -0.0054582              0      -0.039302
    0.0166     -0.0054198              0              0     -0.0054195              0      -0.041854
    0.0168      -0.005302              0              0     -0.0053017              0      -0.044338
     0.017     -0.0050981              0              0     -0.0050979              0      -0.046727
    0.0172     -0.0048022              0              0     -0.0048019              0      -0.048998
    0.0174     -0.0044088              0              0     -0.0044086              0      -0.051123
    0.0176     -0.0039141              0              0     -0.0039138              0      -0.053081
    0.0178     -0.0033149              0              0     -0.0033147              0      -0.054849
     0.018     -0.0026098              0              0     -0.0026096              0      -0.056406
    0.0182     -0.0017987              0              0     -0.0017985              0      -0.057736
    0.0184    -0.00088305              0              0    -0.00088287              0      -0.058822
    0.0186      0.0001341              0              0     0.00013427              0      -0.059654
    0.0188       0.001248              0              0      0.0012482              0      -0.060221
     0.019      0.0024523              0              0      0.0024525              0      -0.060519
    0.0192       0.003739              0              0      0.0037392              0      -0.060544
    0.0194      0.0050985              0              0      0.0050987              0      -0.060298
    0.0196      0.0065197              0              0      0.0065198              0      -0.059784
    0.0198      0.0079901              0              0      0.0079902              0       -0.05901
      0.02       0.009496              0              0       0.009496              0      -0.057987
    0.0202       0.011022              0              0       0.011022              0      -0.056727
    0.0204       0.012554              0              0       0.012554              0      -0.055245
    0.0206       0.014074              0              0       0.014074              0      -0.053559
    0.0208       0.015565              0              0       0.015565              0      -0.051687
     0.021       0.017011              0              0       0.017011              0      -0.049651
    0.0212       0.018395              0              0       0.018395              0       -0.04747
    0.0214       0.019699              0              0       0.019699              0      -0.045167
    0.0216       0.020907              0              0       0.020907              0      -0.042762
    0.0218       0.022005              0              0       0.022005              0      -0.040277
     0.022       0.022977              0              0       0.022977              0      -0.037732
    0.0222       0.023811              0              0       0.023811              0      -0.035144
    0.0224       0.024494              0              0       0.024494              0      -0.032533
    0.0226       0.025017              0              0       0.025017              0      -0.029913
    0.0228       0.025372              0              0       0.025372              0      -0.027299
     0.023       0.025552              0              0       0.025552              0      -0.024703
    0.0232       0.025553              0              0       0.025553              0      -0.022135
    0.0234       0.025373              0              0       0.025372              0      -0.019602
    0.0236       0.025011              0              0       0.025011              0      -0.017111
    0.0238       0.024471              0              0       0.024471              0      -0.014666
     0.024       0.023756              0              0       0.023756              0      -0.012271
    0.0242       0.022873              0              0       0.022873              0     -0.0099253
    0.0244        0.02183              0              0        0.02183              0     -0.0076305
    0.0246       0.020637              0              0       0.020637              0     -0.0053854
    0.0248       0.019307              0              0       0.019306              0     -0.0031888
     0.025       0.017852              0              0       0.017851              0     -0.0010392
    0.0252       0.016287              0              0       0.016287              0      0.0010652
    0.0254       0.014628              0              0       0.014628              0      0.0031256
    0.0256       0.012892              0              0       0.012892              0       0.005143
    0.0258       0.011096              0              0       0.011096              0      0.0071174
     0.026      0.0092576              0              0      0.0092575              0      0.0090482
    0.0262      0.0073948              0              0      0.0073947              0       0.010933
    0.0264      0.0055254              0              0      0.0055252              0        0.01277
    0.0266      0.0036666              0              0      0.0036665              0       0.014555
    0.0268      0.0018356              0              0      0.0018354              0       0.016282
     0.027      4.828e-05              0              0     4.8118e-05              0       0.017946
    0.0272       -0.00168              0              0     -0.0016802              0       0.019538
    0.0274     -0.0033352              0              0     -0.0033353              0       0.021052
    0.0276     -0.0049044              0              0     -0.0049046              0       0.022478
    0.0278     -0.0063763              0              0     -0.0063765              0       0.023808
     0.028     -0.0077409              0              0     -0.0077411              0       0.025033
    0.0282     -0.0089899              0              0     -0.0089901              0       0.026143
    0.0284      -0.010116              0              0      -0.010117              0        0.02713
    0.0286      -0.011116              0              0      -0.011116              0       0.027987
    0.0288      -0.011984              0              0      -0.011984              0       0.028705
     0.029      -0.012719              0              0      -0.012719              0       0.029279
    0.0292      -0.013322              0              0      -0.013322              0       0.029704
    0.0294      -0.013793              0              0      -0.013793              0       0.029977
    0.0296      -0.014135              0              0      -0.014135              0       0.030097
    0.0298      -0.014353              0              0      -0.014353              0       0.030063
      0.03      -0.014451              0              0      -0.014451              0       0.029877
    0.0302      -0.014436              0              0      -0.014436              0       0.029544
    0.0304      -0.014315              0              0      -0.014316              0       0.029067
    0.0306      -0.014098              0              0      -0.014098              0       0.028454
    0.0308      -0.013791              0              0      -0.013791              0       0.027714
     0.031      -0.013406              0              0      -0.013406              0       0.026855
    0.0312      -0.012951              0              0      -0.012951              0       0.025889
    0.0314      -0.012437              0              0      -0.012437              0       0.024827
    0.0316      -0.011874              0              0      -0.011874              0       0.023681
    0.0318      -0.011272              0              0      -0.011272              0       0.022465
     0.032       -0.01064              0              0      -0.010641              0       0.021189
    0.0322     -0.0099894              0              0     -0.0099897              0       0.019868
    0.0324     -0.0093283              0              0     -0.0093285              0       0.018514
    0.0326     -0.0086657              0              0     -0.0086659              0       0.017137
    0.0328     -0.0080098              0              0       -0.00801              0       0.015749
     0.033     -0.0073682              0              0     -0.0073684              0        0.01436
    0.0332     -0.0067478              0              0      -0.006748              0       0.012978
    0.0334     -0.0061547              0              0     -0.0061549              0       0.011611
    0.0336     -0.0055944              0              0     -0.0055946              0       0.010265
    0.0338     -0.0050713              0              0     -0.0050716              0       0.008945
     0.034     -0.0045894              0              0     -0.0045896              0      0.0076552
    0.0342     -0.0041514              0              0     -0.0041517              0      0.0063977
    0.0344     -0.0037597              0              0     -0.0037599              0       0.005174
    0.0346     -0.0034156              0              0     -0.0034158              0      0.0039844
    0.0348     -0.0031197              0              0     -0.0031199              0      0.0028283
     0.035     -0.0028719              0              0     -0.0028721              0      0.0017045
    0.0352     -0.0026715              0              0     -0.0026717              0     0.00061106
    0.0354      -0.002517              0              0     -0.0025172              0    -0.00045403
    0.0356     -0.0024063              0              0     -0.0024065              0     -0.0014931
    0.0358      -0.002337              0              0     -0.0023372              0     -0.0025086
     0.036     -0.0023059              0              0     -0.0023061              0     -0.0035024
    0.0362     -0.0023096              0              0     -0.0023099              0     -0.0044765
    0.0364     -0.0023443              0              0     -0.0023445              0     -0.0054319
    0.0366     -0.0024058              0              0      -0.002406              0     -0.0063693
    0.0368     -0.0024896              0              0     -0.0024899              0     -0.0072885
     0.037     -0.0025914              0              0     -0.0025916              0     -0.0081888
    0.0372     -0.0027063              0              0     -0.0027065              0     -0.0090684
    0.0374     -0.0028296              0              0     -0.0028298              0     -0.0099247
    0.0376     -0.0029568              0              0      -0.002957              0      -0.010754
    0.0378      -0.003083              0              0     -0.0030832              0      -0.011554
     0.038     -0.0032039              0              0     -0.0032041              0      -0.012318
    0.0382     -0.0033152              0              0     -0.0033154              0      -0.013041
    0.0384     -0.0034128              0              0      -0.003413              0      -0.013719
    0.0386     -0.0034929              0              0     -0.0034931              0      -0.014345
    0.0388     -0.0035522              0              0     -0.0035524              0      -0.014913
     0.039     -0.0035875              0              0     -0.0035877              0      -0.015418
    0.0392     -0.0035964              0              0     -0.0035966              0      -0.015854
    0.0394     -0.0035766              0              0     -0.0035767              0      -0.016216
    0.0396     -0.0035264              0              0     -0.0035265              0        -0.0165
    0.0398     -0.0034446              0              0     -0.0034447              0      -0.016702
      0.04     -0.0033305              0              0     -0.0033306              0      -0.016819
    0.0402     -0.0031839              0              0      -0.003184              0       -0.01685
    0.0404     -0.0030051              0              0     -0.0030052              0      -0.016793
    0.0406     -0.0027948              0              0      -0.002795              0       -0.01665
    0.0408     -0.0025543              0              0     -0.0025545              0      -0.016421
     0.041     -0.0022853              0              0     -0.0022854              0       -0.01611
    0.0412     -0.0019897              0              0     -0.0019899              0       -0.01572
    0.0414     -0.0016702              0              0     -0.0016703              0      -0.015257
    0.0416     -0.0013294              0              0     -0.0013295              0      -0.014726
    0.0418    -0.00097029              0              0    -0.00097042              0      -0.014135
     0.042    -0.00059623              0              0    -0.00059636              0      -0.013492
    0.0422     -0.0002106              0              0    -0.00021072              0      -0.012804
    0.0424      0.0001831              0              0     0.00018298              0      -0.012081
    0.0426      0.0005813              0              0     0.00058119              0      -0.011333
    0.0428     0.00098047              0              0     0.00098037              0      -0.010568
     0.043      0.0013771              0              0       0.001377              0     -0.0097965
    0.0432       0.001768              0              0      0.0017679              0     -0.0090272
    0.0434      0.0021498              0              0      0.0021497              0     -0.0082692
    0.0436      0.0025197              0              0      0.0025196              0     -0.0075309
    0.0438       0.002875              0              0      0.0028749              0     -0.0068202
     0.044      0.0032134              0              0      0.0032133              0      -0.006144
    0.0442      0.0035327              0              0      0.0035327              0     -0.0055086
    0.0444      0.0038315              0              0      0.0038314              0     -0.0049192
    0.0446      0.0041082              0              0      0.0041081              0       -0.00438
    0.0448      0.0043621              0              0       0.004362              0     -0.0038943
     0.045      0.0045925              0              0      0.0045924              0     -0.0034641
    0.0452      0.0047992              0              0      0.0047991              0     -0.0030908
    0.0454      0.0049823              0              0      0.0049823              0     -0.0027744
    0.0456      0.0051424              0              0      0.0051423              0     -0.0025142
    0.0458      0.0052801              0              0        0.00528              0     -0.0023085
     0.046      0.0053964              0              0      0.0053964              0      -0.002155
    0.0462      0.0054926              0              0      0.0054926              0     -0.0020506
    0.0464        0.00557              0              0        0.00557              0     -0.0019917
    0.0466      0.0056302              0              0      0.0056301              0     -0.0019741
    0.0468      0.0056747              0              0      0.0056747              0     -0.0019934
     0.047      0.0057052              0              0      0.0057052              0      -0.002045
    0.0472      0.0057234              0              0      0.0057234              0     -0.0021241
    0.0474      0.0057309              0              0      0.0057309              0     -0.0022259
    0.0476      0.0057292              0              0      0.0057292              0     -0.0023457
    0.0478      0.0057198              0              0      0.0057198              0     -0.0024791
     0.048      0.0057039              0              0      0.0057039              0     -0.0026218
    0.0482      0.0056826              0              0      0.0056826              0     -0.0027697
    0.0484      0.0056569              0              0      0.0056569              0     -0.0029193
    0.0486      0.0056275              0              0      0.0056276              0     -0.0030674
    0.0488       0.005595              0              0       0.005595              0      -0.003211
     0.049      0.0055595              0              0      0.0055596              0     -0.0033477
    0.0492      0.0055213              0              0      0.0055214              0     -0.0034753
    0.0494      0.0054802              0              0      0.0054803              0     -0.0035922
    0.0496       0.005436              0              0       0.005436              0     -0.0036969
    0.0498       0.005388              0              0      0.0053881              0     -0.0037881
      0.05      0.0053358              0              0      0.0053358              0     -0.0038651
    0.0502      0.0052784              0              0      0.0052785              0     -0.0039271
    0.0504      0.0052151              0              0      0.0052152              0     -0.0039734
    0.0506      0.0051449              0              0       0.005145              0     -0.0040036
    0.0508      0.0050667              0              0      0.0050668              0     -0.0040171
     0.051      0.0049796              0              0      0.0049796              0     -0.0040135
    0.0512      0.0048823              0              0      0.0048824              0     -0.0039923
    0.0514       0.004774              0              0       0.004774              0      -0.003953
    0.0516      0.0046535              0              0      0.0046536              0     -0.0038949
    0.0518      0.0045202              0              0      0.0045203              0     -0.0038172
     0.052       0.004373              0              0      0.0043731              0     -0.0037193
    0.0522      0.0042114              0              0      0.0042115              0     -0.0036002
    0.0524      0.0040348              0              0      0.0040349              0      -0.003459
    0.0526      0.0038428              0              0      0.0038429              0     -0.0032948
    0.0528      0.0036352              0              0      0.0036353              0     -0.0031065
     0.053      0.0034118              0              0      0.0034119              0     -0.0028933
    0.0532      0.0031729              0              0       0.003173              0     -0.0026543
    0.0534      0.0029186              0              0      0.0029187              0     -0.0023889
    0.0536      0.0026495              0              0      0.0026496              0     -0.0020963
    0.0538      0.0023662              0              0      0.0023663              0     -0.0017764
     0.054      0.0020695              0              0      0.0020696              0      -0.001429
    0.0542      0.0017603              0              0      0.0017605              0     -0.0010542
    0.0544      0.0014399              0              0        0.00144              0    -0.00065265
    0.0546      0.0011095              0              0      0.0011096              0    -0.00022508
    0.0548     0.00077041              0              0     0.00077055              0     0.00022728
     0.055     0.00042425              0              0      0.0004244              0     0.00070288
    0.0552     7.2623e-05              0              0     7.2769e-05              0      0.0011998
    0.0554    -0.00028278              0              0    -0.00028263              0      0.0017157
    0.0556    -0.00064018              0              0    -0.00064003              0       0.002248
    0.0558    -0.00099775              0              0     -0.0009976              0      0.0027938
     0.056     -0.0013536              0              0     -0.0013535              0      0.0033497
    0.0562      -0.001706              0              0     -0.0017058              0      0.0039124
    0.0564     -0.0020529              0              0     -0.0020527              0      0.0044781
    0.0566     -0.0023925              0              0     -0.0023924              0      0.0050429
    0.0568     -0.0027231              0              0     -0.0027229              0      0.0056028
     0.057     -0.0030428              0              0     -0.0030427              0      0.0061539
    0.0572       -0.00335              0              0     -0.0033498              0      0.0066921
    0.0574      -0.003643              0              0     -0.0036429              0      0.0072134
    0.0576     -0.0039204              0              0     -0.0039203              0       0.007714
    0.0578     -0.0041808              0              0     -0.0041806              0      0.0081902
     0.058     -0.0044228              0              0     -0.0044226              0      0.0086384
    0.0582     -0.0046453              0              0     -0.0046451              0      0.0090555
    0.0584     -0.0048473              0              0     -0.0048472              0      0.0094383
    0.0586      -0.005028              0              0     -0.0050278              0      0.0097844
    0.0588     -0.0051866              0              0     -0.0051864              0       0.010091
     0.059     -0.0053225              0              0     -0.0053224              0       0.010357
    0.0592     -0.0054354              0              0     -0.0054353              0        0.01058
    0.0594     -0.0055251              0              0     -0.0055249              0        0.01076
    0.0596     -0.0055913              0              0     -0.0055912              0       0.010895
    0.0598     -0.0056342              0              0     -0.0056341              0       0.010985
      0.06     -0.0056541              0              0     -0.0056539              0       0.011029
    0.0602     -0.0056512              0              0     -0.0056511              0        0.01103
    0.0604     -0.0056261              0              0     -0.0056259              0       0.010986
    0.0606     -0.0055793              0              0     -0.0055792              0         0.0109
    0.0608     -0.0055118              0              0     -0.0055117              0       0.010772
     0.061     -0.0054244              0              0     -0.0054243              0       0.010604
    0.0612      -0.005318              0              0     -0.0053179              0       0.010398
    0.0614     -0.0051939              0              0     -0.0051937              0       0.010157
    0.0616     -0.0050531              0              0     -0.0050529              0      0.0098815
    0.0618     -0.0048969              0              0     -0.0048968              0      0.0095756
     0.062     -0.0047267              0              0     -0.0047266              0      0.0092415
    0.0622      -0.004544              0              0     -0.0045439              0      0.0088819
    0.0624       -0.00435              0              0     -0.0043499              0      0.0084999
    0.0626     -0.0041464              0              0     -0.0041463              0      0.0080984
    0.0628     -0.0039347              0              0     -0.0039346              0      0.0076804
     0.063     -0.0037163              0              0     -0.0037162              0      0.0072491
    0.0632     -0.0034928              0              0     -0.0034927              0      0.0068075
    0.0634     -0.0032657              0              0     -0.0032656              0      0.0063587
    0.0636     -0.0030366              0              0     -0.0030365              0      0.0059057
    0.0638     -0.0028068              0              0     -0.0028067              0      0.0054514
     0.064     -0.0025779              0              0     -0.0025778              0      0.0049987
    0.0642     -0.0023513              0              0     -0.0023512              0      0.0045504
    0.0644     -0.0021281              0              0     -0.0021281              0      0.0041092
    0.0646     -0.0019099              0              0     -0.0019098              0      0.0036775
    0.0648     -0.0016976              0              0     -0.0016975              0      0.0032577
     0.065     -0.0014924              0              0     -0.0014923              0      0.0028521
    0.0652     -0.0012953              0              0     -0.0012952              0      0.0024626
    0.0654     -0.0011072              0              0     -0.0011072              0      0.0020911
    0.0656    -0.00092899              0              0    -0.00092894              0      0.0017391
    0.0658    -0.00076126              0              0    -0.00076121              0       0.001408
     0.066    -0.00060462              0              0    -0.00060457              0      0.0010991
    0.0662    -0.00045953              0              0    -0.00045949              0     0.00081312
    0.0664    -0.00032635              0              0     -0.0003263              0     0.00055089
    0.0666    -0.00020528              0              0    -0.00020524              0     0.00031282
    0.0668    -9.6449e-05              0              0    -9.6414e-05              0     9.9142e-05
     0.067     1.5973e-07              0              0     1.9141e-07              0    -9.0169e-05
    0.0672     8.4665e-05              0              0     8.4694e-05              0    -0.00025535
    0.0674     0.00015729              0              0     0.00015732              0    -0.00039684
    0.0676     0.00021837              0              0      0.0002184              0    -0.00051531
    0.0678     0.00026833              0              0     0.00026835              0     -0.0006116
     0.068     0.00030767              0              0     0.00030768              0    -0.00068672
    0.0682     0.00033697              0              0     0.00033699              0    -0.00074185
    0.0684      0.0003569              0              0     0.00035691              0    -0.00077827
    0.0686     0.00036815              0              0     0.00036816              0    -0.00079742
    0.0688     0.00037148              0              0     0.00037149              0    -0.00080077
     0.069     0.00036768              0              0     0.00036767              0    -0.00078991
    0.0692     0.00035754              0              0     0.00035753              0    -0.00076645
    0.0694     0.00034188              0              0     0.00034187              0      -0.000732
    0.0696     0.00032152              0              0     0.00032151              0    -0.00068819
    0.0698     0.00029727              0              0     0.00029725              0    -0.00063663
      0.07     0.00026989              0              0     0.00026987              0    -0.00057886
    0.0702     0.00024013              0              0     0.00024011              0    -0.00051638
    0.0704     0.00020871              0              0     0.00020868              0     -0.0004506
    0.0706     0.00017628              0              0     0.00017625              0    -0.00038285
    0.0708     0.00014344              0              0     0.00014341              0    -0.00031432
     0.071     0.00011075              0              0     0.00011072              0    -0.00024612
    0.0712     7.8695e-05              0              0     7.8656e-05              0    -0.00017923
    0.0714     4.7688e-05              0              0     4.7645e-05              0     -0.0001145
    0.0716     1.8089e-05              0              0     1.8043e-05              0    -5.2654e-05
    0.0718    -9.8092e-06              0              0    -9.8591e-06              0     5.7188e-06
     0.072    -3.5779e-05              0              0    -3.5832e-05              0     6.0145e-05
    0.0722    -5.9651e-05              0              0    -5.9708e-05              0     0.00011027
    0.0724    -8.1314e-05              0              0    -8.1374e-05              0     0.00015587
    0.0726    -0.00010071              0              0    -0.00010077              0      0.0001968
    0.0728    -0.00011782              0              0    -0.00011789              0     0.00023305
     0.073    -0.00013269              0              0    -0.00013276              0     0.00026466
    0.0732    -0.00014536              0              0    -0.00014544              0     0.00029178
    0.0734    -0.00015595              0              0    -0.00015603              0     0.00031461
    0.0736    -0.00016456              0              0    -0.00016464              0     0.00033343
    0.0738    -0.00017133              0              0    -0.00017141              0     0.00034854
     0.074    -0.00017641              0              0    -0.00017649              0     0.00036031
    0.0742    -0.00017993              0              0    -0.00018002              0     0.00036912
    0.0744    -0.00018206              0              0    -0.00018215              0     0.00037538
    0.0746    -0.00018294              0              0    -0.00018303              0      0.0003795
    0.0748    -0.00018269              0              0    -0.00018279              0     0.00038192
     0.075    -0.00018146              0              0    -0.00018155              0     0.00038307
    0.0752    -0.00017934              0              0    -0.00017944              0     0.00038337
    0.0754    -0.00017643              0              0    -0.00017653              0     0.00038324
    0.0756    -0.00017281              0              0    -0.00017291              0     0.00038308
    0.0758    -0.00016853              0              0    -0.00016863              0     0.00038327
     0.076    -0.00016364              0              0    -0.00016374              0     0.00038419
    0.0762    -0.00015816              0              0    -0.00015827              0     0.00038617
    0.0764    -0.00015211              0              0    -0.00015222              0     0.00038954
    0.0766    -0.00014549              0              0     -0.0001456              0     0.00039458
    0.0768    -0.00013828              0              0    -0.00013839              0     0.00040155
     0.077    -0.00013047              0              0    -0.00013058              0     0.00041069
    0.0772    -0.00012204              0              0    -0.00012215              0     0.00042219
    0.0774    -0.00011297              0              0    -0.00011308              0     0.00043619
    0.0776    -0.00010323              0              0    -0.00010334              0     0.00045281
    0.0778    -9.2819e-05              0              0    -9.2933e-05              0     0.00047213
     0.078    -8.1727e-05              0              0    -8.1842e-05              0     0.00049418
    0.0782    -6.9961e-05              0              0    -7.0076e-05              0     0.00051892
    0.0784     -5.754e-05              0              0    -5.7656e-05              0     0.00054629
    0.0786    -4.4498e-05              0              0    -4.4614e-05              0     0.00057618
    0.0788    -3.0887e-05              0              0    -3.1004e-05              0      0.0006084
     0.079    -1.6776e-05              0              0    -1.6893e-05              0     0.00064272
    0.0792    -2.2523e-06              0              0    -2.3702e-06              0     0.00067887
    0.0794     1.2578e-05              0              0     1.2459e-05              0     0.00071652
    0.0796      2.759e-05              0              0     2.7472e-05              0     0.00075528
    0.0798     4.2646e-05              0              0     4.2527e-05              0     0.00079473
      0.08     5.7589e-05              0              0      5.747e-05              0     0.00083439
    0.0802     7.2251e-05              0              0     7.2132e-05              0     0.00087375
    0.0804     8.6454e-05              0              0     8.6335e-05              0     0.00091229
    0.0806     0.00010001              0              0     9.9893e-05              0     0.00094943
    0.0808     0.00011274              0              0     0.00011262              0     0.00098461
     0.081     0.00012443              0              0     0.00012431              0      0.0010172
    0.0812     0.00013492              0              0      0.0001348              0      0.0010467
    0.0814       0.000144              0              0     0.00014389              0      0.0010725
    0.0816     0.00015153              0              0     0.00015141              0      0.0010941
    0.0818     0.00015733              0              0     0.00015721              0       0.001111
     0.082     0.00016127              0              0     0.00016115              0      0.0011227
    0.0822     0.00016323              0              0     0.00016311              0      0.0011288
    0.0824     0.00016312              0              0       0.000163              0       0.001129
    0.0826     0.00016087              0              0     0.00016075              0       0.001123
    0.0828     0.00015644              0              0     0.00015633              0      0.0011107
     0.083     0.00014983              0              0     0.00014972              0       0.001092
    0.0832     0.00014105              0              0     0.00014094              0      0.0010669
    0.0834     0.00013017              0              0     0.00013006              0      0.0010354
    0.0836     0.00011727              0              0     0.00011716              0      0.0009978
    0.0838     0.00010247              0              0     0.00010236              0     0.00095438
     0.084     8.5904e-05              0              0     8.5796e-05              0     0.00090549
    0.0842     6.7759e-05              0              0     6.7653e-05              0     0.00085161
    0.0844      4.823e-05              0              0     4.8124e-05              0     0.00079328
    0.0846     2.7535e-05              0              0     2.7431e-05              0      0.0007311
    0.0848      5.914e-06              0              0     5.8111e-06              0     0.00066576
     0.085    -1.6382e-05              0              0    -1.6483e-05              0     0.00059797
    0.0852    -3.9091e-05              0              0    -3.9191e-05              0      0.0005285
    0.0854    -6.1945e-05              0              0    -6.2043e-05              0     0.00045812
    0.0856    -8.4676e-05              0              0    -8.4773e-05              0     0.00038764
    0.0858    -0.00010702              0              0    -0.00010711              0     0.00031783
     0.086    -0.00012872              0              0    -0.00012881              0     0.00024948
    0.0862    -0.00014953              0              0    -0.00014962              0     0.00018332
    0.0864    -0.00016922              0              0    -0.00016931              0     0.00012007
    0.0866    -0.00018758              0              0    -0.00018767              0     6.0364e-05
    0.0868    -0.00020444              0              0    -0.00020453              0     4.7909e-06
     0.087    -0.00021962              0              0    -0.00021971              0    -4.6139e-05
    0.0872    -0.00023301              0              0    -0.00023309              0    -9.1993e-05
    0.0874    -0.00024449              0              0    -0.00024457              0    -0.00013243
