%        w           SY11           SY12           SY13           SY21           SY22           SY23           SY31           SY32           SY33
      1792              0        0.20488              0        0.20488              0       0.079232              0       0.079232              0
      1793              0        0.21377              0        0.21377              0       0.083062              0       0.083062              0
      1794              0        0.22053              0        0.22053              0       0.086049              0       0.086049              0
      1795              0        0.22508              0        0.22508              0       0.088161              0       0.088161              0
      1796              0        0.22738              0        0.22738              0       0.089374              0       0.089374              0
      1797              0         0.2274              0         0.2274              0       0.089675              0       0.089675              0
      1798              0        0.22513              0        0.22513              0       0.089058              0       0.089058              0
      1799              0        0.22059              0        0.22059              0       0.087528              0       0.087528              0
      1800              0        0.21383              0        0.21383              0         0.0851              0         0.0851              0
      1801              0         0.2049              0         0.2049              0       0.081797              0       0.081797              0
      1802              0        0.19391              0        0.19391              0       0.077651              0       0.077651              0
      1803              0        0.18094              0        0.18094              0       0.072704              0       0.072704              0
      1804              0        0.16613              0        0.16613              0       0.067004              0       0.067004              0
      1805              0        0.14963              0        0.14963              0        0.06061              0        0.06061              0
      1806              0        0.13161              0        0.13161              0       0.053585              0       0.053585              0
      1807              0        0.11223              0        0.11223              0       0.046002              0       0.046002              0
      1808              0       0.091692              0       0.091692              0       0.037936              0       0.037936              0
      1809              0       0.070205              0       0.070205              0        0.02947              0        0.02947              0
      1810              0       0.047982              0       0.047982              0       0.020691              0       0.020691              0
      1811              0       0.025247              0       0.025247              0       0.011687              0       0.011687              0
      1812              0      0.0022271              0      0.0022271              0       0.002552              0       0.002552              0
      1813              0      -0.020845              0      -0.020845              0     -0.0066218              0     -0.0066218              0
      1814              0      -0.043737              0      -0.043737              0       -0.01574              0       -0.01574              0
      1815              0      -0.066218              0      -0.066218              0      -0.024708              0      -0.024708              0
      1816              0       -0.08806              0       -0.08806              0      -0.033435              0      -0.033435              0
      1817              0       -0.10904              0       -0.10904              0      -0.041831              0      -0.041831              0
      1818              0       -0.12895              0       -0.12895              0      -0.049808              0      -0.049808              0
      1819              0       -0.14759              0       -0.14759              0      -0.057284              0      -0.057284              0
      1820              0       -0.16476              0       -0.16476              0      -0.064183              0      -0.064183              0
      1821              0       -0.18029              0       -0.18029              0      -0.070432              0      -0.070432              0
      1822              0       -0.19403              0       -0.19403              0      -0.075967              0      -0.075967              0
      1823              0       -0.20582              0       -0.20582              0      -0.080729              0      -0.080729              0
      1824              0       -0.21556              0       -0.21556              0       -0.08467              0       -0.08467              0
      1825              0       -0.22314              0       -0.22314              0      -0.087748              0      -0.087748              0
      1826              0       -0.22848              0       -0.22848              0       -0.08993              0       -0.08993              0
      1827              0       -0.23152              0       -0.23152              0      -0.091192              0      -0.091192              0
      1828              0       -0.23224              0       -0.23224              0      -0.091522              0      -0.091522              0
      1829              0       -0.23062              0       -0.23062              0      -0.090915              0      -0.090915              0
      1830              0       -0.22668              0       -0.22668              0      -0.089376              0      -0.089376              0
      1831              0       -0.22045              0       -0.22045              0       -0.08692              0       -0.08692              0
      1832              0         -0.212              0         -0.212              0      -0.083571              0      -0.083571              0
      1833              0       -0.20141              0       -0.20141              0      -0.079363              0      -0.079363              0
      1834              0       -0.18878              0       -0.18878              0      -0.074338              0      -0.074338              0
      1835              0       -0.17425              0       -0.17425              0      -0.068547              0      -0.068547              0
      1836              0       -0.15794              0       -0.15794              0       -0.06205              0       -0.06205              0
      1837              0       -0.14004              0       -0.14004              0      -0.054911              0      -0.054911              0
      1838              0       -0.12071              0       -0.12071              0      -0.047205              0      -0.047205              0
      1839              0       -0.10016              0       -0.10016              0      -0.039009              0      -0.039009              0
      1840              0      -0.078583              0      -0.078583              0      -0.030408              0      -0.030408              0
      1841              0      -0.056203              0      -0.056203              0      -0.021489              0      -0.021489              0
      1842              0      -0.033244              0      -0.033244              0      -0.012345              0      -0.012345              0
      1843              0     -0.0099379              0     -0.0099379              0     -0.0030675              0     -0.0030675              0
      1844              0       0.013481              0       0.013481              0      0.0062468              0      0.0062468              0
      1845              0       0.036776              0       0.036776              0       0.015503              0       0.015503              0
      1846              0       0.059713              0       0.059713              0       0.024605              0       0.024605              0
      1847              0       0.082058              0       0.082058              0        0.03346              0        0.03346              0
      1848              0        0.10359              0        0.10359              0       0.041977              0       0.041977              0
      1849              0        0.12408              0        0.12408              0       0.050067              0       0.050067              0
      1850              0        0.14333              0        0.14333              0       0.057649              0       0.057649              0
      1851              0        0.16115              0        0.16115              0       0.064642              0       0.064642              0
      1852              0        0.17735              0        0.17735              0       0.070977              0       0.070977              0
      1853              0        0.19177              0        0.19177              0       0.076586              0       0.076586              0
      1854              0        0.20426              0        0.20426              0       0.081412              0       0.081412              0
      1855              0        0.21469              0        0.21469              0       0.085405              0       0.085405              0
      1856              0        0.22297              0        0.22297              0       0.088524              0       0.088524              0
      1857              0          0.229              0          0.229              0       0.090736              0       0.090736              0
      1858              0        0.23272              0        0.23272              0       0.092018              0       0.092018              0
      1859              0         0.2341              0         0.2341              0       0.092357              0       0.092357              0
      1860              0        0.23312              0        0.23312              0       0.091749              0       0.091749              0
      1861              0        0.22979              0        0.22979              0         0.0902              0         0.0902              0
      1862              0        0.22414              0        0.22414              0       0.087725              0       0.087725              0
      1863              0        0.21624              0        0.21624              0       0.084349              0       0.084349              0
      1864              0        0.20615              0        0.20615              0       0.080107              0       0.080107              0
      1865              0        0.19398              0        0.19398              0       0.075043              0       0.075043              0
      1866              0        0.17986              0        0.17986              0       0.069208              0       0.069208              0
      1867              0        0.16392              0        0.16392              0       0.062662              0       0.062662              0
      1868              0        0.14633              0        0.14633              0       0.055471              0       0.055471              0
      1869              0        0.12726              0        0.12726              0       0.047711              0       0.047711              0
      1870              0        0.10691              0        0.10691              0        0.03946              0        0.03946              0
      1871              0       0.085476              0       0.085476              0       0.030803              0       0.030803              0
      1872              0       0.063183              0       0.063183              0       0.021829              0       0.021829              0
      1873              0       0.040253              0       0.040253              0       0.012631              0       0.012631              0
      1874              0       0.016917              0       0.016917              0      0.0033017              0      0.0033017              0
      1875              0     -0.0065881              0     -0.0065881              0     -0.0060617              0     -0.0060617              0
      1876              0      -0.030026              0      -0.030026              0      -0.015363              0      -0.015363              0
      1877              0      -0.053161              0      -0.053161              0      -0.024508              0      -0.024508              0
      1878              0      -0.075758              0      -0.075758              0      -0.033401              0      -0.033401              0
      1879              0       -0.09759              0       -0.09759              0      -0.041952              0      -0.041952              0
      1880              0       -0.11844              0       -0.11844              0      -0.050072              0      -0.050072              0
      1881              0       -0.13809              0       -0.13809              0      -0.057678              0      -0.057678              0
      1882              0       -0.15634              0       -0.15634              0      -0.064693              0      -0.064693              0
      1883              0       -0.17302              0       -0.17302              0      -0.071044              0      -0.071044              0
      1884              0       -0.18795              0       -0.18795              0      -0.076665              0      -0.076665              0
      1885              0       -0.20099              0       -0.20099              0        -0.0815              0        -0.0815              0
      1886              0         -0.212              0         -0.212              0      -0.085499              0      -0.085499              0
      1887              0       -0.22087              0       -0.22087              0       -0.08862              0       -0.08862              0
      1888              0       -0.22752              0       -0.22752              0      -0.090833              0      -0.090833              0
      1889              0       -0.23187              0       -0.23187              0      -0.092114              0      -0.092114              0
      1890              0       -0.23389              0       -0.23389              0       -0.09245              0       -0.09245              0
      1891              0       -0.23355              0       -0.23355              0      -0.091839              0      -0.091839              0
      1892              0       -0.23086              0       -0.23086              0      -0.090287              0      -0.090287              0
      1893              0       -0.22585              0       -0.22585              0       -0.08781              0       -0.08781              0
      1894              0       -0.21857              0       -0.21857              0      -0.084433              0      -0.084433              0
      1895              0       -0.20909              0       -0.20909              0      -0.080193              0      -0.080193              0
      1896              0       -0.19751              0       -0.19751              0      -0.075132              0      -0.075132              0
      1897              0       -0.18395              0       -0.18395              0      -0.069304              0      -0.069304              0
      1898              0       -0.16854              0       -0.16854              0      -0.062767              0      -0.062767              0
      1899              0       -0.15145              0       -0.15145              0      -0.055591              0      -0.055591              0
      1900              0       -0.13284              0       -0.13284              0      -0.047848              0      -0.047848              0
      1901              0       -0.11291              0       -0.11291              0      -0.039618              0      -0.039618              0
      1902              0      -0.091853              0      -0.091853              0      -0.030987              0      -0.030987              0
      1903              0      -0.069884              0      -0.069884              0      -0.022043              0      -0.022043              0
      1904              0      -0.047227              0      -0.047227              0      -0.012878              0      -0.012878              0
      1905              0       -0.02411              0       -0.02411              0      -0.003586              0      -0.003586              0
      1906              0    -0.00076559              0    -0.00076559              0      0.0057369              0      0.0057369              0
      1907              0        0.02257              0        0.02257              0       0.014995              0       0.014995              0
      1908              0       0.045661              0       0.045661              0       0.024094              0       0.024094              0
      1909              0       0.068276              0       0.068276              0        0.03294              0        0.03294              0
      1910              0       0.090188              0       0.090188              0       0.041443              0       0.041443              0
      1911              0        0.11117              0        0.11117              0       0.049515              0       0.049515              0
      1912              0        0.13103              0        0.13103              0       0.057074              0       0.057074              0
      1913              0        0.14955              0        0.14955              0       0.064043              0       0.064043              0
      1914              0        0.16655              0        0.16655              0        0.07035              0        0.07035              0
      1915              0        0.18186              0        0.18186              0       0.075933              0       0.075933              0
      1916              0        0.19533              0        0.19533              0       0.080733              0       0.080733              0
      1917              0        0.20683              0        0.20683              0       0.084702              0       0.084702              0
      1918              0        0.21623              0        0.21623              0       0.087801              0       0.087801              0
      1919              0        0.22346              0        0.22346              0       0.089998              0       0.089998              0
      1920              0        0.22844              0        0.22844              0       0.091273              0       0.091273              0
      1921              0        0.23112              0        0.23112              0       0.091611              0       0.091611              0
      1922              0        0.23147              0        0.23147              0       0.091012              0       0.091012              0
      1923              0         0.2295              0         0.2295              0       0.089483              0       0.089483              0
      1924              0        0.22523              0        0.22523              0       0.087039              0       0.087039              0
      1925              0        0.21871              0        0.21871              0       0.083708              0       0.083708              0
      1926              0           0.21              0           0.21              0       0.079524              0       0.079524              0
      1927              0         0.1992              0         0.1992              0       0.074532              0       0.074532              0
      1928              0        0.18641              0        0.18641              0       0.068783              0       0.068783              0
      1929              0        0.17177              0        0.17177              0       0.062338              0       0.062338              0
      1930              0        0.15543              0        0.15543              0       0.055263              0       0.055263              0
      1931              0        0.13755              0        0.13755              0       0.047633              0       0.047633              0
      1932              0        0.11832              0        0.11832              0       0.039526              0       0.039526              0
      1933              0       0.097934              0       0.097934              0       0.031026              0       0.031026              0
      1934              0       0.076597              0       0.076597              0       0.022221              0       0.022221              0
      1935              0       0.054526              0       0.054526              0       0.013201              0       0.013201              0
      1936              0       0.031945              0       0.031945              0      0.0040606              0      0.0040606              0
      1937              0      0.0090818              0      0.0090818              0     -0.0051076              0     -0.0051076              0
      1938              0      -0.013834              0      -0.013834              0      -0.014209              0      -0.014209              0
      1939              0       -0.03657              0       -0.03657              0       -0.02315              0       -0.02315              0
      1940              0        -0.0589              0        -0.0589              0       -0.03184              0       -0.03184              0
      1941              0      -0.080598              0      -0.080598              0      -0.040189              0      -0.040189              0
      1942              0       -0.10145              0       -0.10145              0      -0.048112              0      -0.048112              0
      1943              0       -0.12124              0       -0.12124              0      -0.055529              0      -0.055529              0
      1944              0       -0.13978              0       -0.13978              0      -0.062365              0      -0.062365              0
      1945              0       -0.15688              0       -0.15688              0      -0.068549              0      -0.068549              0
      1946              0       -0.17238              0       -0.17238              0      -0.074021              0      -0.074021              0
      1947              0       -0.18612              0       -0.18612              0      -0.078725              0      -0.078725              0
      1948              0       -0.19796              0       -0.19796              0      -0.082613              0      -0.082613              0
      1949              0       -0.20779              0       -0.20779              0      -0.085649              0      -0.085649              0
      1950              0       -0.21552              0       -0.21552              0      -0.087801              0      -0.087801              0
      1951              0       -0.22108              0       -0.22108              0      -0.089051              0      -0.089051              0
      1952              0        -0.2244              0        -0.2244              0      -0.089386              0      -0.089386              0
      1953              0       -0.22547              0       -0.22547              0      -0.088805              0      -0.088805              0
      1954              0       -0.22427              0       -0.22427              0      -0.087316              0      -0.087316              0
      1955              0       -0.22084              0       -0.22084              0      -0.084936              0      -0.084936              0
      1956              0       -0.21519              0       -0.21519              0      -0.081691              0      -0.081691              0
      1957              0        -0.2074              0        -0.2074              0      -0.077617              0      -0.077617              0
      1958              0       -0.19756              0       -0.19756              0      -0.072757              0      -0.072757              0
      1959              0       -0.18576              0       -0.18576              0      -0.067164              0      -0.067164              0
      1960              0       -0.17212              0       -0.17212              0      -0.060895              0      -0.060895              0
      1961              0        -0.1568              0        -0.1568              0      -0.054017              0      -0.054017              0
      1962              0       -0.13994              0       -0.13994              0      -0.046602              0      -0.046602              0
      1963              0       -0.12173              0       -0.12173              0      -0.038728              0      -0.038728              0
      1964              0       -0.10235              0       -0.10235              0      -0.030477              0      -0.030477              0
      1965              0      -0.081989              0      -0.081989              0      -0.021934              0      -0.021934              0
      1966              0      -0.060866              0      -0.060866              0      -0.013188              0      -0.013188              0
      1967              0      -0.039191              0      -0.039191              0      -0.004329              0      -0.004329              0
      1968              0      -0.017186              0      -0.017186              0      0.0045509              0      0.0045509              0
      1969              0      0.0049289              0      0.0049289              0       0.013361              0       0.013361              0
      1970              0        0.02693              0        0.02693              0        0.02201              0        0.02201              0
      1971              0       0.048596              0       0.048596              0       0.030409              0       0.030409              0
      1972              0        0.06971              0        0.06971              0       0.038474              0       0.038474              0
      1973              0       0.090061              0       0.090061              0       0.046121              0       0.046121              0
      1974              0        0.10945              0        0.10945              0       0.053274              0       0.053274              0
      1975              0        0.12767              0        0.12767              0       0.059859              0       0.059859              0
      1976              0        0.14456              0        0.14456              0       0.065811              0       0.065811              0
      1977              0        0.15995              0        0.15995              0        0.07107              0        0.07107              0
      1978              0        0.17368              0        0.17368              0       0.075584              0       0.075584              0
      1979              0        0.18563              0        0.18563              0       0.079308              0       0.079308              0
      1980              0        0.19567              0        0.19567              0       0.082206              0       0.082206              0
      1981              0        0.20372              0        0.20372              0       0.084251              0       0.084251              0
      1982              0         0.2097              0         0.2097              0       0.085425              0       0.085425              0
      1983              0        0.21355              0        0.21355              0       0.085716              0       0.085716              0
      1984              0        0.21525              0        0.21525              0       0.085126              0       0.085126              0
      1985              0        0.21478              0        0.21478              0       0.083663              0       0.083663              0
      1986              0        0.21215              0        0.21215              0       0.081344              0       0.081344              0
      1987              0        0.20741              0        0.20741              0       0.078196              0       0.078196              0
      1988              0        0.20059              0        0.20059              0       0.074254              0       0.074254              0
      1989              0        0.19179              0        0.19179              0       0.069561              0       0.069561              0
      1990              0         0.1811              0         0.1811              0       0.064168              0       0.064168              0
      1991              0        0.16862              0        0.16862              0       0.058132              0       0.058132              0
      1992              0         0.1545              0         0.1545              0       0.051519              0       0.051519              0
      1993              0        0.13888              0        0.13888              0       0.044397              0       0.044397              0
      1994              0        0.12192              0        0.12192              0       0.036842              0       0.036842              0
      1995              0         0.1038              0         0.1038              0       0.028934              0       0.028934              0
      1996              0       0.084703              0       0.084703              0       0.020755              0       0.020755              0
      1997              0       0.064829              0       0.064829              0       0.012391              0       0.012391              0
      1998              0        0.04438              0        0.04438              0      0.0039284              0      0.0039284              0
      1999              0       0.023564              0       0.023564              0     -0.0045451              0     -0.0045451              0
      2000              0      0.0025919              0      0.0025919              0      -0.012942              0      -0.012942              0
      2001              0      -0.018324              0      -0.018324              0      -0.021175              0      -0.021175              0
      2002              0      -0.038974              0      -0.038974              0      -0.029161              0      -0.029161              0
      2003              0       -0.05915              0       -0.05915              0      -0.036817              0      -0.036817              0
      2004              0      -0.078652              0      -0.078652              0      -0.044066              0      -0.044066              0
      2005              0      -0.097284              0      -0.097284              0      -0.050834              0      -0.050834              0
      2006              0       -0.11486              0       -0.11486              0      -0.057053              0      -0.057053              0
      2007              0       -0.13122              0       -0.13122              0      -0.062661              0      -0.062661              0
      2008              0       -0.14618              0       -0.14618              0      -0.067601              0      -0.067601              0
      2009              0       -0.15962              0       -0.15962              0      -0.071826              0      -0.071826              0
      2010              0        -0.1714              0        -0.1714              0      -0.075294              0      -0.075294              0
      2011              0        -0.1814              0        -0.1814              0      -0.077971              0      -0.077971              0
      2012              0       -0.18954              0       -0.18954              0      -0.079834              0      -0.079834              0
      2013              0       -0.19574              0       -0.19574              0      -0.080865              0      -0.080865              0
      2014              0       -0.19995              0       -0.19995              0      -0.081058              0      -0.081058              0
      2015              0       -0.20213              0       -0.20213              0      -0.080414              0      -0.080414              0
      2016              0       -0.20226              0       -0.20226              0      -0.078942              0      -0.078942              0
      2017              0       -0.20037              0       -0.20037              0      -0.076661              0      -0.076661              0
      2018              0       -0.19647              0       -0.19647              0      -0.073597              0      -0.073597              0
      2019              0       -0.19061              0       -0.19061              0      -0.069785              0      -0.069785              0
      2020              0       -0.18286              0       -0.18286              0      -0.065268              0      -0.065268              0
      2021              0       -0.17331              0       -0.17331              0      -0.060096              0      -0.060096              0
      2022              0       -0.16206              0       -0.16206              0      -0.054323              0      -0.054323              0
      2023              0       -0.14923              0       -0.14923              0      -0.048013              0      -0.048013              0
      2024              0       -0.13496              0       -0.13496              0      -0.041233              0      -0.041233              0
      2025              0        -0.1194              0        -0.1194              0      -0.034055              0      -0.034055              0
      2026              0       -0.10271              0       -0.10271              0      -0.026555              0      -0.026555              0
      2027              0      -0.085069              0      -0.085069              0      -0.018812              0      -0.018812              0
      2028              0      -0.066655              0      -0.066655              0      -0.010908              0      -0.010908              0
      2029              0      -0.047657              0      -0.047657              0     -0.0029245              0     -0.0029245              0
      2030              0      -0.028271              0      -0.028271              0       0.005055              0       0.005055              0
      2031              0     -0.0086926              0     -0.0086926              0       0.012948              0       0.012948              0
      2032              0       0.010879              0       0.010879              0       0.020673              0       0.020673              0
      2033              0       0.030247              0       0.030247              0        0.02815              0        0.02815              0
      2034              0       0.049217              0       0.049217              0       0.035303              0       0.035303              0
      2035              0         0.0676              0         0.0676              0        0.04206              0        0.04206              0
      2036              0       0.085214              0       0.085214              0       0.048352              0       0.048352              0
      2037              0        0.10189              0        0.10189              0       0.054115              0       0.054115              0
      2038              0        0.11745              0        0.11745              0       0.059292              0       0.059292              0
      2039              0        0.13176              0        0.13176              0       0.063833              0       0.063833              0
      2040              0        0.14467              0        0.14467              0       0.067693              0       0.067693              0
      2041              0        0.15607              0        0.15607              0       0.070835              0       0.070835              0
      2042              0        0.16584              0        0.16584              0       0.073229              0       0.073229              0
      2043              0         0.1739              0         0.1739              0       0.074854              0       0.074854              0
      2044              0        0.18017              0        0.18017              0       0.075698              0       0.075698              0
      2045              0         0.1846              0         0.1846              0       0.075754              0       0.075754              0
      2046              0        0.18715              0        0.18715              0       0.075026              0       0.075026              0
      2047              0        0.18782              0        0.18782              0       0.073525              0       0.073525              0
      2048              0         0.1866              0         0.1866              0        0.07127              0        0.07127              0
      2049              0        0.18351              0        0.18351              0       0.068289              0       0.068289              0
      2050              0        0.17861              0        0.17861              0       0.064616              0       0.064616              0
      2051              0        0.17194              0        0.17194              0       0.060292              0       0.060292              0
      2052              0        0.16358              0        0.16358              0       0.055365              0       0.055365              0
      2053              0        0.15363              0        0.15363              0        0.04989              0        0.04989              0
      2054              0         0.1422              0         0.1422              0       0.043926              0       0.043926              0
      2055              0         0.1294              0         0.1294              0       0.037538              0       0.037538              0
      2056              0        0.11539              0        0.11539              0       0.030794              0       0.030794              0
      2057              0         0.1003              0         0.1003              0       0.023766              0       0.023766              0
      2058              0       0.084288              0       0.084288              0       0.016528              0       0.016528              0
      2059              0       0.067529              0       0.067529              0      0.0091575              0      0.0091575              0
      2060              0       0.050194              0       0.050194              0       0.001731              0       0.001731              0
      2061              0       0.032458              0       0.032458              0     -0.0056738              0     -0.0056738              0
      2062              0       0.014504              0       0.014504              0       -0.01298              0       -0.01298              0
      2063              0      -0.003487              0      -0.003487              0      -0.020112              0      -0.020112              0
      2064              0      -0.021334              0      -0.021334              0      -0.026997              0      -0.026997              0
      2065              0      -0.038858              0      -0.038858              0      -0.033564              0      -0.033564              0
      2066              0      -0.055886              0      -0.055886              0      -0.039746              0      -0.039746              0
      2067              0      -0.072249              0      -0.072249              0      -0.045482              0      -0.045482              0
      2068              0      -0.087787              0      -0.087787              0      -0.050715              0      -0.050715              0
      2069              0       -0.10235              0       -0.10235              0      -0.055392              0      -0.055392              0
      2070              0        -0.1158              0        -0.1158              0      -0.059467              0      -0.059467              0
      2071              0         -0.128              0         -0.128              0      -0.062903              0      -0.062903              0
      2072              0       -0.13884              0       -0.13884              0      -0.065666              0      -0.065666              0
      2073              0       -0.14823              0       -0.14823              0      -0.067732              0      -0.067732              0
      2074              0       -0.15608              0       -0.15608              0      -0.069084              0      -0.069084              0
      2075              0       -0.16231              0       -0.16231              0       -0.06971              0       -0.06971              0
      2076              0       -0.16688              0       -0.16688              0       -0.06961              0       -0.06961              0
      2077              0       -0.16976              0       -0.16976              0      -0.068788              0      -0.068788              0
      2078              0       -0.17092              0       -0.17092              0      -0.067257              0      -0.067257              0
      2079              0       -0.17037              0       -0.17037              0      -0.065038              0      -0.065038              0
      2080              0       -0.16812              0       -0.16812              0      -0.062157              0      -0.062157              0
      2081              0       -0.16421              0       -0.16421              0      -0.058649              0      -0.058649              0
      2082              0       -0.15869              0       -0.15869              0      -0.054555              0      -0.054555              0
      2083              0       -0.15163              0       -0.15163              0       -0.04992              0       -0.04992              0
      2084              0       -0.14311              0       -0.14311              0      -0.044796              0      -0.044796              0
      2085              0       -0.13322              0       -0.13322              0      -0.039241              0      -0.039241              0
      2086              0       -0.12208              0       -0.12208              0      -0.033314              0      -0.033314              0
      2087              0       -0.10981              0       -0.10981              0       -0.02708              0       -0.02708              0
      2088              0      -0.096529              0      -0.096529              0      -0.020606              0      -0.020606              0
      2089              0       -0.08239              0       -0.08239              0      -0.013962              0      -0.013962              0
      2090              0      -0.067539              0      -0.067539              0     -0.0072177              0     -0.0072177              0
      2091              0       -0.05213              0       -0.05213              0    -0.00044455              0    -0.00044455              0
      2092              0      -0.036321              0      -0.036321              0      0.0062865              0      0.0062865              0
      2093              0      -0.020275              0      -0.020275              0       0.012905              0       0.012905              0
      2094              0      -0.004154              0      -0.004154              0       0.019343              0       0.019343              0
      2095              0       0.011879              0       0.011879              0       0.025534              0       0.025534              0
      2096              0       0.027665              0       0.027665              0       0.031414              0       0.031414              0
      2097              0       0.043046              0       0.043046              0       0.036925              0       0.036925              0
      2098              0       0.057872              0       0.057872              0       0.042011              0       0.042011              0
      2099              0          0.072              0          0.072              0       0.046622              0       0.046622              0
      2100              0       0.085292              0       0.085292              0       0.050712              0       0.050712              0
