%        w           SY11           SY12           SY13           SY21           SY22           SY23           SY31           SY32           SY33
       671              0      -0.056459              0      -0.056459              0      -0.021781              0      -0.021781              0
       672              0      -0.056207              0      -0.056207              0      -0.022366              0      -0.022366              0
       673              0      -0.055379              0      -0.055379              0      -0.022721              0      -0.022721              0
       674              0      -0.053978              0      -0.053978              0      -0.022839              0      -0.022839              0
       675              0      -0.052012              0      -0.052012              0      -0.022716              0      -0.022716              0
       676              0      -0.049496              0      -0.049496              0      -0.022353              0      -0.022353              0
       677              0      -0.046448              0      -0.046448              0      -0.021749              0      -0.021749              0
       678              0      -0.042894              0      -0.042894              0       -0.02091              0       -0.02091              0
       679              0      -0.038867              0      -0.038867              0      -0.019842              0      -0.019842              0
       680              0      -0.034401              0      -0.034401              0      -0.018554              0      -0.018554              0
       681              0      -0.029539              0      -0.029539              0      -0.017057              0      -0.017057              0
       682              0      -0.024324              0      -0.024324              0      -0.015366              0      -0.015366              0
       683              0      -0.018808              0      -0.018808              0      -0.013496              0      -0.013496              0
       684              0      -0.013044              0      -0.013044              0      -0.011466              0      -0.011466              0
       685              0     -0.0070864              0     -0.0070864              0     -0.0092949              0     -0.0092949              0
       686              0    -0.00099564              0    -0.00099564              0     -0.0070048              0     -0.0070048              0
       687              0       0.005168              0       0.005168              0     -0.0046185              0     -0.0046185              0
       688              0       0.011342              0       0.011342              0     -0.0021605              0     -0.0021605              0
       689              0       0.017465              0       0.017465              0     0.00034408              0     0.00034408              0
       690              0       0.023472              0       0.023472              0      0.0028693              0      0.0028693              0
       691              0       0.029302              0       0.029302              0      0.0053887              0      0.0053887              0
       692              0       0.034893              0       0.034893              0      0.0078758              0      0.0078758              0
       693              0       0.040186              0       0.040186              0       0.010304              0       0.010304              0
       694              0       0.045125              0       0.045125              0       0.012647              0       0.012647              0
       695              0       0.049655              0       0.049655              0        0.01488              0        0.01488              0
       696              0       0.053727              0       0.053727              0       0.016979              0       0.016979              0
       697              0       0.057294              0       0.057294              0       0.018919              0       0.018919              0
       698              0       0.060316              0       0.060316              0       0.020679              0       0.020679              0
       699              0       0.062756              0       0.062756              0       0.022239              0       0.022239              0
       700              0       0.064583              0       0.064583              0       0.023581              0       0.023581              0
       701              0       0.065775              0       0.065775              0       0.024688              0       0.024688              0
       702              0       0.066311              0       0.066311              0       0.025548              0       0.025548              0
       703              0       0.066182              0       0.066182              0       0.026148              0       0.026148              0
       704              0       0.065381              0       0.065381              0       0.026481              0       0.026481              0
       705              0        0.06391              0        0.06391              0        0.02654              0        0.02654              0
       706              0       0.061779              0       0.061779              0       0.026322              0       0.026322              0
       707              0       0.059002              0       0.059002              0       0.025827              0       0.025827              0
       708              0       0.055602              0       0.055602              0       0.025058              0       0.025058              0
       709              0       0.051608              0       0.051608              0       0.024021              0       0.024021              0
       710              0       0.047054              0       0.047054              0       0.022724              0       0.022724              0
       711              0       0.041983              0       0.041983              0       0.021178              0       0.021178              0
       712              0        0.03644              0        0.03644              0       0.019397              0       0.019397              0
       713              0       0.030477              0       0.030477              0       0.017399              0       0.017399              0
       714              0       0.024152              0       0.024152              0       0.015201              0       0.015201              0
       715              0       0.017525              0       0.017525              0       0.012825              0       0.012825              0
       716              0        0.01066              0        0.01066              0       0.010296              0       0.010296              0
       717              0      0.0036259              0      0.0036259              0      0.0076362              0      0.0076362              0
       718              0     -0.0035086              0     -0.0035086              0      0.0048742              0      0.0048742              0
       719              0      -0.010672              0      -0.010672              0      0.0020374              0      0.0020374              0
       720              0      -0.017791              0      -0.017791              0    -0.00084518              0    -0.00084518              0
       721              0      -0.024795              0      -0.024795              0     -0.0037439              0     -0.0037439              0
       722              0      -0.031611              0      -0.031611              0     -0.0066288              0     -0.0066288              0
       723              0      -0.038167              0      -0.038167              0     -0.0094695              0     -0.0094695              0
       724              0      -0.044397              0      -0.044397              0      -0.012236              0      -0.012236              0
       725              0      -0.050234              0      -0.050234              0        -0.0149              0        -0.0149              0
       726              0      -0.055616              0      -0.055616              0      -0.017431              0      -0.017431              0
       727              0      -0.060483              0      -0.060483              0      -0.019803              0      -0.019803              0
       728              0      -0.064784              0      -0.064784              0      -0.021989              0      -0.021989              0
       729              0       -0.06847              0       -0.06847              0      -0.023967              0      -0.023967              0
       730              0      -0.071498              0      -0.071498              0      -0.025712              0      -0.025712              0
       731              0      -0.073832              0      -0.073832              0      -0.027206              0      -0.027206              0
       732              0      -0.075444              0      -0.075444              0       -0.02843              0       -0.02843              0
       733              0       -0.07631              0       -0.07631              0      -0.029371              0      -0.029371              0
       734              0      -0.076418              0      -0.076418              0      -0.030015              0      -0.030015              0
       735              0      -0.075758              0      -0.075758              0      -0.030355              0      -0.030355              0
       736              0      -0.074332              0      -0.074332              0      -0.030384              0      -0.030384              0
       737              0      -0.072149              0      -0.072149              0      -0.030099              0      -0.030099              0
       738              0      -0.069224              0      -0.069224              0      -0.029502              0      -0.029502              0
       739              0      -0.065582              0      -0.065582              0      -0.028596              0      -0.028596              0
       740              0      -0.061253              0      -0.061253              0      -0.027388              0      -0.027388              0
       741              0      -0.056276              0      -0.056276              0      -0.025888              0      -0.025888              0
       742              0      -0.050696              0      -0.050696              0       -0.02411              0       -0.02411              0
       743              0      -0.044566              0      -0.044566              0       -0.02207              0       -0.02207              0
       744              0      -0.037942              0      -0.037942              0      -0.019788              0      -0.019788              0
       745              0      -0.030889              0      -0.030889              0      -0.017285              0      -0.017285              0
       746              0      -0.023474              0      -0.023474              0      -0.014585              0      -0.014585              0
       747              0       -0.01577              0       -0.01577              0      -0.011716              0      -0.011716              0
       748              0     -0.0078512              0     -0.0078512              0     -0.0087059              0     -0.0087059              0
       749              0     0.00020288              0     0.00020288              0     -0.0055843              0     -0.0055843              0
       750              0      0.0083121              0      0.0083121              0     -0.0023831              0     -0.0023831              0
       751              0       0.016395              0       0.016395              0     0.00086503              0     0.00086503              0
       752              0        0.02437              0        0.02437              0       0.004127              0       0.004127              0
       753              0       0.032156              0       0.032156              0       0.007369              0       0.007369              0
       754              0       0.039673              0       0.039673              0       0.010557              0       0.010557              0
       755              0       0.046842              0       0.046842              0       0.013659              0       0.013659              0
       756              0        0.05359              0        0.05359              0       0.016641              0       0.016641              0
       757              0       0.059846              0       0.059846              0       0.019472              0       0.019472              0
       758              0       0.065543              0       0.065543              0       0.022121              0       0.022121              0
       759              0       0.070619              0       0.070619              0       0.024561              0       0.024561              0
       760              0       0.075019              0       0.075019              0       0.026763              0       0.026763              0
       761              0       0.078696              0       0.078696              0       0.028705              0       0.028705              0
       762              0       0.081605              0       0.081605              0       0.030364              0       0.030364              0
       763              0       0.083714              0       0.083714              0       0.031722              0       0.031722              0
       764              0       0.084995              0       0.084995              0       0.032762              0       0.032762              0
       765              0       0.085431              0       0.085431              0       0.033472              0       0.033472              0
       766              0       0.085012              0       0.085012              0       0.033841              0       0.033841              0
       767              0       0.083736              0       0.083736              0       0.033866              0       0.033866              0
       768              0       0.081611              0       0.081611              0       0.033542              0       0.033542              0
       769              0       0.078653              0       0.078653              0       0.032871              0       0.032871              0
       770              0       0.074886              0       0.074886              0       0.031859              0       0.031859              0
       771              0       0.070344              0       0.070344              0       0.030512              0       0.030512              0
       772              0       0.065068              0       0.065068              0       0.028844              0       0.028844              0
       773              0       0.059107              0       0.059107              0        0.02687              0        0.02687              0
       774              0       0.052516              0       0.052516              0       0.024607              0       0.024607              0
       775              0       0.045359              0       0.045359              0       0.022078              0       0.022078              0
       776              0       0.037704              0       0.037704              0       0.019308              0       0.019308              0
       777              0       0.029625              0       0.029625              0       0.016323              0       0.016323              0
       778              0       0.021203              0       0.021203              0       0.013153              0       0.013153              0
       779              0       0.012519              0       0.012519              0      0.0098294              0      0.0098294              0
       780              0        0.00366              0        0.00366              0      0.0063863              0      0.0063863              0
       781              0     -0.0052853              0     -0.0052853              0      0.0028581              0      0.0028581              0
       782              0      -0.014227              0      -0.014227              0    -0.00071908              0    -0.00071908              0
       783              0      -0.023075              0      -0.023075              0     -0.0043087              0     -0.0043087              0
       784              0       -0.03174              0       -0.03174              0     -0.0078736              0     -0.0078736              0
       785              0      -0.040132              0      -0.040132              0      -0.011377              0      -0.011377              0
       786              0      -0.048166              0      -0.048166              0      -0.014782              0      -0.014782              0
       787              0      -0.055757              0      -0.055757              0      -0.018054              0      -0.018054              0
       788              0      -0.062828              0      -0.062828              0      -0.021158              0      -0.021158              0
       789              0      -0.069302              0      -0.069302              0       -0.02406              0       -0.02406              0
       790              0      -0.075113              0      -0.075113              0       -0.02673              0       -0.02673              0
       791              0      -0.080197              0      -0.080197              0      -0.029139              0      -0.029139              0
       792              0      -0.084499              0      -0.084499              0       -0.03126              0       -0.03126              0
       793              0      -0.087972              0      -0.087972              0      -0.033071              0      -0.033071              0
       794              0      -0.090575              0      -0.090575              0       -0.03455              0       -0.03455              0
       795              0      -0.092278              0      -0.092278              0      -0.035682              0      -0.035682              0
       796              0      -0.093058              0      -0.093058              0      -0.036452              0      -0.036452              0
       797              0      -0.092903              0      -0.092903              0       -0.03685              0       -0.03685              0
       798              0       -0.09181              0       -0.09181              0      -0.036871              0      -0.036871              0
       799              0      -0.089785              0      -0.089785              0      -0.036513              0      -0.036513              0
       800              0      -0.086843              0      -0.086843              0      -0.035776              0      -0.035776              0
       801              0      -0.083009              0      -0.083009              0      -0.034667              0      -0.034667              0
       802              0      -0.078317              0      -0.078317              0      -0.033196              0      -0.033196              0
       803              0      -0.072811              0      -0.072811              0      -0.031375              0      -0.031375              0
       804              0      -0.066542              0      -0.066542              0      -0.029222              0      -0.029222              0
       805              0       -0.05957              0       -0.05957              0      -0.026757              0      -0.026757              0
       806              0      -0.051961              0      -0.051961              0      -0.024005              0      -0.024005              0
       807              0       -0.04379              0       -0.04379              0      -0.020992              0      -0.020992              0
       808              0      -0.035136              0      -0.035136              0      -0.017748              0      -0.017748              0
       809              0      -0.026084              0      -0.026084              0      -0.014305              0      -0.014305              0
       810              0      -0.016725              0      -0.016725              0      -0.010698              0      -0.010698              0
       811              0     -0.0071506              0     -0.0071506              0     -0.0069636              0     -0.0069636              0
       812              0      0.0025424              0      0.0025424              0     -0.0031396              0     -0.0031396              0
       813              0       0.012257              0       0.012257              0     0.00073503              0     0.00073503              0
       814              0       0.021894              0       0.021894              0      0.0046205              0      0.0046205              0
       815              0       0.031356              0       0.031356              0      0.0084768              0      0.0084768              0
       816              0       0.040547              0       0.040547              0       0.012264              0       0.012264              0
       817              0       0.049372              0       0.049372              0       0.015943              0       0.015943              0
       818              0        0.05774              0        0.05774              0       0.019474              0       0.019474              0
       819              0       0.065564              0       0.065564              0       0.022821              0       0.022821              0
       820              0       0.072763              0       0.072763              0       0.025949              0       0.025949              0
       821              0        0.07926              0        0.07926              0       0.028824              0       0.028824              0
       822              0       0.084986              0       0.084986              0       0.031415              0       0.031415              0
       823              0       0.089881              0       0.089881              0       0.033694              0       0.033694              0
       824              0       0.093889              0       0.093889              0       0.035637              0       0.035637              0
       825              0       0.096968              0       0.096968              0       0.037221              0       0.037221              0
       826              0       0.099081              0       0.099081              0        0.03843              0        0.03843              0
       827              0         0.1002              0         0.1002              0       0.039247              0       0.039247              0
       828              0        0.10032              0        0.10032              0       0.039664              0       0.039664              0
       829              0       0.099416              0       0.099416              0       0.039675              0       0.039675              0
       830              0       0.097507              0       0.097507              0       0.039277              0       0.039277              0
       831              0       0.094605              0       0.094605              0       0.038472              0       0.038472              0
       832              0       0.090734              0       0.090734              0       0.037268              0       0.037268              0
       833              0       0.085928              0       0.085928              0       0.035674              0       0.035674              0
       834              0       0.080233              0       0.080233              0       0.033707              0       0.033707              0
       835              0       0.073701              0       0.073701              0       0.031383              0       0.031383              0
       836              0       0.066396              0       0.066396              0       0.028726              0       0.028726              0
       837              0       0.058388              0       0.058388              0       0.025762              0       0.025762              0
       838              0       0.049754              0       0.049754              0        0.02252              0        0.02252              0
       839              0        0.04058              0        0.04058              0       0.019032              0       0.019032              0
       840              0       0.030956              0       0.030956              0       0.015333              0       0.015333              0
       841              0       0.020977              0       0.020977              0        0.01146              0        0.01146              0
       842              0       0.010743              0       0.010743              0      0.0074531              0      0.0074531              0
       843              0     0.00035606              0     0.00035606              0      0.0033523              0      0.0033523              0
       844              0      -0.010079              0      -0.010079              0    -0.00080044              0    -0.00080044              0
       845              0      -0.020458              0      -0.020458              0     -0.0049624              0     -0.0049624              0
       846              0      -0.030675              0      -0.030675              0     -0.0090909              0     -0.0090909              0
       847              0      -0.040625              0      -0.040625              0      -0.013143              0      -0.013143              0
       848              0      -0.050208              0      -0.050208              0      -0.017077              0      -0.017077              0
       849              0      -0.059325              0      -0.059325              0      -0.020852              0      -0.020852              0
       850              0      -0.067881              0      -0.067881              0      -0.024428              0      -0.024428              0
       851              0      -0.075789              0      -0.075789              0      -0.027767              0      -0.027767              0
       852              0      -0.082966              0      -0.082966              0      -0.030835              0      -0.030835              0
       853              0      -0.089335              0      -0.089335              0      -0.033598              0      -0.033598              0
       854              0       -0.09483              0       -0.09483              0      -0.036027              0      -0.036027              0
       855              0      -0.099392              0      -0.099392              0      -0.038096              0      -0.038096              0
       856              0       -0.10297              0       -0.10297              0      -0.039782              0      -0.039782              0
       857              0       -0.10553              0       -0.10553              0      -0.041066              0      -0.041066              0
       858              0       -0.10703              0       -0.10703              0      -0.041933              0      -0.041933              0
       859              0       -0.10746              0       -0.10746              0      -0.042374              0      -0.042374              0
       860              0       -0.10681              0       -0.10681              0      -0.042381              0      -0.042381              0
       861              0       -0.10508              0       -0.10508              0      -0.041953              0      -0.041953              0
       862              0       -0.10229              0       -0.10229              0      -0.041093              0      -0.041093              0
       863              0      -0.098456              0      -0.098456              0      -0.039808              0      -0.039808              0
       864              0      -0.093617              0      -0.093617              0       -0.03811              0       -0.03811              0
       865              0      -0.087819              0      -0.087819              0      -0.036014              0      -0.036014              0
       866              0      -0.081115              0      -0.081115              0      -0.033542              0      -0.033542              0
       867              0       -0.07357              0       -0.07357              0      -0.030716              0      -0.030716              0
       868              0      -0.065257              0      -0.065257              0      -0.027565              0      -0.027565              0
       869              0      -0.056258              0      -0.056258              0       -0.02412              0       -0.02412              0
       870              0       -0.04666              0       -0.04666              0      -0.020416              0      -0.020416              0
       871              0      -0.036559              0      -0.036559              0      -0.016489              0      -0.016489              0
       872              0      -0.026055              0      -0.026055              0      -0.012379              0      -0.012379              0
       873              0      -0.015252              0      -0.015252              0     -0.0081281              0     -0.0081281              0
       874              0     -0.0042589              0     -0.0042589              0     -0.0037791              0     -0.0037791              0
       875              0      0.0068148              0      0.0068148              0     0.00062358              0     0.00062358              0
       876              0       0.017858              0       0.017858              0      0.0050348              0      0.0050348              0
       877              0       0.028758              0       0.028758              0      0.0094094              0      0.0094094              0
       878              0       0.039405              0       0.039405              0       0.013702              0       0.013702              0
       879              0       0.049691              0       0.049691              0       0.017869              0       0.017869              0
       880              0       0.059511              0       0.059511              0       0.021866              0       0.021866              0
       881              0       0.068765              0       0.068765              0       0.025652              0       0.025652              0
       882              0       0.077357              0       0.077357              0       0.029188              0       0.029188              0
       883              0       0.085199              0       0.085199              0       0.032437              0       0.032437              0
       884              0       0.092209              0       0.092209              0       0.035363              0       0.035363              0
       885              0       0.098314              0       0.098314              0       0.037937              0       0.037937              0
       886              0        0.10345              0        0.10345              0        0.04013              0        0.04013              0
       887              0        0.10756              0        0.10756              0       0.041919              0       0.041919              0
       888              0        0.11061              0        0.11061              0       0.043284              0       0.043284              0
       889              0        0.11255              0        0.11255              0       0.044211              0       0.044211              0
       890              0        0.11337              0        0.11337              0       0.044688              0       0.044688              0
       891              0        0.11305              0        0.11305              0       0.044709              0       0.044709              0
       892              0        0.11159              0        0.11159              0       0.044273              0       0.044273              0
       893              0        0.10901              0        0.10901              0       0.043382              0       0.043382              0
       894              0        0.10533              0        0.10533              0       0.042046              0       0.042046              0
       895              0        0.10058              0        0.10058              0       0.040275              0       0.040275              0
       896              0       0.094809              0       0.094809              0       0.038087              0       0.038087              0
       897              0        0.08807              0        0.08807              0       0.035504              0       0.035504              0
       898              0       0.080429              0       0.080429              0       0.032551              0       0.032551              0
       899              0       0.071961              0       0.071961              0       0.029257              0       0.029257              0
       900              0       0.062749              0       0.062749              0       0.025656              0       0.025656              0
       901              0       0.052885              0       0.052885              0       0.021782              0       0.021782              0
       902              0       0.042465              0       0.042465              0       0.017676              0       0.017676              0
       903              0       0.031593              0       0.031593              0       0.013379              0       0.013379              0
       904              0       0.020379              0       0.020379              0      0.0089347              0      0.0089347              0
       905              0      0.0089334              0      0.0089334              0       0.004388              0       0.004388              0
       906              0     -0.0026279              0     -0.0026279              0    -0.00021462              0    -0.00021462              0
       907              0      -0.014189              0      -0.014189              0     -0.0048259              0     -0.0048259              0
       908              0      -0.025633              0      -0.025633              0     -0.0093987              0     -0.0093987              0
       909              0      -0.036845              0      -0.036845              0      -0.013886              0      -0.013886              0
       910              0      -0.047711              0      -0.047711              0      -0.018241              0      -0.018241              0
       911              0      -0.058121              0      -0.058121              0       -0.02242              0       -0.02242              0
       912              0      -0.067969              0      -0.067969              0      -0.026378              0      -0.026378              0
       913              0      -0.077155              0      -0.077155              0      -0.030076              0      -0.030076              0
       914              0      -0.085584              0      -0.085584              0      -0.033473              0      -0.033473              0
       915              0       -0.09317              0       -0.09317              0      -0.036535              0      -0.036535              0
       916              0      -0.099834              0      -0.099834              0      -0.039231              0      -0.039231              0
       917              0       -0.10551              0       -0.10551              0       -0.04153              0       -0.04153              0
       918              0       -0.11013              0       -0.11013              0      -0.043409              0      -0.043409              0
       919              0       -0.11366              0       -0.11366              0      -0.044848              0      -0.044848              0
       920              0       -0.11605              0       -0.11605              0       -0.04583              0       -0.04583              0
       921              0       -0.11728              0       -0.11728              0      -0.046346              0      -0.046346              0
       922              0       -0.11733              0       -0.11733              0      -0.046388              0      -0.046388              0
       923              0       -0.11621              0       -0.11621              0      -0.045956              0      -0.045956              0
       924              0       -0.11391              0       -0.11391              0      -0.045053              0      -0.045053              0
       925              0       -0.11046              0       -0.11046              0      -0.043687              0      -0.043687              0
       926              0        -0.1059              0        -0.1059              0      -0.041872              0      -0.041872              0
       927              0       -0.10027              0       -0.10027              0      -0.039625              0      -0.039625              0
       928              0      -0.093613              0      -0.093613              0      -0.036969              0      -0.036969              0
       929              0      -0.086009              0      -0.086009              0      -0.033929              0      -0.033929              0
       930              0      -0.077528              0      -0.077528              0      -0.030537              0      -0.030537              0
       931              0      -0.068254              0      -0.068254              0      -0.026827              0      -0.026827              0
       932              0      -0.058279              0      -0.058279              0      -0.022836              0      -0.022836              0
       933              0      -0.047704              0      -0.047704              0      -0.018605              0      -0.018605              0
       934              0      -0.036633              0      -0.036633              0      -0.014177              0      -0.014177              0
       935              0      -0.025177              0      -0.025177              0     -0.0095972              0     -0.0095972              0
       936              0      -0.013452              0      -0.013452              0     -0.0049117              0     -0.0049117              0
       937              0     -0.0015751              0     -0.0015751              0    -0.00016894              0    -0.00016894              0
       938              0       0.010334              0       0.010334              0      0.0045826              0      0.0045826              0
       939              0       0.022155              0       0.022155              0      0.0092942              0      0.0092942              0
       940              0       0.033769              0       0.033769              0       0.013917              0       0.013917              0
       941              0       0.045058              0       0.045058              0       0.018405              0       0.018405              0
       942              0       0.055909              0       0.055909              0       0.022709              0       0.022709              0
       943              0        0.06621              0        0.06621              0       0.026788              0       0.026788              0
       944              0       0.075858              0       0.075858              0       0.030597              0       0.030597              0
       945              0       0.084754              0       0.084754              0       0.034098              0       0.034098              0
       946              0       0.092807              0       0.092807              0       0.037254              0       0.037254              0
       947              0       0.099936              0       0.099936              0       0.040033              0       0.040033              0
       948              0        0.10607              0        0.10607              0       0.042405              0       0.042405              0
       949              0        0.11114              0        0.11114              0       0.044346              0       0.044346              0
       950              0         0.1151              0         0.1151              0       0.045834              0       0.045834              0
       951              0         0.1179              0         0.1179              0       0.046855              0       0.046855              0
       952              0        0.11952              0        0.11952              0       0.047397              0       0.047397              0
       953              0        0.11994              0        0.11994              0       0.047455              0       0.047455              0
       954              0        0.11915              0        0.11915              0       0.047026              0       0.047026              0
       955              0        0.11716              0        0.11716              0       0.046114              0       0.046114              0
       956              0        0.11399              0        0.11399              0        0.04473              0        0.04473              0
       957              0        0.10967              0        0.10967              0       0.042886              0       0.042886              0
       958              0        0.10424              0        0.10424              0         0.0406              0         0.0406              0
       959              0       0.097756              0       0.097756              0       0.037896              0       0.037896              0
       960              0       0.090283              0       0.090283              0       0.034802              0       0.034802              0
       961              0       0.081895              0       0.081895              0       0.031347              0       0.031347              0
       962              0       0.072675              0       0.072675              0       0.027569              0       0.027569              0
       963              0       0.062716              0       0.062716              0       0.023504              0       0.023504              0
       964              0       0.052118              0       0.052118              0       0.019195              0       0.019195              0
       965              0       0.040987              0       0.040987              0       0.014686              0       0.014686              0
       966              0       0.029434              0       0.029434              0       0.010023              0       0.010023              0
       967              0       0.017577              0       0.017577              0      0.0052527              0      0.0052527              0
       968              0      0.0055339              0      0.0055339              0      0.0004251              0      0.0004251              0
       969              0     -0.0065731              0     -0.0065731              0     -0.0044105              0     -0.0044105              0
       970              0      -0.018622              0      -0.018622              0     -0.0092045              0     -0.0092045              0
       971              0      -0.030492              0      -0.030492              0      -0.013908              0      -0.013908              0
       972              0      -0.042062              0      -0.042062              0      -0.018471              0      -0.018471              0
       973              0      -0.053217              0      -0.053217              0      -0.022849              0      -0.022849              0
       974              0      -0.063842              0      -0.063842              0      -0.026995              0      -0.026995              0
       975              0      -0.073831              0      -0.073831              0      -0.030868              0      -0.030868              0
       976              0      -0.083083              0      -0.083083              0      -0.034426              0      -0.034426              0
       977              0      -0.091503              0      -0.091503              0      -0.037634              0      -0.037634              0
       978              0      -0.099008              0      -0.099008              0      -0.040457              0      -0.040457              0
       979              0       -0.10552              0       -0.10552              0      -0.042868              0      -0.042868              0
