%        w            U11            U12            U13            U21            U22            U23            U31            U32            U33
      1196     3.1752e-11              0    -1.6349e-11              0     3.0207e-10              0     1.3736e-10              0      1.225e-10
      1197     4.7885e-11              0    -6.3988e-12              0     3.2695e-10              0     1.1874e-10              0     1.2822e-10
      1198     6.4235e-11              0     3.9416e-12              0     3.4828e-10              0     9.9234e-11              0     1.3263e-10
      1199     8.0676e-11              0     1.4581e-11              0     3.6588e-10              0     7.9056e-11              0     1.3571e-10
      1200      9.708e-11              0     2.5424e-11              0     3.7962e-10              0     5.8442e-11              0     1.3749e-10
      1201     1.1332e-10              0     3.6372e-11              0      3.894e-10              0     3.7626e-11              0     1.3801e-10
      1202     1.2926e-10              0     4.7323e-11              0     3.9516e-10              0     1.6842e-11              0      1.373e-10
      1203     1.4477e-10              0     5.8175e-11              0     3.9689e-10              0    -3.6762e-12             -0     1.3543e-10
      1204     1.5973e-10              0     6.8824e-11              0     3.9461e-10              0    -2.3702e-11             -0     1.3246e-10
      1205     1.7401e-10              0     7.9169e-11              0      3.884e-10              0    -4.3013e-11             -0     1.2846e-10
      1206     1.8749e-10              0     8.9109e-11              0     3.7834e-10              0    -6.1397e-11             -0     1.2352e-10
      1207     2.0005e-10              0     9.8547e-11              0      3.646e-10              0    -7.8655e-11             -0     1.1774e-10
      1208     2.1159e-10              0     1.0739e-10              0     3.4735e-10              0    -9.4599e-11             -0     1.1119e-10
      1209     2.2201e-10              0     1.1555e-10              0      3.268e-10              0    -1.0906e-10             -0     1.0399e-10
      1210     2.3121e-10              0     1.2294e-10              0      3.032e-10              0    -1.2188e-10             -0     9.6245e-11
      1211      2.391e-10              0     1.2949e-10              0     2.7682e-10              0    -1.3292e-10             -0     8.8048e-11
      1212     2.4563e-10              0     1.3513e-10              0     2.4797e-10              0    -1.4207e-10             -0     7.9509e-11
      1213     2.5072e-10              0      1.398e-10              0     2.1696e-10              0    -1.4925e-10             -0     7.0732e-11
      1214     2.5432e-10              0     1.4345e-10              0     1.8414e-10              0    -1.5437e-10             -0     6.1817e-11
      1215     2.5639e-10              0     1.4605e-10              0     1.4985e-10              0    -1.5738e-10             -0     5.2863e-11
      1216     2.5691e-10              0     1.4755e-10              0     1.1447e-10              0    -1.5828e-10             -0     4.3963e-11
      1217     2.5587e-10              0     1.4793e-10              0     7.8357e-11              0    -1.5705e-10             -0     3.5207e-11
      1218     2.5325e-10              0      1.472e-10              0     4.1897e-11              0    -1.5373e-10             -0     2.6675e-11
      1219     2.4908e-10              0     1.4535e-10              0     5.4593e-12              0    -1.4835e-10             -0     1.8443e-11
      1220     2.4337e-10              0     1.4239e-10              0    -3.0585e-11              0    -1.4099e-10             -0     1.0578e-11
      1221     2.3616e-10              0     1.3834e-10              0    -6.5875e-11              0    -1.3175e-10             -0     3.1384e-12
      1222      2.275e-10              0     1.3323e-10              0    -1.0006e-10              0    -1.2074e-10             -0    -3.8249e-12
      1223     2.1745e-10              0     1.2711e-10              0    -1.3281e-10              0    -1.0809e-10             -0    -1.0271e-11
      1224     2.0608e-10              0     1.2003e-10              0    -1.6381e-10              0    -9.3951e-11             -0    -1.6167e-11
      1225     1.9347e-10              0     1.1206e-10              0    -1.9277e-10              0    -7.8501e-11             -0     -2.149e-11
      1226      1.797e-10              0     1.0325e-10              0    -2.1942e-10              0    -6.1922e-11             -0    -2.6225e-11
      1227     1.6488e-10              0     9.3685e-11              0    -2.4351e-10              0    -4.4412e-11             -0    -3.0369e-11
      1228     1.4912e-10              0     8.3454e-11              0    -2.6483e-10              0    -2.6178e-11             -0    -3.3922e-11
      1229     1.3252e-10              0     7.2643e-11              0    -2.8321e-10              0    -7.4385e-12             -0    -3.6897e-11
      1230     1.1521e-10              0     6.1348e-11              0     -2.985e-10              0     1.1584e-11              0    -3.9312e-11
      1231     9.7302e-11              0     4.9666e-11              0    -3.1058e-10              0     3.0662e-11              0    -4.1192e-11
      1232     7.8934e-11              0       3.77e-11              0    -3.1936e-10              0     4.9567e-11              0    -4.2568e-11
      1233     6.0231e-11              0     2.5554e-11              0    -3.2482e-10              0     6.8073e-11              0    -4.3478e-11
      1234     4.1323e-11              0     1.3332e-11              0    -3.2692e-10              0     8.5956e-11              0    -4.3962e-11
      1235     2.2342e-11              0     1.1387e-12              0    -3.2571e-10              0       1.03e-10              0    -4.4065e-11
      1236     3.4159e-12              0    -1.0922e-11              0    -3.2123e-10              0       1.19e-10              0    -4.3835e-11
      1237    -1.5327e-11              0     -2.275e-11              0    -3.1357e-10              0     1.3374e-10              0    -4.3321e-11
      1238    -3.3765e-11              0    -3.4247e-11              0    -3.0287e-10              0     1.4706e-10              0    -4.2575e-11
      1239    -5.1776e-11              0     -4.532e-11              0    -2.8926e-10              0     1.5878e-10              0    -4.1645e-11
      1240    -6.9249e-11              0    -5.5881e-11              0    -2.7293e-10              0     1.6875e-10              0    -4.0582e-11
      1241    -8.6075e-11              0    -6.5848e-11              0    -2.5408e-10              0     1.7683e-10              0    -3.9433e-11
      1242    -1.0215e-10              0    -7.5145e-11              0    -2.3295e-10              0      1.829e-10              0    -3.8244e-11
      1243    -1.1739e-10              0    -8.3705e-11              0    -2.0977e-10              0     1.8689e-10              0    -3.7058e-11
      1244    -1.3171e-10              0    -9.1469e-11              0    -1.8481e-10              0     1.8871e-10              0    -3.5911e-11
      1245    -1.4503e-10              0    -9.8386e-11              0    -1.5836e-10              0     1.8832e-10              0    -3.4839e-11
      1246    -1.5729e-10              0    -1.0441e-10              0     -1.307e-10              0     1.8571e-10              0    -3.3869e-11
      1247    -1.6843e-10              0    -1.0952e-10              0    -1.0214e-10              0     1.8086e-10              0    -3.3027e-11
      1248    -1.7842e-10              0    -1.1369e-10              0    -7.2975e-11              0     1.7381e-10              0    -3.2328e-11
      1249    -1.8721e-10              0    -1.1689e-10              0    -4.3514e-11              0      1.646e-10              0    -3.1786e-11
      1250    -1.9479e-10              0    -1.1914e-10              0    -1.4061e-11              0     1.5332e-10              0    -3.1406e-11
      1251    -2.0114e-10             -0    -1.2044e-10             -0     1.5084e-11              0     1.4005e-10              0    -3.1189e-11
      1252    -2.0626e-10             -0    -1.2081e-10             -0     4.3629e-11              0     1.2493e-10              0    -3.1128e-11
      1253    -2.1017e-10             -0    -1.2026e-10             -0     7.1293e-11              0     1.0808e-10              0    -3.1212e-11
      1254    -2.1287e-10             -0    -1.1884e-10             -0     9.7808e-11              0     8.9665e-11              0    -3.1424e-11
      1255    -2.1441e-10             -0    -1.1658e-10             -0     1.2292e-10              0      6.987e-11              0    -3.1743e-11
      1256    -2.1481e-10             -0    -1.1354e-10             -0      1.464e-10              0     4.8885e-11              0    -3.2142e-11
      1257    -2.1412e-10             -0    -1.0978e-10             -0     1.6804e-10              0     2.6918e-11              0     -3.259e-11
      1258     -2.124e-10             -0    -1.0535e-10             -0     1.8764e-10              0     4.1894e-12              0    -3.3055e-11
      1259     -2.097e-10             -0    -1.0033e-10             -0     2.0503e-10              0     -1.907e-11             -0      -3.35e-11
      1260    -2.0609e-10             -0    -9.4785e-11             -0     2.2009e-10              0    -4.2624e-11             -0    -3.3886e-11
      1261    -2.0165e-10             -0    -8.8796e-11             -0     2.3268e-10              0     -6.623e-11             -0    -3.4174e-11
      1262    -1.9644e-10             -0    -8.2442e-11             -0     2.4273e-10              0    -8.9642e-11             -0    -3.4326e-11
      1263    -1.9055e-10             -0    -7.5803e-11             -0     2.5018e-10              0    -1.1262e-10             -0      -3.43e-11
      1264    -1.8406e-10             -0    -6.8961e-11             -0       2.55e-10              0    -1.3491e-10             -0     -3.406e-11
      1265    -1.7704e-10             -0    -6.1997e-11             -0     2.5718e-10              0    -1.5629e-10             -0    -3.3569e-11
      1266    -1.6959e-10             -0    -5.4993e-11             -0     2.5675e-10              0    -1.7652e-10             -0    -3.2795e-11
      1267    -1.6178e-10             -0    -4.8024e-11             -0     2.5376e-10              0    -1.9539e-10             -0    -3.1707e-11
      1268    -1.5369e-10             -0    -4.1168e-11             -0     2.4828e-10              0    -2.1269e-10             -0     -3.028e-11
      1269     -1.454e-10             -0    -3.4494e-11             -0     2.4042e-10              0    -2.2823e-10             -0    -2.8494e-11
      1270    -1.3699e-10             -0     -2.807e-11             -0      2.303e-10              0    -2.4183e-10             -0    -2.6333e-11
      1271    -1.2853e-10             -0    -2.1955e-11             -0     2.1807e-10              0    -2.5333e-10             -0    -2.3788e-11
      1272    -1.2008e-10             -0    -1.6206e-11             -0     2.0389e-10              0     -2.626e-10             -0    -2.0857e-11
      1273    -1.1171e-10             -0     -1.087e-11             -0     1.8793e-10              0    -2.6953e-10             -0    -1.7542e-11
      1274    -1.0346e-10             -0    -5.9891e-12             -0     1.7041e-10              0    -2.7402e-10             -0    -1.3855e-11
      1275    -9.5388e-11             -0    -1.5958e-12             -0     1.5152e-10              0    -2.7601e-10             -0    -9.8118e-12
      1276    -8.7534e-11             -0     2.2839e-12             -0      1.315e-10              0    -2.7545e-10             -0    -5.4375e-12
      1277    -7.9932e-11             -0     5.6322e-12             -0     1.1055e-10              0    -2.7233e-10             -0    -7.6279e-13
      1278    -7.2609e-11             -0       8.44e-12             -0     8.8918e-11              0    -2.6666e-10             -0     4.1748e-12
      1279    -6.5584e-11             -0     1.0706e-11             -0     6.6837e-11              0    -2.5846e-10             -0     9.3316e-12
      1280    -5.8868e-11             -0     1.2436e-11             -0     4.4541e-11              0     -2.478e-10             -0     1.4658e-11
      1281    -5.2467e-11             -0     1.3647e-11             -0     2.2261e-11              0    -2.3477e-10             -0     2.0099e-11
      1282    -4.6377e-11             -0     1.4359e-11             -0      2.239e-13              0    -2.1946e-10             -0     2.5596e-11
      1283    -4.0589e-11              0     1.4602e-11              0     -2.135e-11              0    -2.0202e-10             -0     3.1085e-11
      1284    -3.5087e-11              0     1.4412e-11              0    -4.2251e-11              0     -1.826e-10             -0     3.6499e-11
      1285    -2.9848e-11              0     1.3833e-11              0     -6.228e-11              0    -1.6136e-10             -0      4.177e-11
      1286    -2.4843e-11              0      1.291e-11              0    -8.1253e-11              0    -1.3851e-10             -0     4.6827e-11
      1287    -2.0041e-11              0     1.1698e-11              0    -9.8999e-11              0    -1.1425e-10             -0       5.16e-11
      1288    -1.5404e-11              0     1.0251e-11              0    -1.1536e-10              0    -8.8808e-11             -0     5.6019e-11
      1289     -1.089e-11              0     8.6309e-12              0    -1.3022e-10              0    -6.2417e-11             -0     6.0015e-11
      1290    -6.4562e-12              0     6.8986e-12              0    -1.4343e-10              0    -3.5324e-11             -0     6.3523e-11
      1291    -2.0564e-12              0     5.1177e-12              0    -1.5492e-10              0    -7.7835e-12             -0     6.6479e-11
      1292     2.3564e-12              0     3.3523e-12              0    -1.6461e-10              0     1.9945e-11              0     6.8826e-11
      1293     6.8295e-12              0      1.666e-12              0    -1.7244e-10              0       4.76e-11              0     7.0513e-11
      1294      1.141e-11              0     1.2098e-13              0    -1.7837e-10              0     7.4921e-11              0     7.1491e-11
      1295     1.6143e-11              0    -1.2225e-12              0     -1.824e-10              0     1.0165e-10              0     7.1725e-11
      1296     2.1072e-11              0    -2.3073e-12              0    -1.8453e-10              0     1.2753e-10              0     7.1181e-11
      1297     2.6237e-11              0    -3.0803e-12              0    -1.8479e-10              0     1.5231e-10              0      6.984e-11
      1298     3.1674e-11              0    -3.4928e-12              0    -1.8322e-10              0     1.7577e-10              0     6.7687e-11
      1299     3.7415e-11              0    -3.5017e-12              0    -1.7989e-10              0     1.9768e-10              0      6.472e-11
      1300     4.3487e-11              0    -3.0699e-12              0    -1.7488e-10              0     2.1783e-10              0     6.0946e-11
      1301      4.991e-11              0    -2.1668e-12              0    -1.6829e-10              0     2.3603e-10              0     5.6383e-11
      1302     5.6698e-11              0    -7.6906e-13              0    -1.6024e-10              0     2.5211e-10              0     5.1058e-11
      1303     6.3858e-11              0     1.1392e-12              0    -1.5083e-10              0     2.6593e-10              0     4.5009e-11
      1304      7.139e-11              0      3.566e-12              0    -1.4022e-10              0     2.7734e-10              0     3.8286e-11
      1305     7.9285e-11              0     6.5113e-12              0    -1.2855e-10              0     2.8625e-10              0     3.0946e-11
      1306     8.7528e-11              0     9.9666e-12              0    -1.1596e-10              0     2.9257e-10              0     2.3058e-11
      1307     9.6096e-11              0     1.3915e-11              0    -1.0261e-10              0     2.9626e-10              0     1.4697e-11
      1308     1.0495e-10              0     1.8333e-11              0    -8.8677e-11              0     2.9728e-10              0     5.9501e-12
      1309     1.1407e-10              0     2.3187e-11              0     -7.431e-11              0     2.9562e-10              0    -3.0916e-12
      1310     1.2338e-10              0     2.8438e-11              0    -5.9674e-11              0     2.9132e-10              0    -1.2329e-11
      1311     1.3285e-10              0     3.4036e-11              0     -4.493e-11              0     2.8442e-10              0    -2.1658e-11
      1312      1.424e-10              0     3.9929e-11              0    -3.0236e-11              0       2.75e-10              0    -3.0969e-11
      1313     1.5197e-10              0     4.6056e-11              0    -1.5741e-11              0     2.6315e-10              0    -4.0152e-11
      1314     1.6149e-10              0      5.235e-11              0    -1.5908e-12              0       2.49e-10              0    -4.9092e-11
      1315     1.7087e-10              0     5.8741e-11              0      1.208e-11              0      2.327e-10              0    -5.7676e-11
      1316     1.8003e-10              0     6.5154e-11              0     2.5146e-11              0     2.1441e-10              0    -6.5792e-11
      1317     1.8888e-10              0     7.1511e-11              0     3.7492e-11              0     1.9431e-10              0    -7.3327e-11
      1318     1.9733e-10              0     7.7732e-11              0     4.9015e-11              0     1.7261e-10              0    -8.0177e-11
      1319     2.0528e-10              0     8.3736e-11              0     5.9625e-11              0     1.4953e-10              0    -8.6238e-11
      1320     2.1265e-10              0      8.944e-11              0     6.9247e-11              0      1.253e-10              0    -9.1416e-11
      1321     2.1934e-10              0     9.4763e-11              0     7.7818e-11              0     1.0015e-10              0    -9.5623e-11
      1322     2.2525e-10              0     9.9627e-11              0     8.5288e-11              0     7.4349e-11              0    -9.8781e-11
      1323      2.303e-10              0     1.0396e-10              0     9.1626e-11              0      4.814e-11              0    -1.0082e-10
      1324     2.3439e-10              0     1.0767e-10              0      9.681e-11              0     2.1785e-11              0    -1.0169e-10
      1325     2.3744e-10              0     1.1072e-10              0     1.0084e-10              0    -4.4575e-12             -0    -1.0134e-10
      1326     2.3938e-10              0     1.1302e-10              0     1.0371e-10              0    -3.0331e-11             -0    -9.9741e-11
      1327     2.4013e-10              0     1.1452e-10              0     1.0546e-10              0    -5.5583e-11             -0    -9.6876e-11
      1328     2.3963e-10              0     1.1518e-10              0     1.0611e-10              0    -7.9969e-11             -0    -9.2741e-11
      1329     2.3782e-10              0     1.1495e-10              0     1.0571e-10              0    -1.0325e-10             -0    -8.7348e-11
      1330     2.3466e-10              0      1.138e-10              0     1.0431e-10              0    -1.2522e-10             -0    -8.0725e-11
      1331      2.301e-10              0     1.1171e-10              0     1.0199e-10              0    -1.4565e-10             -0    -7.2913e-11
      1332     2.2411e-10              0     1.0866e-10              0     9.8805e-11              0    -1.6436e-10             -0     -6.397e-11
      1333      2.167e-10              0     1.0464e-10              0     9.4846e-11              0    -1.8117e-10             -0    -5.3967e-11
      1334     2.0783e-10              0     9.9673e-11              0     9.0197e-11              0    -1.9593e-10             -0    -4.2991e-11
      1335     1.9754e-10              0     9.3761e-11              0     8.4948e-11              0    -2.0851e-10             -0    -3.1141e-11
      1336     1.8582e-10              0     8.6933e-11              0     7.9192e-11              0     -2.188e-10             -0    -1.8529e-11
      1337     1.7273e-10              0     7.9226e-11              0     7.3026e-11              0    -2.2672e-10             -0    -5.2801e-12
      1338     1.5829e-10              0     7.0686e-11              0     6.6545e-11              0     -2.322e-10             -0     8.4719e-12
      1339     1.4256e-10              0     6.1368e-11              0     5.9843e-11              0    -2.3521e-10             -0     2.2583e-11
      1340     1.2562e-10              0     5.1337e-11              0     5.3013e-11              0    -2.3575e-10             -0       3.69e-11
      1341     1.0755e-10              0     4.0666e-11              0     4.6145e-11              0    -2.3382e-10             -0     5.1266e-11
      1342     8.8425e-11              0     2.9435e-11              0     3.9323e-11              0    -2.2947e-10             -0     6.5518e-11
      1343     6.8361e-11              0     1.7734e-11              0     3.2626e-11              0    -2.2278e-10             -0      7.949e-11
      1344     4.7466e-11              0     5.6555e-12              0     2.6127e-11              0    -2.1382e-10             -0     9.3014e-11
      1345     2.5862e-11              0    -6.6994e-12              0     1.9892e-11              0    -2.0271e-10             -0     1.0593e-10
      1346      3.679e-12              0    -1.9227e-11              0     1.3978e-11              0    -1.8959e-10             -0     1.1806e-10
      1347    -1.8946e-11             -0    -3.1819e-11             -0     8.4357e-12              0    -1.7461e-10             -0     1.2926e-10
      1348    -4.1869e-11             -0    -4.4366e-11             -0     3.3046e-12              0    -1.5796e-10             -0     1.3937e-10
      1349     -6.494e-11              0    -5.6757e-11              0    -1.3833e-12              0    -1.3981e-10             -0     1.4825e-10
      1350    -8.8007e-11              0    -6.8881e-11              0    -5.6059e-12              0    -1.2039e-10             -0     1.5577e-10
      1351    -1.1091e-10              0    -8.0628e-11              0    -9.3498e-12              0    -9.9895e-11             -0      1.618e-10
      1352     -1.335e-10              0     -9.189e-11              0    -1.2611e-11              0     -7.857e-11             -0     1.6624e-10
      1353    -1.5561e-10              0    -1.0256e-10              0    -1.5393e-11              0    -5.6647e-11             -0     1.6898e-10
      1354    -1.7709e-10              0    -1.1255e-10              0     -1.771e-11              0    -3.4371e-11             -0     1.6996e-10
      1355    -1.9779e-10              0    -1.2175e-10              0    -1.9582e-11              0    -1.1985e-11             -0     1.6912e-10
      1356    -2.1754e-10              0    -1.3008e-10              0    -2.1036e-11              0     1.0264e-11              0     1.6642e-10
      1357    -2.3621e-10              0    -1.3747e-10              0    -2.2107e-11              0     3.2133e-11              0     1.6182e-10
      1358    -2.5366e-10              0    -1.4383e-10              0    -2.2834e-11              0     5.3383e-11              0     1.5535e-10
      1359    -2.6976e-10              0    -1.4911e-10              0     -2.326e-11              0     7.3784e-11              0     1.4701e-10
      1360    -2.8438e-10              0    -1.5326e-10              0    -2.3434e-11              0     9.3113e-11              0     1.3684e-10
      1361    -2.9742e-10              0    -1.5623e-10              0    -2.3407e-11              0     1.1116e-10              0     1.2491e-10
      1362    -3.0876e-10              0      -1.58e-10              0    -2.3229e-11              0     1.2774e-10              0      1.113e-10
      1363    -3.1832e-10              0    -1.5855e-10              0    -2.2955e-11              0     1.4266e-10              0     9.6112e-11
      1364    -3.2603e-10              0    -1.5786e-10              0    -2.2635e-11              0     1.5576e-10              0     7.9468e-11
      1365    -3.3181e-10              0    -1.5594e-10              0    -2.2322e-11              0     1.6691e-10              0     6.1509e-11
      1366    -3.3563e-10              0    -1.5282e-10              0    -2.2063e-11              0     1.7598e-10              0     4.2391e-11
      1367    -3.3744e-10              0    -1.4852e-10              0    -2.1902e-11              0     1.8288e-10              0      2.229e-11
      1368    -3.3723e-10              0    -1.4308e-10              0    -2.1882e-11              0     1.8753e-10              0      1.393e-12
      1369    -3.3499e-10              0    -1.3655e-10              0    -2.2036e-11              0     1.8988e-10              0    -2.0099e-11
      1370    -3.3073e-10              0    -1.2899e-10              0    -2.2395e-11              0     1.8992e-10              0    -4.1975e-11
      1371    -3.2448e-10              0    -1.2048e-10              0    -2.2983e-11              0     1.8763e-10              0    -6.4014e-11
      1372    -3.1628e-10              0    -1.1109e-10              0    -2.3816e-11              0     1.8304e-10              0     -8.599e-11
      1373    -3.0618e-10              0    -1.0092e-10              0    -2.4903e-11              0     1.7621e-10              0    -1.0767e-10
      1374    -2.9426e-10              0    -9.0066e-11              0    -2.6245e-11              0      1.672e-10              0    -1.2883e-10
      1375    -2.8059e-10              0    -7.8627e-11              0    -2.7838e-11              0     1.5612e-10              0    -1.4922e-10
      1376    -2.6529e-10              0    -6.6714e-11              0    -2.9667e-11              0     1.4308e-10              0    -1.6863e-10
      1377    -2.4845e-10              0    -5.4442e-11              0     -3.171e-11              0     1.2823e-10              0    -1.8683e-10
      1378    -2.3019e-10              0    -4.1928e-11              0     -3.394e-11              0     1.1171e-10              0    -2.0361e-10
      1379    -2.1066e-10              0     -2.929e-11              0    -3.6321e-11              0     9.3725e-11              0    -2.1876e-10
      1380    -1.8999e-10              0    -1.6647e-11              0    -3.8812e-11              0     7.4451e-11              0    -2.3208e-10
      1381    -1.6833e-10              0    -4.1198e-12              0    -4.1363e-11              0     5.4101e-11              0    -2.4342e-10
      1382    -1.4583e-10              0     8.1757e-12              0    -4.3923e-11              0     3.2895e-11              0     -2.526e-10
      1383    -1.2266e-10              0     2.0125e-11              0    -4.6434e-11              0     1.1063e-11              0    -2.5948e-10
      1384     -9.899e-11              0     3.1619e-11              0    -4.8836e-11              0    -1.1159e-11             -0    -2.6396e-10
      1385    -7.4978e-11              0     4.2552e-11              0    -5.1065e-11              0    -3.3529e-11             -0    -2.6593e-10
      1386    -5.0799e-11              0     5.2827e-11              0    -5.3058e-11              0    -5.5802e-11             -0    -2.6533e-10
      1387    -2.6623e-11              0     6.2353e-11              0     -5.475e-11              0    -7.7737e-11             -0    -2.6211e-10
      1388    -2.6188e-12              0     7.1049e-11              0    -5.6076e-11              0    -9.9092e-11             -0    -2.5625e-10
      1389     2.1047e-11              0     7.8843e-11              0    -5.6976e-11              0    -1.1963e-10             -0    -2.4776e-10
      1390     4.4213e-11              0     8.5671e-11              0    -5.7389e-11              0    -1.3913e-10             -0    -2.3668e-10
      1391     6.6722e-11              0     9.1484e-11              0    -5.7261e-11              0    -1.5737e-10             -0    -2.2306e-10
      1392     8.8425e-11              0      9.624e-11              0    -5.6543e-11              0    -1.7414e-10             -0    -2.0701e-10
      1393     1.0918e-10              0     9.9911e-11              0    -5.5191e-11              0    -1.8926e-10             -0    -1.8862e-10
      1394     1.2885e-10              0     1.0248e-10              0    -5.3168e-11              0    -2.0255e-10             -0    -1.6806e-10
      1395     1.4733e-10              0     1.0395e-10              0    -5.0448e-11              0    -2.1386e-10             -0    -1.4548e-10
      1396     1.6449e-10              0     1.0432e-10              0     -4.701e-11              0    -2.2304e-10             -0    -1.2107e-10
      1397     1.8023e-10              0     1.0361e-10              0    -4.2845e-11              0       -2.3e-10             -0    -9.5059e-11
      1398     1.9448e-10              0     1.0186e-10              0    -3.7953e-11              0    -2.3462e-10             -0    -6.7665e-11
      1399     2.0715e-10              0     9.9103e-11              0    -3.2344e-11              0    -2.3686e-10             -0    -3.9142e-11
      1400     2.1819e-10              0     9.5402e-11              0     -2.604e-11              0    -2.3666e-10             -0    -9.7573e-12
      1401     2.2755e-10              0     9.0819e-11              0    -1.9074e-11              0    -2.3401e-10             -0     2.0211e-11
      1402      2.352e-10              0     8.5427e-11              0    -1.1487e-11              0     -2.289e-10             -0     5.0474e-11
      1403     2.4112e-10              0     7.9309e-11              0    -3.3352e-12              0    -2.2138e-10             -0     8.0734e-11
      1404     2.4532e-10              0     7.2556e-11              0     5.3185e-12              0     -2.115e-10             -0     1.1069e-10
      1405      2.478e-10              0     6.5264e-11              0       1.44e-11              0    -1.9934e-10             -0     1.4004e-10
      1406     2.4858e-10              0     5.7535e-11              0     2.3825e-11              0      -1.85e-10             -0     1.6849e-10
      1407     2.4772e-10              0     4.9477e-11              0     3.3503e-11              0    -1.6861e-10             -0     1.9573e-10
      1408     2.4525e-10              0     4.1199e-11              0     4.3334e-11              0    -1.5032e-10             -0     2.2149e-10
      1409     2.4125e-10              0     3.2812e-11              0     5.3211e-11              0    -1.3029e-10             -0     2.4547e-10
      1410     2.3579e-10              0     2.4429e-11              0     6.3024e-11              0     -1.087e-10             -0     2.6743e-10
      1411     2.2895e-10              0      1.616e-11              0     7.2656e-11              0    -8.5769e-11             -0     2.8711e-10
      1412     2.2084e-10              0     8.1145e-12              0     8.1989e-11              0    -6.1698e-11             -0      3.043e-10
      1413     2.1156e-10              0     3.9803e-13              0     9.0903e-11              0    -3.6719e-11             -0     3.1877e-10
      1414     2.0121e-10              0    -6.8887e-12              0     9.9279e-11              0    -1.1068e-11             -0     3.3037e-10
      1415     1.8993e-10              0    -1.3651e-11              0       1.07e-10              0      1.501e-11              0     3.3892e-10
      1416     1.7782e-10              0    -1.9801e-11              0     1.1394e-10              0     4.1264e-11              0     3.4432e-10
      1417     1.6503e-10              0    -2.5258e-11              0     1.2001e-10              0     6.7443e-11              0     3.4647e-10
      1418     1.5168e-10              0    -2.9952e-11              0     1.2509e-10              0     9.3295e-11              0      3.453e-10
      1419     1.3791e-10              0    -3.3822e-11              0     1.2908e-10              0     1.1857e-10              0     3.4079e-10
      1420     1.2384e-10              0    -3.6818e-11              0      1.319e-10              0     1.4302e-10              0     3.3294e-10
      1421     1.0962e-10              0    -3.8901e-11              0     1.3348e-10              0     1.6642e-10              0     3.2179e-10
      1422     9.5358e-11              0    -4.0044e-11              0     1.3374e-10              0     1.8852e-10              0     3.0741e-10
      1423     8.1192e-11              0    -4.0231e-11              0     1.3264e-10              0     2.0912e-10              0     2.8991e-10
      1424      6.724e-11              0    -3.9461e-11              0     1.3014e-10              0     2.2802e-10              0     2.6943e-10
      1425      5.362e-11              0    -3.7743e-11              0     1.2621e-10              0     2.4503e-10              0     2.4614e-10
      1426     4.0438e-11              0    -3.5099e-11              0     1.2085e-10              0     2.5998e-10              0     2.2023e-10
      1427     2.7797e-11              0    -3.1565e-11              0     1.1406e-10              0     2.7272e-10              0     1.9194e-10
      1428     1.5789e-11              0    -2.7186e-11              0     1.0588e-10              0     2.8313e-10              0     1.6153e-10
      1429     4.4984e-12              0     -2.202e-11              0     9.6333e-11              0     2.9111e-10              0     1.2926e-10
      1430    -6.0014e-12             -0    -1.6137e-11             -0     8.5489e-11              0     2.9656e-10              0     9.5445e-11
      1431    -1.5647e-11             -0    -9.6145e-12             -0     7.3422e-11              0     2.9943e-10              0     6.0404e-11
      1432    -2.4385e-11             -0    -2.5408e-12             -0      6.022e-11              0     2.9969e-10              0     2.4473e-11
      1433    -3.2174e-11             -0     4.9881e-12             -0     4.5993e-11              0     2.9733e-10              0    -1.2001e-11
      1434    -3.8984e-11             -0     1.2869e-11             -0      3.086e-11              0     2.9237e-10              0    -4.8661e-11
      1435    -4.4795e-11             -0     2.0993e-11             -0     1.4957e-11              0     2.8485e-10              0    -8.5143e-11
      1436    -4.9601e-11              0     2.9246e-11              0     -1.568e-12              0     2.7483e-10              0    -1.2108e-10
      1437    -5.3403e-11              0     3.7511e-11              0    -1.8558e-11              0      2.624e-10              0    -1.5612e-10
      1438    -5.6216e-11              0     4.5669e-11              0    -3.5843e-11              0     2.4767e-10              0     -1.899e-10
      1439    -5.8066e-11              0     5.3601e-11              0    -5.3248e-11              0     2.3078e-10              0    -2.2206e-10
      1440    -5.8987e-11              0     6.1188e-11              0     -7.059e-11              0     2.1188e-10              0    -2.5228e-10
      1441    -5.9022e-11              0     6.8313e-11              0    -8.7683e-11              0     1.9114e-10              0    -2.8025e-10
      1442    -5.8226e-11              0     7.4863e-11              0    -1.0434e-10              0     1.6876e-10              0    -3.0565e-10
      1443     -5.666e-11              0     8.0731e-11              0    -1.2037e-10              0     1.4492e-10              0    -3.2822e-10
      1444    -5.4392e-11              0     8.5816e-11              0    -1.3558e-10              0     1.1986e-10              0     -3.477e-10
      1445    -5.1497e-11              0     9.0024e-11              0     -1.498e-10              0      9.379e-11              0    -3.6388e-10
      1446    -4.8054e-11              0      9.327e-11              0    -1.6284e-10              0     6.6959e-11              0    -3.7658e-10
      1447     -4.415e-11              0      9.548e-11              0    -1.7454e-10              0     3.9606e-11              0    -3.8562e-10
      1448    -3.9872e-11              0      9.659e-11              0    -1.8475e-10              0     1.1978e-11              0    -3.9091e-10
      1449    -3.5312e-11              0     9.6549e-11              0    -1.9331e-10              0    -1.5678e-11             -0    -3.9234e-10
      1450     -3.056e-11              0     9.5317e-11              0    -2.0009e-10              0    -4.3112e-11             -0    -3.8989e-10
