%        w            U11            U12            U13            U21            U22            U23            U31            U32            U33
      2403    -2.5813e-10             -0    -7.1474e-11             -0     6.4058e-11              0     1.9411e-10              0    -8.5567e-11
      2404    -2.5031e-10             -0    -5.4512e-11             -0     3.4817e-11              0     1.8725e-10              0    -1.3052e-10
      2405    -2.4081e-10             -0    -3.7198e-11             -0     4.7666e-12              0     1.7843e-10              0    -1.7459e-10
      2406    -2.2969e-10              0    -1.9712e-11              0    -2.5798e-11              0     1.6773e-10              0    -2.1733e-10
      2407    -2.1703e-10              0    -2.2345e-12              0     -5.657e-11              0     1.5528e-10              0    -2.5829e-10
      2408    -2.0295e-10              0     1.5053e-11              0    -8.7236e-11              0      1.412e-10              0    -2.9707e-10
      2409    -1.8754e-10              0     3.1973e-11              0    -1.1748e-10              0     1.2566e-10              0    -3.3323e-10
      2410    -1.7091e-10              0      4.835e-11              0    -1.4698e-10              0     1.0881e-10              0    -3.6642e-10
      2411    -1.5319e-10              0     6.4017e-11              0    -1.7543e-10              0     9.0839e-11              0    -3.9625e-10
      2412    -1.3452e-10              0     7.8813e-11              0    -2.0252e-10              0      7.193e-11              0    -4.2242e-10
      2413    -1.1503e-10              0     9.2587e-11              0    -2.2794e-10              0     5.2282e-11              0    -4.4463e-10
      2414    -9.4873e-11              0      1.052e-10              0    -2.5143e-10              0     3.2101e-11              0    -4.6262e-10
      2415    -7.4187e-11              0     1.1653e-10              0     -2.727e-10              0     1.1594e-11              0    -4.7619e-10
      2416    -5.3126e-11              0     1.2645e-10              0     -2.915e-10              0    -9.0246e-12             -0    -4.8516e-10
      2417    -3.1842e-11              0     1.3487e-10              0    -3.0761e-10              0    -2.9544e-11             -0    -4.8941e-10
      2418    -1.0488e-11              0     1.4172e-10              0    -3.2083e-10              0    -4.9754e-11             -0    -4.8887e-10
      2419     1.0785e-11              0     1.4692e-10              0    -3.3099e-10              0    -6.9446e-11             -0     -4.835e-10
      2420     3.1829e-11              0     1.5043e-10              0    -3.3792e-10              0    -8.8421e-11             -0    -4.7332e-10
      2421     5.2498e-11              0     1.5222e-10              0    -3.4153e-10              0    -1.0649e-10             -0    -4.5839e-10
      2422     7.2653e-11              0     1.5229e-10              0    -3.4173e-10              0    -1.2346e-10             -0    -4.3885e-10
      2423     9.2157e-11              0     1.5064e-10              0    -3.3846e-10              0    -1.3916e-10             -0    -4.1483e-10
      2424     1.1089e-10              0      1.473e-10              0    -3.3173e-10              0    -1.5345e-10             -0    -3.8656e-10
      2425     1.2872e-10              0     1.4232e-10              0    -3.2155e-10              0    -1.6616e-10             -0    -3.5429e-10
      2426     1.4554e-10              0     1.3576e-10              0    -3.0799e-10              0    -1.7718e-10             -0    -3.1831e-10
      2427     1.6125e-10              0     1.2771e-10              0    -2.9113e-10              0     -1.864e-10             -0    -2.7895e-10
      2428     1.7577e-10              0     1.1827e-10              0    -2.7111e-10              0    -1.9372e-10             -0    -2.3659e-10
      2429       1.89e-10              0     1.0755e-10              0    -2.4809e-10              0    -1.9908e-10             -0    -1.9162e-10
      2430     2.0089e-10              0     9.5675e-11              0    -2.2228e-10              0    -2.0241e-10             -0    -1.4448e-10
      2431     2.1137e-10              0     8.2793e-11              0     -1.939e-10              0     -2.037e-10             -0    -9.5617e-11
      2432      2.204e-10              0     6.9055e-11              0    -1.6321e-10              0    -2.0291e-10             -0    -4.5513e-11
      2433     2.2795e-10              0     5.4623e-11              0     -1.305e-10              0    -2.0008e-10             -0     5.3453e-12
      2434     2.3399e-10              0     3.9668e-11              0    -9.6077e-11              0    -1.9522e-10             -0     5.6457e-11
      2435     2.3851e-10              0     2.4366e-11              0    -6.0271e-11              0    -1.8838e-10             -0     1.0732e-10
      2436     2.4153e-10              0     8.8986e-12              0    -2.3433e-11              0    -1.7964e-10             -0     1.5742e-10
      2437     2.4305e-10              0     -6.552e-12              0     1.4072e-11              0    -1.6907e-10             -0     2.0626e-10
      2438      2.431e-10              0    -2.1802e-11              0     5.1868e-11              0    -1.5679e-10             -0     2.5334e-10
      2439     2.4172e-10              0    -3.6672e-11              0     8.9572e-11              0    -1.4291e-10             -0      2.982e-10
      2440     2.3896e-10              0    -5.0982e-11              0      1.268e-10              0    -1.2758e-10             -0     3.4038e-10
      2441     2.3487e-10              0    -6.4562e-11              0     1.6316e-10              0    -1.1093e-10             -0     3.7943e-10
      2442     2.2951e-10              0    -7.7248e-11              0     1.9828e-10              0    -9.3145e-11             -0     4.1497e-10
      2443     2.2297e-10              0    -8.8885e-11              0     2.3177e-10              0    -7.4382e-11             -0     4.4661e-10
      2444     2.1532e-10              0     -9.933e-11              0     2.6329e-10              0    -5.4828e-11             -0     4.7403e-10
      2445     2.0665e-10              0    -1.0845e-10              0     2.9249e-10              0     -3.467e-11             -0     4.9694e-10
      2446     1.9706e-10              0    -1.1614e-10              0     3.1904e-10              0    -1.4102e-11             -0     5.1508e-10
      2447     1.8663e-10              0    -1.2228e-10              0     3.4264e-10              0     6.6783e-12              0     5.2826e-10
      2448     1.7547e-10              0    -1.2681e-10              0     3.6303e-10              0     2.7474e-11              0     5.3631e-10
      2449     1.6369e-10              0    -1.2965e-10              0     3.7995e-10              0     4.8089e-11              0     5.3915e-10
      2450     1.5138e-10              0    -1.3076e-10              0      3.932e-10              0     6.8328e-11              0     5.3672e-10
      2451     1.3866e-10              0     -1.301e-10              0     4.0261e-10              0     8.8002e-11              0     5.2902e-10
      2452     1.2562e-10              0    -1.2768e-10              0     4.0803e-10              0     1.0693e-10              0      5.161e-10
      2453     1.1238e-10              0    -1.2351e-10              0     4.0938e-10              0     1.2493e-10              0     4.9808e-10
      2454     9.9021e-11              0    -1.1761e-10              0     4.0659e-10              0     1.4184e-10              0     4.7512e-10
      2455     8.5652e-11              0    -1.1004e-10              0     3.9966e-10              0     1.5751e-10              0     4.4742e-10
      2456     7.2364e-11              0    -1.0087e-10              0      3.886e-10              0      1.718e-10              0     4.1524e-10
      2457     5.9245e-11              0    -9.0195e-11              0      3.735e-10              0     1.8457e-10              0     3.7889e-10
      2458     4.6379e-11              0    -7.8119e-11              0     3.5447e-10              0     1.9572e-10              0     3.3871e-10
      2459     3.3842e-11              0    -6.4766e-11              0     3.3166e-10              0     2.0516e-10              0      2.951e-10
      2460     2.1707e-11              0    -5.0278e-11              0     3.0527e-10              0     2.1279e-10              0     2.4846e-10
      2461     1.0035e-11              0    -3.4808e-11              0     2.7552e-10              0     2.1857e-10              0     1.9927e-10
      2462    -1.1149e-12             -0    -1.8522e-11             -0     2.4271e-10              0     2.2244e-10              0       1.48e-10
      2463    -1.1695e-11             -0    -1.5991e-12             -0     2.0712e-10              0     2.2438e-10              0     9.5156e-11
      2464    -2.1665e-11             -0     1.5776e-11             -0      1.691e-10              0     2.2438e-10              0     4.1262e-11
      2465     -3.099e-11             -0     3.3409e-11             -0       1.29e-10              0     2.2246e-10              0    -1.3148e-11
      2466    -3.9646e-11             -0     5.1102e-11             -0     8.7231e-11              0     2.1864e-10              0    -6.7532e-11
      2467    -4.7615e-11             -0     6.8654e-11             -0      4.419e-11              0     2.1297e-10              0    -1.2134e-10
      2468    -5.4886e-11             -0     8.5864e-11             -0     3.0592e-13              0     2.0552e-10              0    -1.7405e-10
      2469    -6.1458e-11              0     1.0253e-10              0     -4.398e-11              0     1.9635e-10              0    -2.2511e-10
      2470    -6.7336e-11              0     1.1846e-10              0    -8.8219e-11              0     1.8557e-10              0    -2.7402e-10
      2471    -7.2529e-11              0     1.3345e-10              0    -1.3196e-10              0     1.7328e-10              0    -3.2027e-10
      2472    -7.7057e-11              0     1.4734e-10              0    -1.7475e-10              0      1.596e-10              0    -3.6341e-10
      2473    -8.0944e-11              0     1.5993e-10              0    -2.1615e-10              0     1.4467e-10              0    -4.0298e-10
      2474    -8.4217e-11              0     1.7108e-10              0    -2.5573e-10              0     1.2863e-10              0    -4.3859e-10
      2475    -8.6911e-11              0     1.8063e-10              0    -2.9305e-10              0     1.1162e-10              0    -4.6986e-10
      2476    -8.9063e-11              0     1.8846e-10              0    -3.2773e-10              0      9.381e-11              0    -4.9647e-10
      2477    -9.0716e-11              0     1.9444e-10              0    -3.5938e-10              0     7.5357e-11              0    -5.1815e-10
      2478    -9.1913e-11              0     1.9848e-10              0    -3.8765e-10              0     5.6431e-11              0    -5.3467e-10
      2479      -9.27e-11              0      2.005e-10              0    -4.1224e-10              0     3.7199e-11              0    -5.4585e-10
      2480    -9.3126e-11              0     2.0045e-10              0    -4.3285e-10              0     1.7832e-11              0    -5.5156e-10
      2481    -9.3239e-11              0     1.9828e-10              0    -4.4925e-10              0    -1.5027e-12             -0    -5.5174e-10
      2482    -9.3088e-11              0     1.9398e-10              0    -4.6123e-10              0    -2.0639e-11             -0    -5.4637e-10
      2483    -9.2722e-11              0     1.8757e-10              0    -4.6862e-10              0    -3.9416e-11             -0     -5.355e-10
      2484    -9.2187e-11              0     1.7907e-10              0    -4.7133e-10              0    -5.7677e-11             -0    -5.1923e-10
      2485    -9.1529e-11              0     1.6853e-10              0    -4.6928e-10              0    -7.5274e-11             -0    -4.9772e-10
      2486    -9.0791e-11              0     1.5602e-10              0    -4.6245e-10              0    -9.2068e-11             -0    -4.7116e-10
      2487    -9.0014e-11              0     1.4165e-10              0    -4.5088e-10              0    -1.0793e-10             -0    -4.3982e-10
      2488    -8.9235e-11              0     1.2552e-10              0    -4.3464e-10              0    -1.2273e-10             -0    -4.0401e-10
      2489    -8.8487e-11              0     1.0778e-10              0    -4.1386e-10              0    -1.3638e-10             -0    -3.6408e-10
      2490      -8.78e-11              0      8.856e-11              0    -3.8872e-10              0    -1.4876e-10             -0    -3.2044e-10
      2491    -8.7199e-11              0     6.8047e-11              0    -3.5944e-10              0    -1.5981e-10             -0    -2.7352e-10
      2492    -8.6705e-11              0      4.642e-11              0    -3.2628e-10              0    -1.6945e-10             -0    -2.2378e-10
      2493    -8.6334e-11              0     2.3877e-11              0    -2.8956e-10              0    -1.7763e-10             -0    -1.7174e-10
      2494    -8.6097e-11              0      6.269e-13              0    -2.4962e-10              0    -1.8431e-10             -0    -1.1791e-10
      2495       -8.6e-11              0    -2.3112e-11              0    -2.0683e-10              0    -1.8946e-10             -0    -6.2841e-11
      2496    -8.6045e-11              0    -4.7114e-11              0    -1.6163e-10              0    -1.9307e-10             -0    -7.0953e-12
      2497    -8.6228e-11              0    -7.1149e-11              0    -1.1444e-10              0    -1.9515e-10             -0     4.8763e-11
      2498    -8.6541e-11              0    -9.4983e-11              0    -6.5732e-11              0    -1.9571e-10             -0     1.0416e-10
      2499    -8.6973e-11              0    -1.1838e-10              0    -1.5994e-11              0    -1.9479e-10             -0     1.5854e-10
      2500    -8.7506e-11             -0    -1.4112e-10             -0     3.4278e-11              0    -1.9242e-10             -0     2.1133e-10
      2501    -8.8121e-11             -0    -1.6296e-10             -0     8.4574e-11              0    -1.8866e-10             -0       2.62e-10
      2502    -8.8792e-11             -0    -1.8369e-10             -0     1.3438e-10              0    -1.8359e-10             -0     3.1002e-10
      2503    -8.9493e-11             -0    -2.0309e-10             -0      1.832e-10              0    -1.7727e-10             -0      3.549e-10
      2504    -9.0194e-11             -0    -2.2097e-10             -0     2.3051e-10              0    -1.6979e-10             -0     3.9617e-10
      2505    -9.0863e-11             -0    -2.3714e-10             -0     2.7582e-10              0    -1.6125e-10             -0      4.334e-10
      2506    -9.1466e-11             -0    -2.5142e-10             -0     3.1867e-10              0    -1.5175e-10             -0     4.6621e-10
      2507    -9.1967e-11             -0    -2.6366e-10             -0     3.5859e-10              0     -1.414e-10             -0     4.9423e-10
      2508    -9.2331e-11             -0    -2.7374e-10             -0     3.9516e-10              0    -1.3031e-10             -0     5.1719e-10
      2509    -9.2521e-11             -0    -2.8152e-10             -0     4.2798e-10              0    -1.1859e-10             -0     5.3483e-10
      2510      -9.25e-11             -0    -2.8691e-10             -0     4.5669e-10              0    -1.0637e-10             -0     5.4696e-10
      2511    -9.2234e-11             -0    -2.8985e-10             -0     4.8098e-10              0    -9.3767e-11             -0     5.5344e-10
      2512    -9.1687e-11             -0    -2.9029e-10             -0     5.0056e-10              0    -8.0892e-11             -0      5.542e-10
      2513    -9.0827e-11             -0    -2.8819e-10             -0      5.152e-10              0    -6.7867e-11             -0     5.4921e-10
      2514    -8.9624e-11             -0    -2.8357e-10             -0     5.2472e-10              0    -5.4806e-11             -0     5.3851e-10
      2515     -8.805e-11             -0    -2.7643e-10             -0     5.2898e-10              0    -4.1821e-11             -0      5.222e-10
      2516    -8.6079e-11             -0    -2.6684e-10             -0     5.2792e-10              0    -2.9016e-11             -0     5.0043e-10
      2517     -8.369e-11             -0    -2.5486e-10             -0      5.215e-10              0    -1.6494e-11             -0     4.7342e-10
      2518    -8.0864e-11             -0    -2.4059e-10             -0     5.0975e-10              0    -4.3466e-12             -0     4.4143e-10
      2519    -7.7588e-11             -0    -2.2414e-10             -0     4.9276e-10              0     7.3381e-12              0     4.0477e-10
      2520     -7.385e-11             -0    -2.0566e-10             -0     4.7067e-10              0     1.8482e-11              0     3.6382e-10
      2521    -6.9646e-11             -0    -1.8531e-10             -0     4.4366e-10              0     2.9015e-11              0     3.1898e-10
      2522    -6.4973e-11             -0    -1.6325e-10             -0     4.1198e-10              0     3.8876e-11              0      2.707e-10
      2523    -5.9834e-11             -0    -1.3969e-10             -0     3.7593e-10              0     4.8013e-11              0     2.1947e-10
      2524    -5.4237e-11             -0    -1.1484e-10             -0     3.3583e-10              0     5.6384e-11              0     1.6582e-10
      2525    -4.8194e-11             -0    -8.8914e-11             -0     2.9208e-10              0     6.3956e-11              0     1.1028e-10
      2526    -4.1721e-11             -0     -6.215e-11             -0     2.4509e-10              0     7.0707e-11              0     5.3425e-11
      2527    -3.4839e-11             -0    -3.4789e-11             -0     1.9532e-10              0     7.6623e-11              0    -4.1629e-12
      2528    -2.7572e-11             -0    -7.0783e-12             -0     1.4327e-10              0     8.1701e-11              0    -6.1894e-11
      2529    -1.9948e-11             -0      2.073e-11             -0     8.9434e-11              0     8.5944e-11              0    -1.1917e-10
      2530    -1.2001e-11             -0     4.8382e-11             -0     3.4362e-11              0     8.9367e-11              0    -1.7541e-10
      2531    -3.7656e-12              0     7.5627e-11              0    -2.1397e-11              0     9.1991e-11              0    -2.3003e-10
      2532     4.7195e-12              0     1.0222e-10              0     -7.728e-11              0     9.3844e-11              0    -2.8245e-10
      2533     1.3413e-11              0     1.2791e-10              0    -1.3272e-10              0     9.4964e-11              0    -3.3213e-10
      2534     2.2271e-11              0     1.5247e-10              0    -1.8715e-10              0     9.5392e-11              0    -3.7856e-10
      2535     3.1248e-11              0     1.7568e-10              0    -2.4002e-10              0     9.5174e-11              0    -4.2124e-10
      2536     4.0296e-11              0     1.9733e-10              0    -2.9077e-10              0     9.4364e-11              0    -4.5972e-10
      2537     4.9368e-11              0     2.1722e-10              0    -3.3888e-10              0     9.3016e-11              0    -4.9359e-10
      2538     5.8415e-11              0     2.3517e-10              0    -3.8384e-10              0     9.1189e-11              0     -5.225e-10
      2539     6.7386e-11              0     2.5103e-10              0    -4.2519e-10              0     8.8942e-11              0    -5.4612e-10
      2540     7.6234e-11              0     2.6466e-10              0    -4.6247e-10              0     8.6339e-11              0    -5.6419e-10
      2541      8.491e-11              0     2.7594e-10              0    -4.9529e-10              0     8.3439e-11              0    -5.7651e-10
      2542     9.3366e-11              0     2.8478e-10              0    -5.2329e-10              0     8.0304e-11              0    -5.8293e-10
      2543     1.0156e-10              0      2.911e-10              0    -5.4616e-10              0     7.6994e-11              0    -5.8337e-10
      2544     1.0943e-10              0     2.9487e-10              0    -5.6363e-10              0     7.3566e-11              0     -5.778e-10
      2545     1.1696e-10              0     2.9606e-10              0     -5.755e-10              0     7.0074e-11              0    -5.6625e-10
      2546     1.2409e-10              0     2.9467e-10              0    -5.8162e-10              0     6.6571e-11              0    -5.4882e-10
      2547      1.308e-10              0     2.9074e-10              0    -5.8189e-10              0     6.3102e-11              0    -5.2567e-10
      2548     1.3703e-10              0     2.8431e-10              0    -5.7629e-10              0     5.9711e-11              0    -4.9701e-10
      2549     1.4277e-10              0     2.7546e-10              0    -5.6483e-10              0     5.6434e-11              0    -4.6312e-10
      2550     1.4799e-10              0      2.643e-10              0     -5.476e-10              0     5.3304e-11              0    -4.2432e-10
      2551     1.5265e-10              0     2.5094e-10              0    -5.2474e-10              0     5.0348e-11              0    -3.8098e-10
      2552     1.5674e-10              0     2.3554e-10              0    -4.9646e-10              0     4.7586e-11              0    -3.3354e-10
      2553     1.6025e-10              0     2.1824e-10              0    -4.6302e-10              0     4.5032e-11              0    -2.8246e-10
      2554     1.6315e-10              0     1.9924e-10              0    -4.2472e-10              0     4.2696e-11              0    -2.2825e-10
      2555     1.6543e-10              0     1.7873e-10              0    -3.8193e-10              0     4.0581e-11              0    -1.7144e-10
      2556     1.6709e-10              0     1.5692e-10              0    -3.3507e-10              0     3.8684e-11              0    -1.1261e-10
      2557     1.6813e-10              0     1.3402e-10              0    -2.8458e-10              0     3.6997e-11              0    -5.2341e-11
      2558     1.6853e-10              0     1.1027e-10              0    -2.3097e-10              0     3.5507e-11              0     8.7548e-12
      2559     1.6831e-10              0     8.5915e-11              0    -1.7475e-10              0     3.4197e-11              0     7.0063e-11
      2560     1.6748e-10              0     6.1186e-11              0    -1.1649e-10              0     3.3043e-11              0     1.3096e-10
      2561     1.6603e-10              0      3.633e-11              0    -5.6764e-11              0     3.2022e-11              0     1.9084e-10
      2562     1.6398e-10              0     1.1591e-11              0     3.8245e-12              0     3.1102e-11              0     2.4907e-10
      2563     1.6134e-10              0     -1.279e-11              0     6.4668e-11              0     3.0254e-11              0     3.0508e-10
      2564     1.5813e-10              0    -3.6578e-11              0     1.2515e-10              0     2.9443e-11              0     3.5828e-10
      2565     1.5437e-10              0    -5.9546e-11              0     1.8466e-10              0     2.8634e-11              0     4.0813e-10
      2566     1.5006e-10              0    -8.1475e-11              0     2.4258e-10              0     2.7792e-11              0     4.5411e-10
      2567     1.4525e-10              0    -1.0216e-10              0     2.9832e-10              0     2.6881e-11              0     4.9574e-10
      2568     1.3993e-10              0    -1.2141e-10              0     3.5131e-10              0     2.5866e-11              0      5.326e-10
      2569     1.3414e-10              0    -1.3906e-10              0       4.01e-10              0     2.4714e-11              0     5.6429e-10
      2570     1.2791e-10              0    -1.5493e-10              0     4.4686e-10              0     2.3393e-11              0     5.9048e-10
      2571     1.2124e-10              0    -1.6891e-10              0     4.8842e-10              0     2.1873e-11              0     6.1088e-10
      2572     1.1417e-10              0    -1.8086e-10              0     5.2523e-10              0      2.013e-11              0     6.2528e-10
      2573     1.0672e-10              0     -1.907e-10              0     5.5691e-10              0     1.8139e-11              0      6.335e-10
      2574      9.892e-11              0    -1.9836e-10              0      5.831e-10              0     1.5883e-11              0     6.3545e-10
      2575     9.0783e-11              0    -2.0377e-10              0     6.0352e-10              0     1.3347e-11              0     6.3108e-10
      2576     8.2337e-11              0    -2.0693e-10              0     6.1793e-10              0     1.0523e-11              0     6.2043e-10
      2577     7.3605e-11              0    -2.0784e-10              0     6.2617e-10              0     7.4061e-12              0     6.0357e-10
      2578     6.4609e-11              0     -2.065e-10              0     6.2812e-10              0     3.9968e-12              0     5.8066e-10
      2579     5.5371e-11              0    -2.0298e-10              0     6.2374e-10              0     3.0173e-13              0     5.5191e-10
      2580     4.5914e-11              0    -1.9733e-10              0     6.1304e-10              0    -3.6677e-12             -0     5.1758e-10
      2581     3.6259e-11              0    -1.8966e-10              0     5.9612e-10              0    -7.8945e-12             -0     4.7802e-10
      2582     2.6427e-11              0    -1.8008e-10              0      5.731e-10              0    -1.2357e-11             -0      4.336e-10
      2583     1.6438e-11              0    -1.6872e-10              0     5.4421e-10              0    -1.7027e-11             -0     3.8474e-10
      2584     6.3137e-12              0    -1.5572e-10              0      5.097e-10              0    -2.1874e-11             -0     3.3193e-10
      2585    -3.9257e-12             -0    -1.4126e-10             -0     4.6992e-10              0    -2.6862e-11             -0     2.7567e-10
      2586     -1.426e-11             -0    -1.2553e-10             -0     4.2523e-10              0     -3.195e-11             -0     2.1653e-10
      2587    -2.4667e-11             -0    -1.0871e-10             -0     3.7608e-10              0    -3.7095e-11             -0     1.5509e-10
      2588    -3.5126e-11             -0     -9.101e-11             -0     3.2294e-10              0    -4.2251e-11             -0     9.1942e-11
      2589    -4.5615e-11             -0    -7.2646e-11             -0     2.6633e-10              0    -4.7368e-11             -0     2.7721e-11
      2590    -5.6112e-11             -0    -5.3837e-11             -0     2.0683e-10              0    -5.2395e-11             -0    -3.6939e-11
      2591    -6.6593e-11             -0    -3.4806e-11             -0     1.4501e-10              0    -5.7282e-11             -0     -1.014e-10
      2592    -7.7034e-11             -0     -1.578e-11             -0     8.1499e-11              0    -6.1975e-11             -0    -1.6501e-10
      2593    -8.7409e-11             -0     3.0206e-12             -0     1.6931e-11              0    -6.6422e-11             -0    -2.2715e-10
      2594     -9.769e-11              0     2.1374e-11              0    -4.8044e-11              0    -7.0572e-11             -0     -2.872e-10
      2595    -1.0785e-10              0     3.9068e-11              0    -1.1277e-10              0    -7.4376e-11             -0    -3.4455e-10
      2596    -1.1786e-10              0     5.5897e-11              0    -1.7658e-10              0    -7.7786e-11             -0    -3.9864e-10
      2597    -1.2769e-10              0     7.1665e-11              0    -2.3884e-10              0    -8.0757e-11             -0    -4.4892e-10
      2598     -1.373e-10              0     8.6192e-11              0    -2.9891e-10              0    -8.3248e-11             -0    -4.9488e-10
      2599    -1.4666e-10              0     9.9311e-11              0    -3.5617e-10              0    -8.5223e-11             -0    -5.3608e-10
      2600    -1.5573e-10              0     1.1087e-10              0    -4.1002e-10              0    -8.6649e-11             -0    -5.7209e-10
      2601    -1.6448e-10              0     1.2074e-10              0    -4.5992e-10              0    -8.7499e-11             -0    -6.0255e-10
      2602    -1.7287e-10              0      1.288e-10              0    -5.0534e-10              0    -8.7752e-11             -0    -6.2716e-10
      2603    -1.8085e-10              0     1.3496e-10              0    -5.4582e-10              0    -8.7392e-11             -0    -6.4567e-10
      2604    -1.8838e-10              0     1.3916e-10              0    -5.8091e-10              0    -8.6411e-11             -0    -6.5788e-10
      2605    -1.9543e-10              0     1.4134e-10              0    -6.1024e-10              0    -8.4804e-11             -0    -6.6368e-10
      2606    -2.0194e-10              0     1.4148e-10              0    -6.3351e-10              0    -8.2576e-11             -0      -6.63e-10
      2607    -2.0787e-10              0     1.3957e-10              0    -6.5046e-10              0    -7.9739e-11             -0    -6.5584e-10
      2608    -2.1318e-10              0     1.3565e-10              0    -6.6089e-10              0    -7.6308e-11             -0    -6.4228e-10
      2609    -2.1782e-10              0     1.2975e-10              0    -6.6467e-10              0    -7.2308e-11             -0    -6.2245e-10
      2610    -2.2175e-10              0     1.2195e-10              0    -6.6175e-10              0     -6.777e-11             -0    -5.9653e-10
      2611    -2.2493e-10              0     1.1232e-10              0    -6.5213e-10              0    -6.2729e-11             -0     -5.648e-10
      2612    -2.2731e-10              0     1.0099e-10              0     -6.359e-10              0    -5.7228e-11             -0    -5.2755e-10
      2613    -2.2885e-10              0     8.8079e-11              0    -6.1319e-10              0    -5.1315e-11             -0    -4.8517e-10
      2614    -2.2952e-10              0      7.374e-11              0    -5.8421e-10              0    -4.5042e-11             -0    -4.3806e-10
      2615    -2.2928e-10              0     5.8139e-11              0    -5.4924e-10              0    -3.8467e-11             -0    -3.8671e-10
      2616     -2.281e-10              0     4.1455e-11              0    -5.0862e-10              0    -3.1649e-11             -0    -3.3162e-10
      2617    -2.2595e-10              0     2.3882e-11              0    -4.6274e-10              0    -2.4653e-11             -0    -2.7333e-10
      2618    -2.2279e-10              0     5.6255e-12              0    -4.1205e-10              0    -1.7544e-11             -0    -2.1243e-10
      2619    -2.1863e-10              0    -1.3102e-11              0    -3.5705e-10              0    -1.0392e-11             -0    -1.4953e-10
      2620    -2.1342e-10              0     -3.208e-11              0    -2.9828e-10              0    -3.2636e-12             -0    -8.5241e-11
      2621    -2.0718e-10              0    -5.1084e-11              0    -2.3633e-10              0     3.7712e-12              0    -2.0212e-11
      2622    -1.9989e-10              0     -6.989e-11              0    -1.7182e-10              0     1.0645e-11              0     4.4912e-11
      2623    -1.9155e-10              0    -8.8271e-11              0    -1.0539e-10              0      1.729e-11              0     1.0949e-10
      2624    -1.8217e-10              0    -1.0601e-10              0    -3.7709e-11              0     2.3643e-11              0     1.7287e-10
      2625    -1.7177e-10             -0    -1.2288e-10             -0     3.0535e-11              0     2.9642e-11              0     2.3443e-10
      2626    -1.6036e-10             -0    -1.3868e-10             -0     9.8655e-11              0     3.5229e-11              0     2.9355e-10
      2627    -1.4797e-10             -0    -1.5322e-10             -0     1.6596e-10              0     4.0353e-11              0     3.4967e-10
      2628    -1.3465e-10             -0     -1.663e-10             -0     2.3177e-10              0     4.4963e-11              0     4.0221e-10
      2629    -1.2043e-10             -0    -1.7776e-10             -0      2.954e-10              0     4.9019e-11              0     4.5066e-10
      2630    -1.0535e-10             -0    -1.8744e-10             -0     3.5622e-10              0     5.2485e-11              0     4.9454e-10
      2631    -8.9489e-11             -0    -1.9521e-10             -0     4.1359e-10              0      5.533e-11              0     5.3343e-10
      2632    -7.2894e-11             -0    -2.0095e-10             -0     4.6692e-10              0     5.7533e-11              0     5.6694e-10
      2633     -5.564e-11             -0    -2.0456e-10             -0     5.1567e-10              0     5.9079e-11              0     5.9474e-10
      2634    -3.7803e-11             -0    -2.0598e-10             -0     5.5933e-10              0     5.9961e-11              0     6.1658e-10
      2635    -1.9466e-11             -0    -2.0515e-10             -0     5.9744e-10              0     6.0179e-11              0     6.3223e-10
      2636     -7.187e-13             -0    -2.0204e-10             -0      6.296e-10              0     5.9741e-11              0     6.4157e-10
      2637     1.8346e-11              0    -1.9666e-10              0     6.5547e-10              0     5.8664e-11              0      6.445e-10
      2638      3.763e-11              0    -1.8902e-10              0     6.7478e-10              0     5.6971e-11              0       6.41e-10
      2639      5.703e-11              0    -1.7918e-10              0      6.873e-10              0     5.4693e-11              0     6.3113e-10
      2640      7.644e-11              0     -1.672e-10              0     6.9291e-10              0     5.1869e-11              0       6.15e-10
      2641      9.575e-11              0    -1.5319e-10              0     6.9152e-10              0     4.8542e-11              0     5.9279e-10
      2642     1.1485e-10              0    -1.3724e-10              0     6.8313e-10              0     4.4764e-11              0     5.6472e-10
      2643     1.3363e-10              0    -1.1951e-10              0     6.6781e-10              0     4.0591e-11              0     5.3109e-10
      2644     1.5197e-10              0    -1.0015e-10              0     6.4571e-10              0     3.6084e-11              0     4.9226e-10
      2645     1.6976e-10              0     -7.933e-11              0     6.1702e-10              0     3.1309e-11              0     4.4863e-10
      2646     1.8689e-10              0    -5.7252e-11              0     5.8203e-10              0     2.6333e-11              0     4.0064e-10
      2647     2.0324e-10              0     -3.412e-11              0     5.4107e-10              0     2.1229e-11              0      3.488e-10
      2648     2.1873e-10              0    -1.0154e-11              0     4.9454e-10              0      1.607e-11              0     2.9363e-10
      2649     2.3323e-10              0     1.4415e-11              0     4.4291e-10              0      1.093e-11              0     2.3569e-10
      2650     2.4665e-10              0     3.9348e-11              0     3.8669e-10              0     5.8821e-12              0     1.7559e-10
      2651      2.589e-10              0       6.44e-11              0     3.2644e-10              0     1.0007e-12              0     1.1393e-10
      2652     2.6989e-10              0     8.9324e-11              0     2.6275e-10              0    -3.6434e-12             -0     5.1336e-11
      2653     2.7954e-10              0     1.1387e-10              0     1.9628e-10              0    -7.9816e-12             -0    -1.1548e-11
      2654     2.8778e-10              0     1.3779e-10              0     1.2767e-10              0    -1.1949e-11             -0    -7.4089e-11
      2655     2.9455e-10              0     1.6085e-10              0     5.7638e-11              0    -1.5484e-11             -0    -1.3565e-10
      2656     2.9979e-10              0      1.828e-10              0    -1.3125e-11              0    -1.8533e-11             -0    -1.9561e-10
