%        w           SX11           SX12           SX13           SX21           SX22           SX23           SX31           SX32           SX33
       935     -0.0044431              0       0.021175              0      0.0017056              0       0.021175              0     -0.0012389
       936     -0.0033675              0       0.021584              0      0.0019935              0       0.021584              0     -0.0014662
       937     -0.0022512              0       0.021784              0      0.0022448              0       0.021784              0     -0.0017401
       938     -0.0010957              0       0.021773              0      0.0024586              0       0.021773              0     -0.0020607
       939     9.6615e-05              0        0.02155              0      0.0026348              0        0.02155              0     -0.0024274
       940      0.0013226              0       0.021118              0      0.0027732              0       0.021118              0     -0.0028388
       941      0.0025781              0        0.02048              0      0.0028743              0        0.02048              0     -0.0032925
       942      0.0038582              0       0.019643              0      0.0029387              0       0.019643              0     -0.0037852
       943      0.0051568              0       0.018615              0      0.0029677              0       0.018615              0     -0.0043127
       944      0.0064674              0       0.017405              0      0.0029625              0       0.017405              0     -0.0048699
       945      0.0077823              0       0.016025              0       0.002925              0       0.016025              0     -0.0054509
       946      0.0090933              0       0.014489              0      0.0028571              0       0.014489              0     -0.0060492
       947       0.010391              0       0.012812              0      0.0027611              0       0.012812              0     -0.0066571
       948       0.011667              0        0.01101              0      0.0026396              0        0.01101              0     -0.0072667
       949        0.01291              0      0.0091019              0      0.0024953              0      0.0091019              0     -0.0078694
       950       0.014111              0       0.007106              0      0.0023311              0       0.007106              0     -0.0084559
       951       0.015258              0      0.0050423              0      0.0021501              0      0.0050423              0     -0.0090169
       952        0.01634              0      0.0029317              0      0.0019556              0      0.0029317              0     -0.0095425
       953       0.017348              0     0.00079521              0      0.0017508              0     0.00079521              0      -0.010023
       954       0.018269              0     -0.0013455              0      0.0015391              0     -0.0013455              0      -0.010448
       955       0.019094              0     -0.0034689              0      0.0013238              0     -0.0034689              0      -0.010808
       956       0.019813              0     -0.0055534              0      0.0011084              0     -0.0055534              0      -0.011094
       957       0.020416              0     -0.0075778              0     0.00089608              0     -0.0075778              0      -0.011296
       958       0.020894              0     -0.0095214              0     0.00069014              0     -0.0095214              0      -0.011406
       959        0.02124              0      -0.011364              0     0.00049368              0      -0.011364              0      -0.011416
       960       0.021447              0      -0.013088              0     0.00030967              0      -0.013088              0      -0.011318
       961       0.021508              0      -0.014674              0     0.00014091              0      -0.014674              0      -0.011106
       962        0.02142              0      -0.016106              0    -9.9914e-06              0      -0.016106              0      -0.010776
       963       0.021178              0      -0.017369              0    -0.00014067              0      -0.017369              0      -0.010322
       964       0.020782              0      -0.018451              0    -0.00024899              0      -0.018451              0     -0.0097421
       965       0.020229              0      -0.019339              0     -0.0003331              0      -0.019339              0     -0.0090343
       966       0.019523              0      -0.020025              0    -0.00039142              0      -0.020025              0     -0.0081985
       967       0.018665              0        -0.0205              0    -0.00042267              0        -0.0205              0     -0.0072358
       968       0.017659              0      -0.020759              0     -0.0004259              0      -0.020759              0     -0.0061489
       969       0.016513              0      -0.020801              0    -0.00040044              0      -0.020801              0     -0.0049419
       970       0.015233              0      -0.020622              0    -0.00034599              0      -0.020622              0     -0.0036205
       971       0.013828              0      -0.020226              0    -0.00026253              0      -0.020226              0     -0.0021918
       972        0.01231              0      -0.019615              0    -0.00015039              0      -0.019615              0    -0.00066439
       973       0.010691              0      -0.018795              0    -1.0215e-05              0      -0.018795              0      0.0009516
       974      0.0089852              0      -0.017775              0     0.00015705              0      -0.017775              0      0.0026448
       975      0.0072065              0      -0.016564              0     0.00035015              0      -0.016564              0      0.0044024
       976      0.0053719              0      -0.015175              0     0.00056756              0      -0.015175              0      0.0062107
       977      0.0034984              0      -0.013621              0     0.00080746              0      -0.013621              0      0.0080546
       978      0.0016043              0      -0.011918              0      0.0010678              0      -0.011918              0      0.0099181
       979    -0.00029142              0      -0.010084              0      0.0013463              0      -0.010084              0       0.011785
       980     -0.0021694              0     -0.0081362              0      0.0016405              0     -0.0081362              0       0.013637
       981     -0.0040098              0     -0.0060954              0      0.0019478              0     -0.0060954              0       0.015456
       982     -0.0057927              0     -0.0039822              0      0.0022652              0     -0.0039822              0       0.017226
       983     -0.0074982              0     -0.0018183              0      0.0025898              0     -0.0018183              0       0.018926
       984     -0.0091066              0     0.00037413              0      0.0029187              0     0.00037413              0        0.02054
       985      -0.010599              0      0.0025725              0      0.0032487              0      0.0025725              0       0.022049
       986      -0.011957              0      0.0047542              0      0.0035767              0      0.0047542              0       0.023435
       987      -0.013163              0      0.0068967              0      0.0038995              0      0.0068967              0       0.024682
       988        -0.0142              0      0.0089777              0      0.0042141              0      0.0089777              0       0.025774
       989      -0.015054              0       0.010976              0      0.0045173              0       0.010976              0       0.026695
       990      -0.015712              0        0.01287              0      0.0048061              0        0.01287              0       0.027433
       991      -0.016161              0       0.014641              0      0.0050778              0       0.014641              0       0.027974
       992      -0.016392              0       0.016269              0      0.0053296              0       0.016269              0       0.028308
       993      -0.016398              0       0.017739              0      0.0055589              0       0.017739              0       0.028426
       994      -0.016171              0       0.019034              0      0.0057633              0       0.019034              0       0.028321
       995       -0.01571              0       0.020142              0      0.0059406              0       0.020142              0       0.027988
       996      -0.015014              0       0.021049              0       0.006089              0       0.021049              0       0.027423
       997      -0.014084              0       0.021747              0      0.0062066              0       0.021747              0       0.026626
       998      -0.012924              0       0.022228              0       0.006292              0       0.022228              0       0.025598
       999       -0.01154              0       0.022487              0      0.0063441              0       0.022487              0       0.024342
      1000     -0.0099437              0       0.022521              0       0.006362              0       0.022521              0       0.022864
      1001     -0.0081448              0        0.02233              0      0.0063449              0        0.02233              0       0.021172
      1002     -0.0061581              0       0.021915              0      0.0062925              0       0.021915              0       0.019276
      1003     -0.0040001              0        0.02128              0      0.0062047              0        0.02128              0        0.01719
      1004     -0.0016895              0       0.020432              0      0.0060819              0       0.020432              0       0.014927
      1005      0.0007526              0        0.01938              0      0.0059243              0        0.01938              0       0.012504
      1006      0.0033035              0       0.018134              0      0.0057329              0       0.018134              0      0.0099401
      1007      0.0059385              0       0.016708              0      0.0055085              0       0.016708              0      0.0072545
      1008      0.0086316              0       0.015116              0      0.0052524              0       0.015116              0      0.0044693
      1009       0.011355              0       0.013374              0      0.0049661              0       0.013374              0      0.0016075
      1010       0.014081              0       0.011502              0      0.0046513              0       0.011502              0     -0.0013065
      1011       0.016779              0      0.0095177              0      0.0043099              0      0.0095177              0     -0.0042476
      1012        0.01942              0      0.0074427              0      0.0039438              0      0.0074427              0     -0.0071899
      1013       0.021973              0      0.0052986              0      0.0035554              0      0.0052986              0      -0.010107
      1014       0.024409              0      0.0031077              0      0.0031468              0      0.0031077              0      -0.012973
      1015       0.026698              0     0.00089304              0      0.0027207              0     0.00089304              0       -0.01576
      1016       0.028811              0     -0.0013222              0      0.0022794              0     -0.0013222              0      -0.018443
      1017        0.03072              0     -0.0035148              0      0.0018255              0     -0.0035148              0      -0.020995
      1018       0.032398              0     -0.0056618              0      0.0013617              0     -0.0056618              0      -0.023394
      1019       0.033819              0     -0.0077408              0     0.00089049              0     -0.0077408              0      -0.025613
      1020       0.034962              0       -0.00973              0     0.00041455              0       -0.00973              0      -0.027632
      1021       0.035803              0      -0.011609              0    -6.3586e-05              0      -0.011609              0       -0.02943
      1022       0.036325              0      -0.013357              0    -0.00054142              0      -0.013357              0      -0.030988
      1023       0.036512              0      -0.014957              0     -0.0010165              0      -0.014957              0      -0.032289
      1024        0.03635              0      -0.016392              0     -0.0014866              0      -0.016392              0      -0.033318
      1025       0.035828              0      -0.017647              0     -0.0019494              0      -0.017647              0      -0.034064
      1026        0.03494              0       -0.01871              0     -0.0024029              0       -0.01871              0      -0.034517
      1027       0.033682              0      -0.019569              0     -0.0028451              0      -0.019569              0       -0.03467
      1028       0.032053              0      -0.020216              0     -0.0032743              0      -0.020216              0      -0.034519
      1029       0.030058              0      -0.020645              0     -0.0036889              0      -0.020645              0      -0.034064
      1030       0.027701              0      -0.020852              0     -0.0040874              0      -0.020852              0      -0.033306
      1031       0.024995              0      -0.020836              0     -0.0044686              0      -0.020836              0      -0.032249
      1032       0.021952              0      -0.020597              0     -0.0048314              0      -0.020597              0      -0.030903
      1033        0.01859              0       -0.02014              0     -0.0051749              0       -0.02014              0      -0.029277
      1034        0.01493              0      -0.019469              0     -0.0054985              0      -0.019469              0      -0.027385
      1035       0.010995              0      -0.018594              0     -0.0058016              0      -0.018594              0      -0.025243
      1036      0.0068127              0      -0.017524              0     -0.0060838              0      -0.017524              0      -0.022871
      1037      0.0024127              0      -0.016273              0      -0.006345              0      -0.016273              0       -0.02029
      1038     -0.0021724              0      -0.014855              0     -0.0065851              0      -0.014855              0      -0.017524
      1039     -0.0069077              0      -0.013287              0     -0.0068042              0      -0.013287              0      -0.014598
      1040      -0.011756              0      -0.011587              0     -0.0070026              0      -0.011587              0      -0.011539
      1041      -0.016679              0     -0.0097751              0     -0.0071807              0     -0.0097751              0     -0.0083783
      1042      -0.021637              0     -0.0078721              0     -0.0073388              0     -0.0078721              0     -0.0051449
      1043      -0.026587              0     -0.0059002              0     -0.0074776              0     -0.0059002              0     -0.0018708
      1044      -0.031488              0     -0.0038824              0     -0.0075975              0     -0.0038824              0      0.0014119
      1045      -0.036297              0     -0.0018422              0     -0.0076994              0     -0.0018422              0      0.0046706
      1046      -0.040972              0     0.00019661              0     -0.0077839              0     0.00019661              0      0.0078725
      1047      -0.045471              0      0.0022101              0     -0.0078516              0      0.0022101              0       0.010985
      1048      -0.049752              0      0.0041746              0     -0.0079034              0      0.0041746              0       0.013977
      1049      -0.053776              0      0.0060671              0     -0.0079399              0      0.0060671              0       0.016817
      1050      -0.057504              0       0.007865              0     -0.0079617              0       0.007865              0       0.019475
      1051      -0.060899              0      0.0095471              0     -0.0079694              0      0.0095471              0       0.021923
      1052      -0.063927              0       0.011093              0     -0.0079636              0       0.011093              0       0.024135
      1053      -0.066557              0       0.012484              0     -0.0079448              0       0.012484              0       0.026087
      1054      -0.068759              0       0.013704              0     -0.0079133              0       0.013704              0       0.027757
      1055      -0.070509              0       0.014737              0     -0.0078693              0       0.014737              0       0.029126
      1056      -0.071785              0        0.01557              0     -0.0078131              0        0.01557              0       0.030177
      1057      -0.072568              0       0.016193              0     -0.0077448              0       0.016193              0       0.030898
      1058      -0.072844              0       0.016596              0     -0.0076641              0       0.016596              0       0.031279
      1059      -0.072604              0       0.016775              0     -0.0075711              0       0.016775              0       0.031313
      1060      -0.071841              0       0.016726              0     -0.0074653              0       0.016726              0       0.030997
      1061      -0.070554              0       0.016448              0     -0.0073464              0       0.016448              0       0.030331
      1062      -0.068747              0       0.015943              0     -0.0072138              0       0.015943              0        0.02932
      1063      -0.066426              0       0.015215              0     -0.0070669              0       0.015215              0       0.027972
      1064      -0.063604              0       0.014272              0      -0.006905              0       0.014272              0       0.026296
      1065      -0.060296              0       0.013123              0     -0.0067272              0       0.013123              0       0.024309
      1066      -0.056524              0       0.011781              0     -0.0065328              0       0.011781              0       0.022028
      1067      -0.052311              0        0.01026              0     -0.0063207              0        0.01026              0       0.019473
      1068      -0.047685              0      0.0085772              0       -0.00609              0      0.0085772              0        0.01667
      1069       -0.04268              0      0.0067508              0     -0.0058397              0      0.0067508              0       0.013645
      1070       -0.03733              0      0.0048015              0     -0.0055688              0      0.0048015              0       0.010428
      1071      -0.031673              0      0.0027517              0     -0.0052762              0      0.0027517              0      0.0070513
      1072      -0.025752              0     0.00062507              0      -0.004961              0     0.00062507              0      0.0035477
      1073      -0.019609              0     -0.0015537              0     -0.0046223              0     -0.0015537              0    -4.6659e-05
      1074       -0.01329              0     -0.0037588              0     -0.0042592              0     -0.0037588              0      -0.003695
      1075     -0.0068425              0      -0.005964              0     -0.0038711              0      -0.005964              0     -0.0073594
      1076    -0.00031525              0     -0.0081427              0     -0.0034572              0     -0.0081427              0      -0.011001
      1077      0.0062426              0      -0.010268              0     -0.0030172              0      -0.010268              0      -0.014582
      1078       0.012781              0      -0.012314              0     -0.0025506              0      -0.012314              0      -0.018063
      1079       0.019251              0      -0.014255              0     -0.0020573              0      -0.014255              0      -0.021407
      1080       0.025603              0      -0.016065              0     -0.0015374              0      -0.016065              0      -0.024575
      1081       0.031789              0      -0.017721              0     -0.0009911              0      -0.017721              0      -0.027533
      1082       0.037763              0        -0.0192              0    -0.00041889              0        -0.0192              0      -0.030246
      1083       0.043478              0      -0.020482              0     0.00017852              0      -0.020482              0      -0.032683
      1084       0.048894              0      -0.021547              0     0.00080017              0      -0.021547              0      -0.034813
      1085       0.053968              0       -0.02238              0      0.0014448              0       -0.02238              0      -0.036609
      1086       0.058665              0      -0.022964              0       0.002111              0      -0.022964              0      -0.038048
      1087       0.062951              0       -0.02329              0       0.002797              0       -0.02329              0      -0.039109
      1088       0.066794              0      -0.023347              0      0.0035008              0      -0.023347              0      -0.039775
      1089       0.070169              0      -0.023129              0      0.0042201              0      -0.023129              0      -0.040032
      1090       0.073053              0      -0.022633              0      0.0049523              0      -0.022633              0       -0.03987
      1091       0.075428              0      -0.021858              0      0.0056947              0      -0.021858              0      -0.039285
      1092       0.077279              0      -0.020808              0      0.0064443              0      -0.020808              0      -0.038275
      1093       0.078599              0      -0.019486              0      0.0071977              0      -0.019486              0      -0.036842
      1094       0.079382              0      -0.017904              0      0.0079514              0      -0.017904              0      -0.034994
      1095       0.079629              0       -0.01607              0      0.0087019              0       -0.01607              0      -0.032742
      1096       0.079343              0      -0.014002              0      0.0094453              0      -0.014002              0      -0.030101
      1097       0.078533              0      -0.011715              0       0.010177              0      -0.011715              0       -0.02709
      1098       0.077214              0     -0.0092294              0       0.010894              0     -0.0092294              0      -0.023732
      1099       0.075403              0     -0.0065677              0       0.011592              0     -0.0065677              0      -0.020055
      1100       0.073121              0     -0.0037544              0       0.012265              0     -0.0037544              0      -0.016088
      1101       0.070395              0    -0.00081571              0        0.01291              0    -0.00081571              0      -0.011865
      1102       0.067253              0        0.00222              0       0.013523              0        0.00222              0     -0.0074227
      1103       0.063728              0       0.005323              0       0.014099              0       0.005323              0      -0.002799
      1104       0.059855              0      0.0084626              0       0.014633              0      0.0084626              0      0.0019646
      1105       0.055672              0       0.011607              0       0.015122              0       0.011607              0      0.0068253
      1106       0.051218              0       0.014724              0       0.015562              0       0.014724              0       0.011739
      1107       0.046537              0       0.017782              0       0.015948              0       0.017782              0        0.01666
      1108       0.041671              0       0.020747              0       0.016277              0       0.020747              0       0.021542
      1109       0.036665              0       0.023589              0       0.016545              0       0.023589              0        0.02634
      1110       0.031562              0       0.026277              0       0.016749              0       0.026277              0       0.031008
      1111       0.026408              0       0.028779              0       0.016886              0       0.028779              0         0.0355
      1112       0.021247              0       0.031069              0       0.016953              0       0.031069              0       0.039773
      1113       0.016123              0       0.033119              0       0.016948              0       0.033119              0       0.043785
      1114       0.011077              0       0.034905              0        0.01687              0       0.034905              0       0.047495
      1115      0.0061517              0       0.036405              0       0.016715              0       0.036405              0       0.050865
      1116      0.0013843              0       0.037599              0       0.016484              0       0.037599              0       0.053861
      1117     -0.0031885              0        0.03847              0       0.016175              0        0.03847              0        0.05645
      1118     -0.0075332              0       0.039004              0       0.015788              0       0.039004              0       0.058604
      1119      -0.011619              0       0.039191              0       0.015323              0       0.039191              0       0.060298
      1120       -0.01542              0       0.039023              0       0.014781              0       0.039023              0       0.061511
      1121       -0.01891              0       0.038497              0       0.014163              0       0.038497              0       0.062228
      1122      -0.022071              0       0.037613              0        0.01347              0       0.037613              0       0.062435
      1123      -0.024887              0       0.036372              0       0.012704              0       0.036372              0       0.062126
      1124      -0.027346              0       0.034783              0       0.011868              0       0.034783              0       0.061298
      1125      -0.029438              0       0.032855              0       0.010963              0       0.032855              0       0.059952
      1126      -0.031162              0       0.030602              0      0.0099947              0       0.030602              0       0.058095
      1127      -0.032517              0       0.028041              0      0.0089654              0       0.028041              0       0.055738
      1128      -0.033508              0       0.025192              0      0.0078793              0       0.025192              0       0.052897
      1129      -0.034143              0       0.022078              0      0.0067411              0       0.022078              0       0.049593
      1130      -0.034433              0       0.018726              0      0.0055553              0       0.018726              0        0.04585
      1131      -0.034396              0       0.015165              0      0.0043273              0       0.015165              0       0.041696
      1132      -0.034051              0       0.011424              0      0.0030623              0       0.011424              0       0.037164
      1133      -0.033419              0      0.0075365              0      0.0017661              0      0.0075365              0       0.032291
      1134      -0.032526              0       0.003538              0     0.00044454              0       0.003538              0       0.027115
      1135        -0.0314              0    -0.00053598              0    -0.00089621              0    -0.00053598              0       0.021678
      1136      -0.030072              0     -0.0046483              0     -0.0022499              0     -0.0046483              0       0.016025
      1137      -0.028572              0     -0.0087613              0     -0.0036102              0     -0.0087613              0       0.010202
      1138      -0.026935              0      -0.012837              0     -0.0049706              0      -0.012837              0      0.0042584
      1139      -0.025194              0      -0.016838              0     -0.0063245              0      -0.016838              0     -0.0017572
      1140      -0.023386              0      -0.020725              0     -0.0076655              0      -0.020725              0     -0.0077945
      1141      -0.021545              0      -0.024464              0     -0.0089871              0      -0.024464              0      -0.013803
      1142      -0.019706              0      -0.028018              0      -0.010283              0      -0.028018              0      -0.019733
      1143      -0.017904              0      -0.031353              0      -0.011546              0      -0.031353              0      -0.025534
      1144      -0.016172              0      -0.034437              0      -0.012772              0      -0.034437              0      -0.031159
      1145      -0.014543              0      -0.037241              0      -0.013953              0      -0.037241              0      -0.036559
      1146      -0.013046              0      -0.039738              0      -0.015084              0      -0.039738              0      -0.041691
      1147       -0.01171              0      -0.041903              0      -0.016159              0      -0.041903              0      -0.046513
      1148      -0.010561              0      -0.043715              0      -0.017173              0      -0.043715              0      -0.050983
      1149     -0.0096196              0      -0.045156              0      -0.018122              0      -0.045156              0      -0.055067
      1150     -0.0089071              0      -0.046211              0      -0.019001              0      -0.046211              0      -0.058731
      1151     -0.0084394              0       -0.04687              0      -0.019805              0       -0.04687              0      -0.061946
      1152     -0.0082291              0      -0.047126              0      -0.020531              0      -0.047126              0      -0.064687
      1153     -0.0082853              0      -0.046974              0      -0.021174              0      -0.046974              0      -0.066933
      1154     -0.0086131              0      -0.046418              0      -0.021733              0      -0.046418              0      -0.068668
      1155     -0.0092137              0       -0.04546              0      -0.022205              0       -0.04546              0      -0.069881
      1156      -0.010084              0      -0.044109              0      -0.022587              0      -0.044109              0      -0.070564
      1157      -0.011218              0      -0.042378              0      -0.022878              0      -0.042378              0      -0.070715
      1158      -0.012605              0      -0.040283              0      -0.023076              0      -0.040283              0      -0.070336
      1159       -0.01423              0      -0.037844              0      -0.023181              0      -0.037844              0      -0.069436
      1160      -0.016075              0      -0.035083              0      -0.023192              0      -0.035083              0      -0.068025
      1161      -0.018118              0      -0.032026              0      -0.023109              0      -0.032026              0       -0.06612
      1162      -0.020335              0      -0.028704              0      -0.022934              0      -0.028704              0      -0.063741
      1163      -0.022697              0      -0.025147              0      -0.022666              0      -0.025147              0      -0.060913
      1164      -0.025175              0      -0.021389              0      -0.022307              0      -0.021389              0      -0.057665
      1165      -0.027734              0      -0.017467              0      -0.021859              0      -0.017467              0      -0.054028
      1166      -0.030339              0      -0.013418              0      -0.021324              0      -0.013418              0      -0.050037
      1167      -0.032955              0     -0.0092811              0      -0.020705              0     -0.0092811              0       -0.04573
      1168      -0.035542              0     -0.0050955              0      -0.020005              0     -0.0050955              0      -0.041148
      1169      -0.038062              0    -0.00090162              0      -0.019226              0    -0.00090162              0      -0.036333
      1170      -0.040476              0      0.0032604              0      -0.018372              0      0.0032604              0      -0.031329
      1171      -0.042744              0      0.0073506              0      -0.017447              0      0.0073506              0      -0.026181
      1172      -0.044827              0        0.01133              0      -0.016456              0        0.01133              0      -0.020936
      1173      -0.046688              0        0.01516              0      -0.015401              0        0.01516              0      -0.015638
      1174      -0.048291              0       0.018806              0      -0.014288              0       0.018806              0      -0.010334
      1175      -0.049599              0       0.022231              0      -0.013122              0       0.022231              0     -0.0050697
      1176      -0.050581              0       0.025405              0      -0.011907              0       0.025405              0     0.00011092
      1177      -0.051207              0       0.028296              0      -0.010648              0       0.028296              0       0.005165
      1178       -0.05145              0       0.030879              0     -0.0093495              0       0.030879              0       0.010052
      1179      -0.051286              0        0.03313              0     -0.0080178              0        0.03313              0       0.014732
      1180      -0.050695              0       0.035029              0     -0.0066574              0       0.035029              0       0.019171
      1181      -0.049662              0       0.036559              0     -0.0052737              0       0.036559              0       0.023334
      1182      -0.048174              0       0.037707              0     -0.0038717              0       0.037707              0       0.027192
      1183      -0.046223              0       0.038464              0     -0.0024567              0       0.038464              0       0.030719
      1184      -0.043806              0       0.038826              0     -0.0010339              0       0.038826              0       0.033892
      1185      -0.040926              0       0.038792              0     0.00039178              0       0.038792              0       0.036693
      1186      -0.037587              0       0.038364              0      0.0018151              0       0.038364              0       0.039106
      1187      -0.033802              0       0.037551              0      0.0032313              0       0.037551              0       0.041121
      1188      -0.029584              0       0.036364              0      0.0046354              0       0.036364              0       0.042733
      1189      -0.024955              0       0.034818              0      0.0060228              0       0.034818              0       0.043938
      1190      -0.019939              0       0.032931              0      0.0073888              0       0.032931              0        0.04474
      1191      -0.014564              0       0.030727              0      0.0087289              0       0.030727              0       0.045143
      1192     -0.0088642              0        0.02823              0       0.010039              0        0.02823              0       0.045159
      1193     -0.0028752              0        0.02547              0       0.011315              0        0.02547              0       0.044801
      1194      0.0033625              0       0.022478              0       0.012552              0       0.022478              0       0.044087
      1195      0.0098056              0       0.019288              0       0.013747              0       0.019288              0       0.043037
      1196       0.016408              0       0.015936              0       0.014896              0       0.015936              0       0.041676
      1197       0.023122              0        0.01246              0       0.015996              0        0.01246              0        0.04003
      1198       0.029895              0      0.0088976              0       0.017044              0      0.0088976              0       0.038128
      1199       0.036678              0      0.0052894              0       0.018035              0      0.0052894              0       0.036003
      1200       0.043416              0      0.0016755              0       0.018968              0      0.0016755              0       0.033686
      1201       0.050055              0     -0.0019039              0        0.01984              0     -0.0019039              0       0.031212
      1202       0.056544              0     -0.0054089              0       0.020647              0     -0.0054089              0       0.028616
      1203       0.062827              0     -0.0088005              0       0.021388              0     -0.0088005              0       0.025935
      1204       0.068854              0      -0.012041              0        0.02206              0      -0.012041              0       0.023204
      1205       0.074573              0      -0.015094              0       0.022662              0      -0.015094              0       0.020458
      1206       0.079936              0      -0.017925              0       0.023191              0      -0.017925              0       0.017733
      1207       0.084896              0      -0.020503              0       0.023646              0      -0.020503              0       0.015062
      1208       0.089408              0      -0.022798              0       0.024025              0      -0.022798              0       0.012477
      1209       0.093434              0      -0.024784              0       0.024327              0      -0.024784              0       0.010009
      1210       0.096936              0      -0.026439              0       0.024551              0      -0.026439              0      0.0076865
      1211       0.099881              0      -0.027743              0       0.024696              0      -0.027743              0      0.0055346
      1212        0.10224              0      -0.028681              0       0.024761              0      -0.028681              0      0.0035765
      1213        0.10399              0      -0.029242              0       0.024746              0      -0.029242              0      0.0018321
      1214        0.10511              0      -0.029418              0        0.02465              0      -0.029418              0     0.00031812
      1215        0.10559              0      -0.029206              0       0.024474              0      -0.029206              0    -0.00095202
      1216        0.10541              0      -0.028607              0       0.024216              0      -0.028607              0     -0.0019686
      1217        0.10458              0      -0.027626              0       0.023879              0      -0.027626              0     -0.0027254
      1218         0.1031              0      -0.026274              0       0.023461              0      -0.026274              0       -0.00322
      1219        0.10097              0      -0.024563              0       0.022964              0      -0.024563              0     -0.0034536
      1220       0.098201              0      -0.022512              0       0.022389              0      -0.022512              0      -0.003431
      1221       0.094815              0      -0.020141              0       0.021736              0      -0.020141              0     -0.0031607
      1222       0.090833              0      -0.017476              0       0.021007              0      -0.017476              0     -0.0026546
      1223       0.086281              0      -0.014546              0       0.020204              0      -0.014546              0     -0.0019278
      1224        0.08119              0      -0.011382              0       0.019328              0      -0.011382              0    -0.00099868
      1225       0.075598              0      -0.008018              0       0.018381              0      -0.008018              0     0.00011164
      1226       0.069542              0     -0.0044911              0       0.017366              0     -0.0044911              0      0.0013794
      1227       0.063066              0    -0.00084021              0       0.016286              0    -0.00084021              0      0.0027785
      1228       0.056217              0      0.0028944              0       0.015142              0      0.0028944              0      0.0042809
      1229       0.049044              0       0.006671              0       0.013938              0       0.006671              0       0.005857
      1230       0.041598              0       0.010447              0       0.012677              0       0.010447              0      0.0074757
      1231       0.033932              0        0.01418              0       0.011362              0        0.01418              0      0.0091053
      1232       0.026102              0       0.017827              0      0.0099982              0       0.017827              0       0.010713
      1233       0.018162              0       0.021345              0      0.0085882              0       0.021345              0       0.012267
      1234       0.010168              0       0.024695              0      0.0071365              0       0.024695              0       0.013735
      1235      0.0021768              0       0.027835              0      0.0056476              0       0.027835              0       0.015086
      1236     -0.0057572              0       0.030728              0       0.004126              0       0.030728              0       0.016289
      1237       -0.01358              0       0.033338              0      0.0025767              0       0.033338              0       0.017315
      1238      -0.021238              0       0.035632              0      0.0010045              0       0.035632              0       0.018138
      1239      -0.028682              0       0.037581              0    -0.00058536              0       0.037581              0       0.018733
      1240      -0.035864              0       0.039157              0     -0.0021874              0       0.039157              0       0.019077
      1241      -0.042737              0       0.040337              0     -0.0037963              0       0.040337              0       0.019152
      1242      -0.049261              0       0.041103              0     -0.0054062              0       0.041103              0        0.01894
      1243      -0.055397              0        0.04144              0     -0.0070114              0        0.04144              0        0.01843
