%        w           SX11           SX12           SX13           SX21           SX22           SX23           SX31           SX32           SX33
      1634       0.026064              0        0.00464              0      0.0011762              0        0.00464              0      -0.015438
      1635        0.02523              0      0.0017311              0      0.0015288              0      0.0017311              0      -0.014254
      1636       0.024193              0     -0.0011476              0      0.0018955              0     -0.0011476              0      -0.012864
      1637       0.022962              0     -0.0039693              0      0.0022749              0     -0.0039693              0      -0.011272
      1638       0.021545              0     -0.0067081              0       0.002665              0     -0.0067081              0     -0.0094839
      1639       0.019956              0     -0.0093394              0       0.003064              0     -0.0093394              0     -0.0075083
      1640        0.01821              0       -0.01184              0      0.0034697              0       -0.01184              0     -0.0053555
      1641       0.016322              0      -0.014188              0        0.00388              0      -0.014188              0     -0.0030388
      1642       0.014312              0      -0.016363              0      0.0042927              0      -0.016363              0    -0.00057329
      1643         0.0122              0      -0.018347              0      0.0047053              0      -0.018347              0      0.0020234
      1644       0.010008              0      -0.020125              0      0.0051155              0      -0.020125              0      0.0047316
      1645      0.0077592              0      -0.021683              0      0.0055208              0      -0.021683              0      0.0075299
      1646      0.0054794              0      -0.023009              0      0.0059188              0      -0.023009              0       0.010395
      1647      0.0031937              0      -0.024095              0      0.0063072              0      -0.024095              0       0.013303
      1648     0.00092884              0      -0.024933              0      0.0066835              0      -0.024933              0       0.016226
      1649     -0.0012884              0       -0.02552              0      0.0070455              0       -0.02552              0       0.019139
      1650     -0.0034308              0      -0.025853              0       0.007391              0      -0.025853              0       0.022014
      1651     -0.0054714              0      -0.025935              0      0.0077178              0      -0.025935              0       0.024822
      1652     -0.0073836              0      -0.025767              0       0.008024              0      -0.025767              0       0.027536
      1653     -0.0091418              0      -0.025355              0      0.0083077              0      -0.025355              0       0.030126
      1654      -0.010721              0      -0.024708              0      0.0085673              0      -0.024708              0       0.032566
      1655      -0.012098              0      -0.023833              0      0.0088012              0      -0.023833              0       0.034828
      1656      -0.013251              0      -0.022744              0      0.0090082              0      -0.022744              0       0.036886
      1657       -0.01416              0      -0.021454              0      0.0091869              0      -0.021454              0       0.038716
      1658      -0.014807              0      -0.019977              0      0.0093365              0      -0.019977              0       0.040295
      1659      -0.015177              0      -0.018331              0      0.0094563              0      -0.018331              0       0.041602
      1660      -0.015259              0      -0.016534              0      0.0095456              0      -0.016534              0       0.042618
      1661      -0.015041              0      -0.014603              0      0.0096041              0      -0.014603              0       0.043327
      1662      -0.014517              0      -0.012559              0      0.0096317              0      -0.012559              0       0.043714
      1663      -0.013685              0      -0.010423              0      0.0096285              0      -0.010423              0       0.043769
      1664      -0.012543              0     -0.0082152              0      0.0095945              0     -0.0082152              0       0.043485
      1665      -0.011096              0     -0.0059567              0      0.0095304              0     -0.0059567              0       0.042855
      1666     -0.0093503              0     -0.0036688              0      0.0094365              0     -0.0036688              0        0.04188
      1667     -0.0073158              0     -0.0013725              0      0.0093139              0     -0.0013725              0       0.040559
      1668     -0.0050066              0     0.00091178              0      0.0091632              0     0.00091178              0         0.0389
      1669     -0.0024399              0      0.0031639              0      0.0089856              0      0.0031639              0       0.036909
      1670     0.00036392              0      0.0053648              0      0.0087822              0      0.0053648              0         0.0346
      1671      0.0033811              0      0.0074959              0      0.0085542              0      0.0074959              0       0.031987
      1672      0.0065849              0      0.0095401              0      0.0083031              0      0.0095401              0       0.029088
      1673      0.0099459              0       0.011481              0      0.0080302              0       0.011481              0       0.025926
      1674       0.013432              0       0.013305              0      0.0077369              0       0.013305              0       0.022524
      1675       0.017009              0       0.014997              0      0.0074248              0       0.014997              0       0.018908
      1676        0.02064              0       0.016547              0      0.0070952              0       0.016547              0        0.01511
      1677       0.024288              0       0.017943              0      0.0067498              0       0.017943              0       0.011159
      1678       0.027913              0       0.019178              0      0.0063899              0       0.019178              0       0.007089
      1679       0.031475              0       0.020244              0       0.006017              0       0.020244              0      0.0029356
      1680       0.034933              0       0.021137              0      0.0056324              0       0.021137              0     -0.0012655
      1681       0.038246              0       0.021853              0      0.0052374              0       0.021853              0     -0.0054772
      1682       0.041373              0       0.022389              0      0.0048331              0       0.022389              0     -0.0096618
      1683       0.044275              0       0.022746              0      0.0044207              0       0.022746              0      -0.013782
      1684       0.046912              0       0.022925              0      0.0040012              0       0.022925              0        -0.0178
      1685       0.049247              0       0.022929              0      0.0035754              0       0.022929              0      -0.021678
      1686       0.051244              0       0.022761              0      0.0031441              0       0.022761              0      -0.025382
      1687        0.05287              0       0.022429              0       0.002708              0       0.022429              0      -0.028877
      1688       0.054095              0       0.021937              0      0.0022674              0       0.021937              0      -0.032129
      1689        0.05489              0       0.021294              0      0.0018229              0       0.021294              0      -0.035108
      1690       0.055233              0       0.020509              0      0.0013747              0       0.020509              0      -0.037786
      1691       0.055102              0       0.019592              0     0.00092297              0       0.019592              0      -0.040138
      1692       0.054481              0       0.018553              0      0.0004677              0       0.018553              0       -0.04214
      1693       0.053357              0       0.017402              0     8.8768e-06              0       0.017402              0      -0.043773
      1694       0.051724              0       0.016151              0    -0.00045365              0       0.016151              0      -0.045021
      1695       0.049577              0       0.014813              0    -0.00092009              0       0.014813              0      -0.045873
      1696       0.046917              0       0.013398              0     -0.0013907              0       0.013398              0      -0.046319
      1697       0.043752              0       0.011919              0     -0.0018658              0       0.011919              0      -0.046356
      1698       0.040092              0       0.010388              0     -0.0023458              0       0.010388              0      -0.045983
      1699       0.035952              0      0.0088163              0     -0.0028309              0      0.0088163              0      -0.045204
      1700       0.031354              0      0.0072156              0     -0.0033216              0      0.0072156              0      -0.044026
      1701       0.026321              0      0.0055968              0     -0.0038181              0      0.0055968              0       -0.04246
      1702       0.020885              0      0.0039707              0     -0.0043206              0      0.0039707              0      -0.040524
      1703       0.015078              0      0.0023474              0     -0.0048294              0      0.0023474              0      -0.038235
      1704      0.0089379              0     0.00073622              0     -0.0053445              0     0.00073622              0      -0.035617
      1705       0.002507              0    -0.00085388              0     -0.0058658              0    -0.00085388              0      -0.032697
      1706       -0.00417              0     -0.0024148              0     -0.0063933              0     -0.0024148              0      -0.029503
      1707      -0.011045              0     -0.0039391              0     -0.0069266              0     -0.0039391              0      -0.026068
      1708      -0.018068              0     -0.0054201              0     -0.0074651              0     -0.0054201              0      -0.022428
      1709      -0.025185              0      -0.006852              0     -0.0080083              0      -0.006852              0      -0.018618
      1710      -0.032342              0     -0.0082294              0     -0.0085553              0     -0.0082294              0       -0.01468
      1711      -0.039483              0      -0.009548              0     -0.0091049              0      -0.009548              0      -0.010651
      1712      -0.046551              0      -0.010804              0      -0.009656              0      -0.010804              0     -0.0065753
      1713      -0.053488              0      -0.011994              0      -0.010207              0      -0.011994              0     -0.0024937
      1714      -0.060239              0      -0.013117              0      -0.010756              0      -0.013117              0      0.0015511
      1715      -0.066746              0      -0.014169              0      -0.011301              0      -0.014169              0      0.0055171
      1716      -0.072954              0       -0.01515              0       -0.01184              0       -0.01515              0      0.0093628
      1717      -0.078811              0      -0.016058              0      -0.012371              0      -0.016058              0       0.013048
      1718      -0.084264              0      -0.016893              0      -0.012891              0      -0.016893              0       0.016533
      1719      -0.089265              0      -0.017656              0      -0.013396              0      -0.017656              0       0.019783
      1720       -0.09377              0      -0.018345              0      -0.013885              0      -0.018345              0       0.022761
      1721      -0.097736              0      -0.018962              0      -0.014353              0      -0.018962              0       0.025437
      1722       -0.10112              0      -0.019506              0      -0.014797              0      -0.019506              0       0.027781
      1723        -0.1039              0      -0.019978              0      -0.015215              0      -0.019978              0       0.029768
      1724       -0.10604              0      -0.020378              0      -0.015601              0      -0.020378              0       0.031376
      1725       -0.10752              0      -0.020707              0      -0.015953              0      -0.020707              0       0.032588
      1726       -0.10831              0      -0.020965              0      -0.016266              0      -0.020965              0       0.033389
      1727       -0.10841              0      -0.021153              0      -0.016538              0      -0.021153              0       0.033771
      1728       -0.10781              0       -0.02127              0      -0.016763              0       -0.02127              0       0.033727
      1729        -0.1065              0      -0.021315              0      -0.016938              0      -0.021315              0       0.033257
      1730       -0.10449              0       -0.02129              0       -0.01706              0       -0.02129              0       0.032366
      1731       -0.10178              0      -0.021192              0      -0.017124              0      -0.021192              0       0.031061
      1732      -0.098398              0      -0.021022              0      -0.017128              0      -0.021022              0       0.029356
      1733      -0.094356              0      -0.020778              0      -0.017067              0      -0.020778              0       0.027267
      1734      -0.089681              0      -0.020459              0       -0.01694              0      -0.020459              0       0.024816
      1735      -0.084403              0      -0.020064              0      -0.016743              0      -0.020064              0       0.022028
      1736      -0.078558              0      -0.019591              0      -0.016473              0      -0.019591              0       0.018933
      1737      -0.072186              0      -0.019039              0      -0.016129              0      -0.019039              0       0.015562
      1738       -0.06533              0      -0.018406              0      -0.015708              0      -0.018406              0       0.011952
      1739      -0.058039              0      -0.017692              0      -0.015209              0      -0.017692              0      0.0081416
      1740      -0.050364              0      -0.016894              0      -0.014631              0      -0.016894              0      0.0041711
      1741       -0.04236              0      -0.016011              0      -0.013974              0      -0.016011              0     8.3886e-05
      1742      -0.034082              0      -0.015043              0      -0.013237              0      -0.015043              0     -0.0040755
      1743       -0.02559              0       -0.01399              0       -0.01242              0       -0.01399              0     -0.0082613
      1744      -0.016944              0       -0.01285              0      -0.011525              0       -0.01285              0      -0.012427
      1745     -0.0082056              0      -0.011625              0      -0.010553              0      -0.011625              0      -0.016526
      1746     0.00056454              0      -0.010315              0     -0.0095058              0      -0.010315              0      -0.020512
      1747      0.0093046              0     -0.0089228              0     -0.0083855              0     -0.0089228              0      -0.024339
      1748       0.017954              0     -0.0074494              0     -0.0071953              0     -0.0074494              0      -0.027963
      1749       0.026453              0     -0.0058984              0     -0.0059386              0     -0.0058984              0      -0.031341
      1750       0.034743              0     -0.0042735              0     -0.0046196              0     -0.0042735              0      -0.034432
      1751       0.042769              0     -0.0025793              0     -0.0032428              0     -0.0025793              0      -0.037199
      1752       0.050479              0     -0.0008214              0      -0.001813              0     -0.0008214              0      -0.039606
      1753       0.057821              0     0.00099382              0    -0.00033593              0     0.00099382              0      -0.041622
      1754        0.06475              0      0.0028591              0      0.0011826              0      0.0028591              0      -0.043218
      1755       0.071222              0      0.0047661              0      0.0027361              0      0.0047661              0      -0.044371
      1756         0.0772              0      0.0067059              0       0.004318              0      0.0067059              0      -0.045061
      1757       0.082649              0      0.0086685              0      0.0059209              0      0.0086685              0      -0.045273
      1758        0.08754              0       0.010643              0      0.0075376              0       0.010643              0      -0.044996
      1759       0.091849              0       0.012618              0      0.0091603              0       0.012618              0      -0.044224
      1760       0.095557              0       0.014582              0       0.010781              0       0.014582              0      -0.042957
      1761        0.09865              0       0.016521              0       0.012392              0       0.016521              0      -0.041199
      1762        0.10112              0       0.018422              0       0.013984              0       0.018422              0      -0.038959
      1763        0.10296              0       0.020271              0        0.01555              0       0.020271              0       -0.03625
      1764        0.10417              0       0.022055              0        0.01708              0       0.022055              0      -0.033093
      1765        0.10477              0       0.023759              0       0.018567              0       0.023759              0       -0.02951
      1766        0.10476              0       0.025368              0       0.020002              0       0.025368              0      -0.025529
      1767        0.10415              0        0.02687              0       0.021378              0        0.02687              0      -0.021183
      1768        0.10298              0       0.028249              0       0.022685              0       0.028249              0      -0.016507
      1769        0.10126              0       0.029492              0       0.023917              0       0.029492              0       -0.01154
      1770        0.09902              0       0.030586              0       0.025066              0       0.030586              0     -0.0063266
      1771       0.096298              0       0.031519              0       0.026125              0       0.031519              0    -0.00091068
      1772       0.093127              0       0.032279              0       0.027087              0       0.032279              0      0.0046593
      1773       0.089546              0       0.032856              0       0.027946              0       0.032856              0       0.010334
      1774       0.085594              0        0.03324              0       0.028696              0        0.03324              0       0.016061
      1775       0.081315              0       0.033424              0       0.029332              0       0.033424              0        0.02179
      1776       0.076752              0         0.0334              0        0.02985              0         0.0334              0       0.027466
      1777        0.07195              0       0.033163              0       0.030244              0       0.033163              0       0.033039
      1778       0.066953              0        0.03271              0       0.030512              0        0.03271              0       0.038456
      1779       0.061808              0       0.032039              0       0.030651              0       0.032039              0       0.043665
      1780       0.056559              0        0.03115              0       0.030659              0        0.03115              0       0.048618
      1781        0.05125              0       0.030044              0       0.030534              0       0.030044              0       0.053267
      1782       0.045923              0       0.028725              0       0.030275              0       0.028725              0       0.057568
      1783       0.040619              0       0.027199              0       0.029883              0       0.027199              0       0.061479
      1784       0.035376              0       0.025473              0       0.029358              0       0.025473              0        0.06496
      1785        0.03023              0       0.023557              0       0.028701              0       0.023557              0       0.067978
      1786       0.025216              0        0.02146              0       0.027915              0        0.02146              0       0.070501
      1787       0.020362              0       0.019198              0       0.027003              0       0.019198              0       0.072503
      1788       0.015696              0       0.016784              0       0.025967              0       0.016784              0       0.073963
      1789        0.01124              0       0.014235              0       0.024812              0       0.014235              0       0.074862
      1790      0.0070159              0       0.011568              0       0.023543              0       0.011568              0       0.075189
      1791      0.0030378              0       0.008803              0       0.022165              0       0.008803              0       0.074938
      1792    -0.00068189              0      0.0059604              0       0.020683              0      0.0059604              0       0.074106
      1793     -0.0041351              0      0.0030617              0       0.019105              0      0.0030617              0       0.072696
      1794     -0.0073177              0      0.0001293              0       0.017438              0      0.0001293              0       0.070717
      1795      -0.010229              0     -0.0028137              0       0.015687              0     -0.0028137              0       0.068183
      1796      -0.012873              0     -0.0057439              0       0.013863              0     -0.0057439              0       0.065111
      1797      -0.015255              0     -0.0086372              0       0.011971              0     -0.0086372              0       0.061525
      1798      -0.017387              0       -0.01147              0       0.010022              0       -0.01147              0       0.057453
      1799      -0.019281              0      -0.014219              0      0.0080237              0      -0.014219              0       0.052927
      1800      -0.020953              0       -0.01686              0      0.0059848              0       -0.01686              0       0.047981
      1801      -0.022423              0      -0.019372              0      0.0039145              0      -0.019372              0       0.042657
      1802      -0.023709              0      -0.021732              0      0.0018221              0      -0.021732              0       0.036995
      1803      -0.024837              0       -0.02392              0    -0.00028318              0       -0.02392              0       0.031041
      1804      -0.025828              0      -0.025917              0     -0.0023922              0      -0.025917              0       0.024844
      1805      -0.026709              0      -0.027706              0     -0.0044958              0      -0.027706              0       0.018452
      1806      -0.027505              0       -0.02927              0     -0.0065849              0       -0.02927              0       0.011916
      1807      -0.028242              0      -0.030596              0     -0.0086505              0      -0.030596              0      0.0052895
      1808      -0.028947              0      -0.031673              0      -0.010684              0      -0.031673              0     -0.0013766
      1809      -0.029645              0      -0.032489              0      -0.012677              0      -0.032489              0     -0.0080294
      1810      -0.030361              0       -0.03304              0      -0.014621              0       -0.03304              0      -0.014617
      1811      -0.031118              0      -0.033319              0      -0.016508              0      -0.033319              0      -0.021089
      1812      -0.031937              0      -0.033324              0      -0.018331              0      -0.033324              0      -0.027396
      1813      -0.032839              0      -0.033057              0      -0.020083              0      -0.033057              0       -0.03349
      1814      -0.033841              0      -0.032519              0      -0.021756              0      -0.032519              0      -0.039325
      1815      -0.034958              0      -0.031718              0      -0.023345              0      -0.031718              0      -0.044861
      1816      -0.036202              0      -0.030661              0      -0.024844              0      -0.030661              0      -0.050056
      1817      -0.037581              0       -0.02936              0      -0.026247              0       -0.02936              0      -0.054876
      1818      -0.039103              0      -0.027827              0       -0.02755              0      -0.027827              0      -0.059287
      1819      -0.040769              0      -0.026078              0      -0.028748              0      -0.026078              0      -0.063262
      1820      -0.042579              0      -0.024132              0      -0.029837              0      -0.024132              0      -0.066776
      1821      -0.044528              0      -0.022008              0      -0.030814              0      -0.022008              0       -0.06981
      1822      -0.046608              0      -0.019728              0      -0.031676              0      -0.019728              0      -0.072347
      1823      -0.048808              0      -0.017315              0      -0.032422              0      -0.017315              0      -0.074377
      1824      -0.051114              0      -0.014796              0      -0.033048              0      -0.014796              0      -0.075894
      1825      -0.053508              0      -0.012195              0      -0.033554              0      -0.012195              0      -0.076896
      1826      -0.055968              0       -0.00954              0      -0.033939              0       -0.00954              0      -0.077386
      1827      -0.058471              0     -0.0068588              0      -0.034203              0     -0.0068588              0       -0.07737
      1828      -0.060991              0     -0.0041793              0      -0.034345              0     -0.0041793              0       -0.07686
      1829      -0.063498              0     -0.0015298              0      -0.034367              0     -0.0015298              0       -0.07587
      1830      -0.065964              0      0.0010617              0      -0.034269              0      0.0010617              0      -0.074421
      1831      -0.068354              0      0.0035677              0      -0.034053              0      0.0035677              0      -0.072535
      1832      -0.070635              0      0.0059615              0       -0.03372              0      0.0059615              0      -0.070237
      1833      -0.072773              0      0.0082177              0      -0.033273              0      0.0082177              0      -0.067556
      1834      -0.074733              0       0.010312              0      -0.032714              0       0.010312              0      -0.064524
      1835       -0.07648              0       0.012222              0      -0.032046              0       0.012222              0      -0.061174
      1836      -0.077978              0       0.013927              0      -0.031272              0       0.013927              0      -0.057541
      1837      -0.079195              0       0.015408              0      -0.030395              0       0.015408              0      -0.053662
      1838      -0.080097              0        0.01665              0      -0.029419              0        0.01665              0      -0.049575
      1839      -0.080652              0       0.017639              0      -0.028348              0       0.017639              0      -0.045319
      1840      -0.080833              0       0.018364              0      -0.027185              0       0.018364              0       -0.04093
      1841      -0.080612              0       0.018817              0      -0.025935              0       0.018817              0      -0.036449
      1842      -0.079964              0       0.018994              0      -0.024602              0       0.018994              0      -0.031911
      1843       -0.07887              0       0.018893              0       -0.02319              0       0.018893              0      -0.027355
      1844      -0.077312              0       0.018515              0      -0.021705              0       0.018515              0      -0.022816
      1845      -0.075276              0       0.017864              0      -0.020151              0       0.017864              0      -0.018326
      1846      -0.072753              0       0.016949              0      -0.018532              0       0.016949              0      -0.013917
      1847      -0.069736              0       0.015779              0      -0.016853              0       0.015779              0     -0.0096198
      1848      -0.066225              0        0.01437              0       -0.01512              0        0.01437              0       -0.00546
      1849      -0.062222              0       0.012736              0      -0.013337              0       0.012736              0     -0.0014619
      1850      -0.057735              0       0.010899              0       -0.01151              0       0.010899              0      0.0023534
      1851      -0.052778              0      0.0088798              0     -0.0096427              0      0.0088798              0      0.0059677
      1852      -0.047365              0      0.0067027              0     -0.0077413              0      0.0067027              0      0.0093662
      1853      -0.041519              0      0.0043943              0     -0.0058107              0      0.0043943              0       0.012537
      1854      -0.035264              0      0.0019829              0     -0.0038561              0      0.0019829              0       0.015472
      1855      -0.028632              0    -0.00050163              0     -0.0018827              0    -0.00050163              0       0.018166
      1856      -0.021654              0     -0.0030281              0     0.00010413              0     -0.0030281              0       0.020616
      1857       -0.01437              0     -0.0055646              0      0.0020992              0     -0.0055646              0       0.022824
      1858     -0.0068182              0     -0.0080783              0       0.004097              0     -0.0080783              0       0.024794
      1859     0.00095575              0      -0.010536              0      0.0060923              0      -0.010536              0       0.026532
      1860      0.0089057              0      -0.012906              0      0.0080796              0      -0.012906              0       0.028047
      1861       0.016983              0      -0.015155              0       0.010054              0      -0.015155              0       0.029351
      1862       0.025136              0      -0.017252              0       0.012009              0      -0.017252              0       0.030458
      1863       0.033312              0      -0.019167              0       0.013939              0      -0.019167              0       0.031383
      1864       0.041459              0      -0.020871              0        0.01584              0      -0.020871              0       0.032144
      1865       0.049522              0      -0.022337              0       0.017705              0      -0.022337              0       0.032758
      1866       0.057447              0       -0.02354              0       0.019529              0       -0.02354              0       0.033243
      1867        0.06518              0      -0.024459              0       0.021306              0      -0.024459              0       0.033621
      1868       0.072669              0      -0.025075              0       0.023032              0      -0.025075              0       0.033911
      1869       0.079861              0      -0.025371              0       0.024699              0      -0.025371              0       0.034132
      1870       0.086708              0      -0.025333              0       0.026303              0      -0.025333              0       0.034303
      1871       0.093162              0      -0.024954              0       0.027837              0      -0.024954              0       0.034443
      1872       0.099179              0      -0.024227              0       0.029298              0      -0.024227              0        0.03457
      1873        0.10472              0      -0.023149              0       0.030678              0      -0.023149              0       0.034699
      1874        0.10974              0      -0.021723              0       0.031973              0      -0.021723              0       0.034845
      1875         0.1142              0      -0.019954              0       0.033177              0      -0.019954              0        0.03502
      1876        0.11809              0      -0.017852              0       0.034285              0      -0.017852              0       0.035235
      1877        0.12137              0      -0.015429              0       0.035292              0      -0.015429              0       0.035499
      1878        0.12402              0      -0.012704              0       0.036194              0      -0.012704              0       0.035816
      1879        0.12602              0     -0.0096972              0       0.036985              0     -0.0096972              0       0.036192
      1880        0.12737              0     -0.0064323              0       0.037662              0     -0.0064323              0       0.036625
      1881        0.12805              0     -0.0029371              0       0.038219              0     -0.0029371              0       0.037116
      1882        0.12807              0      0.0007577              0       0.038653              0      0.0007577              0       0.037659
      1883        0.12743              0      0.0046187              0       0.038961              0      0.0046187              0       0.038247
      1884        0.12613              0      0.0086101              0       0.039138              0      0.0086101              0       0.038871
      1885        0.12419              0       0.012694              0       0.039183              0       0.012694              0        0.03952
      1886        0.12163              0        0.01683              0       0.039092              0        0.01683              0       0.040179
      1887        0.11847              0       0.020977              0       0.038864              0       0.020977              0       0.040832
      1888        0.11474              0       0.025093              0       0.038497              0       0.025093              0       0.041462
      1889        0.11046              0       0.029136              0       0.037989              0       0.029136              0       0.042049
      1890        0.10567              0       0.033061              0       0.037341              0       0.033061              0       0.042572
      1891        0.10041              0       0.036827              0       0.036551              0       0.036827              0       0.043009
      1892        0.09471              0       0.040392              0       0.035621              0       0.040392              0       0.043338
      1893       0.088625              0       0.043714              0       0.034551              0       0.043714              0       0.043536
      1894       0.082193              0       0.046754              0       0.033343              0       0.046754              0        0.04358
      1895       0.075461              0       0.049476              0       0.031999              0       0.049476              0       0.043447
      1896       0.068475              0       0.051844              0       0.030522              0       0.051844              0       0.043116
      1897       0.061285              0       0.053827              0       0.028915              0       0.053827              0       0.042565
      1898       0.053937              0       0.055396              0       0.027183              0       0.055396              0       0.041775
      1899       0.046481              0       0.056525              0        0.02533              0       0.056525              0       0.040728
      1900       0.038961              0       0.057193              0       0.023362              0       0.057193              0       0.039408
      1901       0.031426              0       0.057384              0       0.021284              0       0.057384              0       0.037801
      1902       0.023919              0       0.057083              0       0.019103              0       0.057083              0       0.035897
      1903       0.016483              0       0.056283              0       0.016827              0       0.056283              0       0.033687
      1904      0.0091583              0        0.05498              0       0.014462              0        0.05498              0       0.031167
      1905      0.0019828              0       0.053174              0       0.012017              0       0.053174              0       0.028333
      1906     -0.0050087              0       0.050873              0      0.0095018              0       0.050873              0       0.025189
      1907      -0.011784              0       0.048085              0      0.0069244              0       0.048085              0       0.021739
      1908      -0.018316              0       0.044827              0      0.0042949              0       0.044827              0       0.017992
      1909      -0.024578              0       0.041119              0      0.0016235              0       0.041119              0        0.01396
      1910      -0.030549              0       0.036985              0     -0.0010794              0       0.036985              0      0.0096597
      1911      -0.036213              0       0.032456              0     -0.0038028              0       0.032456              0      0.0051108
      1912      -0.041555              0       0.027563              0     -0.0065358              0       0.027563              0     0.00033626
      1913      -0.046564              0       0.022344              0      -0.009267              0       0.022344              0     -0.0046372
      1914      -0.051236              0       0.016841              0      -0.011985              0       0.016841              0     -0.0097799
      1915      -0.055566              0       0.011096              0      -0.014678              0       0.011096              0      -0.015059
      1916      -0.059556              0      0.0051562              0      -0.017335              0      0.0051562              0      -0.020439
      1917       -0.06321              0    -0.00092858              0      -0.019943              0    -0.00092858              0      -0.025883
      1918      -0.066535              0     -0.0071076              0      -0.022492              0     -0.0071076              0      -0.031349
      1919      -0.069541              0      -0.013328              0       -0.02497              0      -0.013328              0      -0.036797
      1920      -0.072241              0      -0.019537              0      -0.027366              0      -0.019537              0      -0.042184
      1921      -0.074649              0       -0.02568              0      -0.029669              0       -0.02568              0      -0.047465
      1922      -0.076781              0      -0.031703              0      -0.031868              0      -0.031703              0      -0.052596
      1923      -0.078657              0      -0.037553              0      -0.033953              0      -0.037553              0      -0.057533
      1924      -0.080296              0      -0.043177              0      -0.035914              0      -0.043177              0      -0.062232
      1925      -0.081717              0      -0.048524              0      -0.037742              0      -0.048524              0      -0.066649
      1926      -0.082942              0      -0.053546              0      -0.039429              0      -0.053546              0      -0.070742
      1927      -0.083991              0      -0.058197              0      -0.040965              0      -0.058197              0      -0.074471
      1928      -0.084885              0      -0.062433              0      -0.042344              0      -0.062433              0      -0.077799
      1929      -0.085642              0      -0.066214              0      -0.043559              0      -0.066214              0       -0.08069
      1930      -0.086283              0      -0.069506              0      -0.044604              0      -0.069506              0      -0.083112
      1931      -0.086823              0      -0.072275              0      -0.045473              0      -0.072275              0      -0.085036
      1932      -0.087278              0      -0.074496              0      -0.046161              0      -0.074496              0      -0.086437
      1933      -0.087662              0      -0.076146              0      -0.046666              0      -0.076146              0      -0.087294
      1934      -0.087985              0      -0.077207              0      -0.046985              0      -0.077207              0      -0.087591
      1935      -0.088257              0      -0.077668              0      -0.047115              0      -0.077668              0      -0.087315
      1936      -0.088483              0      -0.077523              0      -0.047055              0      -0.077523              0      -0.086461
      1937      -0.088667              0       -0.07677              0      -0.046805              0       -0.07677              0      -0.085025
      1938      -0.088809              0      -0.075414              0      -0.046367              0      -0.075414              0      -0.083011
      1939      -0.088905              0      -0.073465              0      -0.045741              0      -0.073465              0      -0.080428
      1940      -0.088951              0      -0.070939              0       -0.04493              0      -0.070939              0      -0.077287
      1941      -0.088937              0      -0.067855              0      -0.043937              0      -0.067855              0      -0.073608
      1942      -0.088852              0      -0.064242              0      -0.042767              0      -0.064242              0      -0.069413
