%     time           SY11           SY12           SY13           SY22           SY23           SY33
    0.2128              0              0    -1.0515e-21              0    -0.00065155              0
     0.213              0              0     -1.052e-21              0    -0.00061088              0
    0.2132              0              0    -1.0525e-21              0    -0.00056433              0
    0.2134              0              0     -1.053e-21              0     -0.0005123              0
    0.2136              0              0    -1.0534e-21              0    -0.00045527              0
    0.2138              0              0    -1.0539e-21              0     -0.0003938              0
     0.214              0              0    -1.0543e-21              0    -0.00032855              0
    0.2142              0              0    -1.0547e-21              0     -0.0002602              0
    0.2144              0              0    -1.0551e-21              0    -0.00018951              0
    0.2146              0              0    -1.0554e-21              0    -0.00011727              0
    0.2148              0              0    -1.0558e-21              0    -4.4293e-05              0
     0.215              0              0    -1.0561e-21              0     2.8598e-05              0
    0.2152              0              0    -1.0564e-21              0     0.00010058              0
    0.2154              0              0    -1.0567e-21              0     0.00017086              0
    0.2156              0              0    -1.0569e-21              0     0.00023865              0
    0.2158              0              0    -1.0571e-21              0     0.00030324              0
     0.216              0              0    -1.0574e-21              0     0.00036395              0
    0.2162              0              0    -1.0575e-21              0     0.00042018              0
    0.2164              0              0    -1.0577e-21              0     0.00047139              0
    0.2166              0              0    -1.0579e-21              0     0.00051715              0
    0.2168              0              0     -1.058e-21              0     0.00055709              0
     0.217              0              0    -1.0581e-21              0     0.00059096              0
    0.2172              0              0    -1.0582e-21              0     0.00061859              0
    0.2174              0              0    -1.0582e-21              0     0.00063991              0
    0.2176              0              0    -1.0583e-21              0     0.00065495              0
    0.2178              0              0    -1.0583e-21              0      0.0006638              0
     0.218              0              0    -1.0583e-21              0     0.00066668              0
    0.2182              0              0    -1.0582e-21              0     0.00066385              0
    0.2184              0              0    -1.0582e-21              0     0.00065566              0
    0.2186              0              0    -1.0581e-21              0     0.00064252              0
    0.2188              0              0     -1.058e-21              0     0.00062489              0
     0.219              0              0    -1.0578e-21              0     0.00060326              0
    0.2192              0              0    -1.0577e-21              0     0.00057816              0
    0.2194              0              0    -1.0575e-21              0     0.00055014              0
    0.2196              0              0    -1.0573e-21              0     0.00051975              0
    0.2198              0              0    -1.0571e-21              0     0.00048754              0
      0.22              0              0    -1.0568e-21              0     0.00045405              0
    0.2202              0              0    -1.0566e-21              0      0.0004198              0
    0.2204              0              0    -1.0563e-21              0     0.00038528              0
    0.2206              0              0    -1.0559e-21              0     0.00035094              0
    0.2208              0              0    -1.0556e-21              0     0.00031719              0
     0.221              0              0    -1.0552e-21              0      0.0002844              0
    0.2212              0              0    -1.0549e-21              0     0.00025289              0
    0.2214              0              0    -1.0545e-21              0     0.00022292              0
    0.2216              0              0     -1.054e-21              0     0.00019471              0
    0.2218              0              0    -1.0536e-21              0     0.00016843              0
     0.222              0              0    -1.0531e-21              0     0.00014418              0
    0.2222              0              0    -1.0526e-21              0     0.00012204              0
    0.2224              0              0    -1.0521e-21              0     0.00010203              0
    0.2226              0              0    -1.0516e-21              0     8.4127e-05              0
    0.2228              0              0    -1.0511e-21              0     6.8293e-05              0
     0.223              0              0    -1.0505e-21              0     5.4442e-05              0
    0.2232              0              0    -1.0499e-21              0     4.2469e-05              0
    0.2234              0              0    -1.0493e-21              0     3.2245e-05              0
    0.2236              0              0    -1.0487e-21              0     2.3631e-05              0
    0.2238              0              0    -1.0481e-21              0     1.6475e-05              0
     0.224              0              0    -1.0475e-21              0     1.0618e-05              0
    0.2242              0              0    -1.0468e-21              0     5.9012e-06              0
    0.2244              0              0    -1.0461e-21              0     2.1684e-06              0
