%        w            U11            U12            U13            U21            U22            U23            U31            U32            U33
       488    -1.0239e-10              0     1.2016e-10              0    -5.0032e-11              0     1.5694e-10              0    -2.7194e-10
       489    -1.0407e-10              0     1.2379e-10              0    -5.7689e-11              0     1.3662e-10              0     -2.958e-10
       490     -1.051e-10              0      1.263e-10              0    -6.5174e-11              0      1.151e-10              0    -3.1687e-10
       491    -1.0551e-10              0     1.2765e-10              0    -7.2387e-11              0     9.2572e-11              0    -3.3492e-10
       492    -1.0534e-10              0     1.2776e-10              0    -7.9225e-11              0     6.9249e-11              0    -3.4973e-10
       493    -1.0465e-10              0     1.2661e-10              0    -8.5586e-11              0     4.5342e-11              0    -3.6114e-10
       494    -1.0348e-10              0     1.2414e-10              0    -9.1369e-11              0     2.1067e-11              0      -3.69e-10
       495    -1.0189e-10              0     1.2035e-10              0    -9.6476e-11              0     -3.353e-12              0    -3.7321e-10
       496    -9.9921e-11              0     1.1523e-10              0    -1.0081e-10              0    -2.7699e-11              0    -3.7368e-10
       497    -9.7645e-11              0     1.0878e-10              0    -1.0429e-10              0    -5.1751e-11              0     -3.704e-10
       498    -9.5113e-11              0     1.0102e-10              0    -1.0683e-10              0    -7.5294e-11              0    -3.6336e-10
       499    -9.2383e-11              0     9.1996e-11              0    -1.0835e-10              0    -9.8118e-11              0     -3.526e-10
       500     -8.951e-11              0     8.1746e-11              0     -1.088e-10              0    -1.2002e-10              0    -3.3822e-10
       501     -8.655e-11              0     7.0336e-11              0    -1.0811e-10              0    -1.4082e-10              0    -3.2032e-10
       502    -8.3556e-11              0     5.7841e-11              0    -1.0625e-10              0    -1.6032e-10              0    -2.9907e-10
       503    -8.0577e-11              0      4.435e-11              0     -1.032e-10              0    -1.7836e-10              0    -2.7465e-10
       504     -7.766e-11              0     2.9963e-11              0    -9.8921e-11              0    -1.9479e-10              0    -2.4731e-10
       505    -7.4849e-11              0     1.4791e-11              0    -9.3427e-11              0    -2.0947e-10              0    -2.1728e-10
       506    -7.2182e-11              0    -1.0429e-12              0    -8.6728e-11              0    -2.2228e-10              0    -1.8487e-10
       507    -6.9694e-11              0    -1.7407e-11              0     -7.885e-11              0    -2.3313e-10              0    -1.5038e-10
       508    -6.7415e-11              0    -3.4162e-11              0    -6.9837e-11              0    -2.4193e-10              0    -1.1417e-10
       509    -6.5368e-11              0     -5.116e-11              0    -5.9745e-11              0    -2.4862e-10              0    -7.6574e-11
       510    -6.3573e-11              0    -6.8249e-11              0    -4.8648e-11              0    -2.5315e-10              0    -3.7986e-11
       511    -6.2043e-11              0    -8.5272e-11              0     -3.663e-11              0    -2.5551e-10              0     1.2101e-12
       512    -6.0785e-11              0    -1.0207e-10              0    -2.3792e-11              0     -2.557e-10              0     4.0613e-11
       513    -5.9803e-11              0    -1.1848e-10              0    -1.0247e-11              0    -2.5374e-10              0     7.9819e-11
       514    -5.9091e-11              0    -1.3435e-10              0     3.8807e-12              0    -2.4966e-10              0     1.1842e-10
       515    -5.8642e-11              0    -1.4951e-10              0     1.8456e-11              0    -2.4353e-10              0     1.5602e-10
       516     -5.844e-11              0    -1.6381e-10              0     3.3333e-11              0    -2.3542e-10              0     1.9222e-10
       517    -5.8467e-11              0     -1.771e-10              0     4.8361e-11              0    -2.2543e-10              0     2.2663e-10
       518    -5.8698e-11              0    -1.8925e-10              0     6.3378e-11              0    -2.1367e-10              0     2.5888e-10
       519    -5.9104e-11              0     -2.001e-10              0     7.8222e-11              0    -2.0028e-10              0     2.8863e-10
       520    -5.9654e-11              0    -2.0955e-10              0     9.2724e-11              0    -1.8538e-10              0     3.1556e-10
       521     -6.031e-11              0    -2.1747e-10              0     1.0672e-10              0    -1.6914e-10              0     3.3935e-10
       522    -6.1035e-11              0    -2.2377e-10              0     1.2003e-10              0    -1.5172e-10              0     3.5974e-10
       523    -6.1785e-11              0    -2.2835e-10              0     1.3251e-10              0     -1.333e-10              0      3.765e-10
       524    -6.2519e-11              0    -2.3115e-10              0     1.4398e-10              0    -1.1405e-10              0     3.8942e-10
       525    -6.3189e-11              0    -2.3211e-10              0      1.543e-10              0    -9.4171e-11              0     3.9835e-10
       526    -6.3752e-11              0    -2.3118e-10              0     1.6332e-10              0    -7.3843e-11              0     4.0315e-10
       527     -6.416e-11              0    -2.2835e-10              0      1.709e-10              0    -5.3262e-11              0     4.0375e-10
       528    -6.4369e-11              0     -2.236e-10              0     1.7692e-10              0    -3.2619e-11              0      4.001e-10
       529    -6.4333e-11              0    -2.1694e-10              0     1.8128e-10              0    -1.2104e-11              0     3.9223e-10
       530     -6.401e-11              0    -2.0841e-10              0     1.8389e-10              0     8.0977e-12              0     3.8017e-10
       531    -6.3359e-11              0    -1.9806e-10              0     1.8465e-10              0     2.7806e-11              0     3.6402e-10
       532    -6.2341e-11              0    -1.8593e-10              0     1.8353e-10              0      4.685e-11              0     3.4391e-10
       533    -6.0922e-11              0    -1.7213e-10              0     1.8047e-10              0     6.5065e-11              0     3.2003e-10
       534     -5.907e-11              0    -1.5674e-10              0     1.7547e-10              0     8.2299e-11              0     2.9258e-10
       535    -5.6758e-11              0    -1.3988e-10              0     1.6851e-10              0     9.8413e-11              0     2.6184e-10
       536    -5.3963e-11              0    -1.2168e-10              0     1.5964e-10              0     1.1328e-10              0     2.2809e-10
       537    -5.0668e-11              0    -1.0228e-10              0     1.4889e-10              0     1.2678e-10              0     1.9167e-10
       538    -4.6859e-11              0    -8.1829e-11              0     1.3633e-10              0     1.3883e-10              0     1.5291e-10
       539     -4.253e-11              0    -6.0504e-11              0     1.2204e-10              0     1.4934e-10              0     1.1223e-10
       540    -3.7677e-11              0    -3.8476e-11              0     1.0614e-10              0     1.5824e-10              0     7.0008e-11
       541    -3.2306e-11              0    -1.5931e-11              0     8.8753e-11              0      1.655e-10              0     2.6686e-11
       542    -2.6425e-11              0     6.9405e-12              0     7.0029e-11              0     1.7107e-10              0    -1.7299e-11
       543    -2.0049e-11              0     2.9944e-11              0     5.0132e-11              0     1.7495e-10              0    -6.1495e-11
       544      -1.32e-11              0     5.2879e-11              0     2.9244e-11              0     1.7714e-10              0    -1.0544e-10
       545    -5.9018e-12              0     7.5548e-11              0     7.5623e-12              0     1.7767e-10              0    -1.4869e-10
       546     1.8127e-12              0     9.7751e-11              0    -1.4705e-11              0     1.7656e-10              0    -1.9077e-10
       547     9.9073e-12              0     1.1929e-10              0    -3.7336e-11              0     1.7388e-10              0    -2.3124e-10
       548     1.8341e-11              0     1.3998e-10              0    -6.0104e-11              0     1.6969e-10              0    -2.6968e-10
       549     2.7069e-11              0     1.5963e-10              0    -8.2772e-11              0     1.6408e-10              0    -3.0565e-10
       550      3.604e-11              0     1.7807e-10              0     -1.051e-10              0     1.5714e-10              0    -3.3878e-10
       551     4.5203e-11              0     1.9513e-10              0    -1.2685e-10              0     1.4898e-10              0    -3.6869e-10
       552     5.4501e-11              0     2.1065e-10              0    -1.4779e-10              0     1.3972e-10              0    -3.9503e-10
       553     6.3875e-11              0     2.2449e-10              0    -1.6767e-10              0     1.2948e-10              0    -4.1752e-10
       554     7.3264e-11              0     2.3654e-10              0    -1.8627e-10              0      1.184e-10              0    -4.3588e-10
       555     8.2607e-11              0     2.4667e-10              0    -2.0337e-10              0     1.0662e-10              0    -4.4989e-10
       556      9.184e-11              0     2.5479e-10              0    -2.1875e-10              0     9.4288e-11              0    -4.5936e-10
       557      1.009e-10              0     2.6083e-10              0    -2.3223e-10              0     8.1546e-11              0    -4.6415e-10
       558     1.0972e-10              0     2.6474e-10              0    -2.4363e-10              0     6.8546e-11              0    -4.6418e-10
       559     1.1824e-10              0     2.6647e-10              0    -2.5279e-10              0     5.5435e-11              0    -4.5939e-10
       560      1.264e-10              0     2.6601e-10              0    -2.5957e-10              0     4.2359e-11              0    -4.4981e-10
       561     1.3414e-10              0     2.6336e-10              0    -2.6385e-10              0     2.9462e-11              0    -4.3548e-10
       562      1.414e-10              0     2.5855e-10              0    -2.6554e-10              0     1.6881e-11              0     -4.165e-10
       563     1.4813e-10              0     2.5162e-10              0    -2.6458e-10              0     4.7455e-12              0    -3.9304e-10
       564     1.5427e-10              0     2.4264e-10              0    -2.6092e-10              0    -6.8202e-12              0    -3.6528e-10
       565     1.5979e-10              0     2.3169e-10              0    -2.5456e-10              0    -1.7703e-11              0    -3.3348e-10
       566     1.6463e-10              0     2.1887e-10              0    -2.4551e-10              0    -2.7799e-11              0    -2.9793e-10
       567     1.6876e-10              0     2.0431e-10              0    -2.3381e-10              0    -3.7017e-11              0    -2.5894e-10
       568     1.7214e-10              0     1.8813e-10              0    -2.1954e-10              0    -4.5275e-11              0    -2.1691e-10
       569     1.7474e-10              0     1.7049e-10              0     -2.028e-10              0    -5.2508e-11              0    -1.7221e-10
       570     1.7655e-10              0     1.5155e-10              0    -1.8372e-10              0     -5.866e-11              0    -1.2529e-10
       571     1.7754e-10              0      1.315e-10              0    -1.6245e-10              0    -6.3692e-11              0    -7.6607e-11
       572      1.777e-10              0     1.1052e-10              0    -1.3918e-10              0    -6.7577e-11              0    -2.6634e-11
       573     1.7703e-10              0     8.8802e-11              0    -1.1411e-10              0    -7.0304e-11              0      2.413e-11
       574     1.7552e-10              0     6.6556e-11              0    -8.7462e-11              0    -7.1874e-11              0     7.5177e-11
       575     1.7317e-10              0     4.3989e-11              0    -5.9493e-11              0    -7.2303e-11              0     1.2599e-10
       576        1.7e-10              0     2.1312e-11              0    -3.0464e-11              0     -7.162e-11              0     1.7606e-10
       577     1.6603e-10              0    -1.2655e-12              0    -6.5637e-13              0    -6.9868e-11              0     2.2486e-10
       578     1.6126e-10              0    -2.3532e-11              0     2.9638e-11              0    -6.7101e-11              0      2.719e-10
       579     1.5573e-10              0    -4.5281e-11              0     6.0116e-11              0    -6.3385e-11              0     3.1668e-10
       580     1.4946e-10              0    -6.6311e-11              0     9.0468e-11              0    -5.8795e-11              0     3.5874e-10
       581      1.425e-10              0    -8.6429e-11              0     1.2038e-10              0    -5.3418e-11              0     3.9762e-10
       582     1.3486e-10              0    -1.0545e-10              0     1.4955e-10              0    -4.7347e-11              0     4.3291e-10
       583     1.2661e-10              0    -1.2321e-10              0     1.7765e-10              0    -4.0685e-11              0     4.6422e-10
       584     1.1777e-10              0    -1.3953e-10              0     2.0439e-10              0    -3.3539e-11              0     4.9121e-10
       585     1.0841e-10              0    -1.5428e-10              0     2.2947e-10              0    -2.6019e-11              0     5.1357e-10
       586     9.8557e-11              0    -1.6734e-10              0     2.5262e-10              0    -1.8242e-11              0     5.3104e-10
       587     8.8274e-11              0    -1.7857e-10              0     2.7356e-10              0    -1.0324e-11              0      5.434e-10
       588      7.761e-11              0     -1.879e-10              0     2.9205e-10              0    -2.3817e-12              0      5.505e-10
       589      6.662e-11              0    -1.9526e-10              0     3.0788e-10              0      5.468e-12              0     5.5221e-10
       590     5.5358e-11              0    -2.0058e-10              0     3.2083e-10              0     1.3112e-11              0     5.4848e-10
       591     4.3876e-11              0    -2.0383e-10              0     3.3074e-10              0     2.0439e-11              0      5.393e-10
       592     3.2231e-11              0    -2.0501e-10              0     3.3747e-10              0     2.7345e-11              0     5.2473e-10
       593     2.0473e-11              0    -2.0412e-10              0      3.409e-10              0      3.373e-11              0     5.0487e-10
       594     8.6574e-12              0     -2.012e-10              0     3.4095e-10              0     3.9504e-11              0     4.7987e-10
       595    -3.1664e-12              0    -1.9629e-10              0     3.3758e-10              0     4.4583e-11              0     4.4996e-10
       596    -1.4948e-11              0    -1.8947e-10              0     3.3078e-10              0     4.8893e-11              0     4.1538e-10
       597    -2.6641e-11              0    -1.8083e-10              0     3.2057e-10              0     5.2369e-11              0     3.7646e-10
       598    -3.8198e-11              0    -1.7048e-10              0     3.0702e-10              0     5.4961e-11              0     3.3354e-10
       599    -4.9576e-11              0    -1.5854e-10              0     2.9021e-10              0     5.6624e-11              0     2.8703e-10
       600    -6.0734e-11              0    -1.4517e-10              0     2.7028e-10              0     5.7331e-11              0     2.3736e-10
       601    -7.1635e-11              0    -1.3051e-10              0     2.4739e-10              0     5.7063e-11              0       1.85e-10
       602    -8.2241e-11              0    -1.1474e-10              0     2.2173e-10              0     5.5815e-11              0     1.3046e-10
       603     -9.252e-11              0    -9.8047e-11              0     1.9355e-10              0     5.3594e-11              0     7.4252e-11
       604    -1.0244e-10              0    -8.0613e-11              0     1.6309e-10              0     5.0419e-11              0     1.6929e-11
       605    -1.1198e-10              0     -6.264e-11              0     1.3063e-10              0     4.6321e-11              0    -4.0951e-11
       606     -1.211e-10              0    -4.4331e-11              0     9.6482e-11              0     4.1343e-11              0     -9.882e-11
       607     -1.298e-10              0    -2.5894e-11              0     6.0977e-11              0     3.5537e-11              0    -1.5611e-10
       608    -1.3804e-10              0     -7.536e-12              0     2.4459e-11              0     2.8969e-11              0    -2.1224e-10
       609     -1.458e-10              0     1.0537e-11              0    -1.2713e-11              0     2.1711e-11              0    -2.6666e-10
       610    -1.5308e-10              0     2.8122e-11              0    -5.0167e-11              0     1.3845e-11              0    -3.1883e-10
       611    -1.5986e-10              0     4.5021e-11              0    -8.7524e-11              0     5.4613e-12              0    -3.6821e-10
       612    -1.6613e-10              0     6.1047e-11              0     -1.244e-10              0    -3.3446e-12              0    -4.1431e-10
       613    -1.7188e-10              0     7.6018e-11              0    -1.6042e-10              0    -1.2471e-11              0    -4.5664e-10
       614    -1.7709e-10              0     8.9768e-11              0    -1.9521e-10              0    -2.1811e-11              0    -4.9479e-10
       615    -1.8176e-10              0     1.0214e-10              0    -2.2839e-10              0    -3.1256e-11              0    -5.2834e-10
       616    -1.8588e-10              0       1.13e-10              0    -2.5961e-10              0    -4.0696e-11              0    -5.5695e-10
       617    -1.8946e-10              0     1.2222e-10              0    -2.8854e-10              0    -5.0018e-11              0    -5.8031e-10
       618    -1.9247e-10              0      1.297e-10              0    -3.1484e-10              0    -5.9112e-11              0    -5.9817e-10
       619    -1.9492e-10              0     1.3535e-10              0    -3.3823e-10              0     -6.787e-11              0    -6.1033e-10
       620     -1.968e-10              0     1.3911e-10              0    -3.5845e-10              0    -7.6187e-11              0    -6.1663e-10
       621    -1.9811e-10              0     1.4094e-10              0    -3.7524e-10              0    -8.3961e-11              0      -6.17e-10
       622    -1.9884e-10              0      1.408e-10              0     -3.884e-10              0    -9.1097e-11              0    -6.1141e-10
       623      -1.99e-10              0     1.3871e-10              0    -3.9776e-10              0    -9.7508e-11              0    -5.9988e-10
       624    -1.9856e-10              0     1.3468e-10              0     -4.032e-10              0    -1.0311e-10              0    -5.8251e-10
       625    -1.9754e-10              0     1.2876e-10              0     -4.046e-10              0    -1.0784e-10              0    -5.5944e-10
       626    -1.9592e-10              0       1.21e-10              0    -4.0193e-10              0    -1.1162e-10              0    -5.3088e-10
       627     -1.937e-10              0      1.115e-10              0    -3.9516e-10              0    -1.1442e-10              0    -4.9709e-10
       628    -1.9087e-10              0     1.0035e-10              0    -3.8433e-10              0    -1.1617e-10              0    -4.5838e-10
       629    -1.8744e-10              0     8.7691e-11              0    -3.6951e-10              0    -1.1686e-10              0    -4.1512e-10
       630    -1.8339e-10              0     7.3654e-11              0     -3.508e-10              0    -1.1647e-10              0    -3.6773e-10
       631    -1.7872e-10              0     5.8398e-11              0    -3.2837e-10              0    -1.1499e-10              0    -3.1664e-10
       632    -1.7343e-10              0     4.2095e-11              0    -3.0241e-10              0    -1.1242e-10              0    -2.6236e-10
       633    -1.6752e-10              0     2.4931e-11              0    -2.7315e-10              0    -1.0878e-10              0    -2.0541e-10
       634    -1.6098e-10              0     7.0999e-12              0    -2.4085e-10              0     -1.041e-10              0    -1.4634e-10
       635    -1.5382e-10              0    -1.1192e-11              0    -2.0583e-10              0    -9.8424e-11              0    -8.5736e-11
       636    -1.4603e-10              0    -2.9734e-11              0     -1.684e-10              0    -9.1793e-11              0    -2.4182e-11
       637    -1.3761e-10              0    -4.8311e-11              0    -1.2895e-10              0    -8.4272e-11              0     3.7713e-11
       638    -1.2859e-10              0    -6.6704e-11              0    -8.7834e-11              0     -7.593e-11              0      9.934e-11
       639    -1.1895e-10              0    -8.4695e-11              0    -4.5477e-11              0    -6.6848e-11              0     1.6009e-10
       640    -1.0871e-10              0    -1.0207e-10              0    -2.2939e-12              0    -5.7112e-11              0     2.1936e-10
       641    -9.7881e-11              0    -1.1862e-10              0      4.128e-11              0    -4.6816e-11              0     2.7656e-10
       642    -8.6484e-11              0    -1.3413e-10              0     8.4803e-11              0     -3.606e-11              0     3.3112e-10
       643    -7.4537e-11              0    -1.4842e-10              0     1.2783e-10              0    -2.4949e-11              0      3.825e-10
       644    -6.2062e-11              0     -1.613e-10              0     1.6991e-10              0    -1.3592e-11              0     4.3018e-10
       645    -4.9086e-11              0     -1.726e-10              0     2.1062e-10              0    -2.0981e-12              0     4.7369e-10
       646    -3.5642e-11              0    -1.8218e-10              0     2.4952e-10              0      9.419e-12              0     5.1257e-10
       647    -2.1765e-11              0    -1.8988e-10              0      2.862e-10              0     2.0848e-11              0     5.4645e-10
       648    -7.4938e-12              0    -1.9559e-10              0     3.2026e-10              0     3.2077e-11              0     5.7498e-10
       649     7.1264e-12              0    -1.9922e-10              0     3.5134e-10              0     4.2998e-11              0     5.9786e-10
       650     2.2047e-11              0    -2.0069e-10              0     3.7909e-10              0     5.3506e-11              0     6.1486e-10
       651     3.7215e-11              0    -1.9993e-10              0      4.032e-10              0     6.3501e-11              0      6.258e-10
       652     5.2574e-11              0    -1.9693e-10              0     4.2339e-10              0     7.2888e-11              0     6.3057e-10
       653     6.8061e-11              0    -1.9167e-10              0     4.3943e-10              0      8.158e-11              0     6.2912e-10
       654     8.3612e-11              0    -1.8417e-10              0     4.5111e-10              0     8.9497e-11              0     6.2144e-10
       655     9.9156e-11              0    -1.7446e-10              0     4.5828e-10              0     9.6566e-11              0      6.076e-10
       656     1.1462e-10              0    -1.6262e-10              0     4.6083e-10              0     1.0273e-10              0     5.8775e-10
       657     1.2993e-10              0    -1.4872e-10              0      4.587e-10              0     1.0793e-10              0     5.6207e-10
       658     1.4501e-10              0    -1.3288e-10              0     4.5187e-10              0     1.1213e-10              0     5.3082e-10
       659     1.5978e-10              0    -1.1522e-10              0     4.4037e-10              0     1.1529e-10              0     4.9429e-10
       660     1.7415e-10              0    -9.5895e-11              0     4.2428e-10              0     1.1741e-10              0     4.5286e-10
       661     1.8803e-10              0    -7.5077e-11              0     4.0373e-10              0     1.1846e-10              0     4.0693e-10
       662     2.0136e-10              0    -5.2951e-11              0      3.789e-10              0     1.1845e-10              0     3.5696e-10
       663     2.1403e-10              0    -2.9721e-11              0     3.5001e-10              0      1.174e-10              0     3.0345e-10
       664     2.2597e-10              0    -5.6013e-12              0     3.1731e-10              0     1.1534e-10              0     2.4693e-10
       665      2.371e-10              0     1.9179e-11              0     2.8112e-10              0     1.1229e-10              0     1.8798e-10
       666     2.4733e-10              0     4.4382e-11              0     2.4178e-10              0     1.0831e-10              0     1.2717e-10
       667     2.5658e-10              0     6.9764e-11              0     1.9966e-10              0     1.0344e-10              0     6.5133e-11
       668     2.6478e-10              0     9.5076e-11              0     1.5518e-10              0     9.7765e-11              0     2.4786e-12
       669     2.7186e-10              0     1.2007e-10              0     1.0877e-10              0     9.1346e-11              0    -6.0156e-11
       670     2.7775e-10              0     1.4449e-10              0     6.0897e-11              0     8.4266e-11              0    -1.2214e-10
       671      2.824e-10              0     1.6809e-10              0     1.2033e-11              0     7.6611e-11              0    -1.8285e-10
       672     2.8574e-10              0     1.9062e-10              0    -3.7327e-11              0     6.8474e-11              0    -2.4166e-10
       673     2.8772e-10              0     2.1187e-10              0    -8.6682e-11              0      5.995e-11              0    -2.9798e-10
       674     2.8831e-10              0     2.3159e-10              0    -1.3553e-10              0      5.114e-11              0    -3.5125e-10
       675     2.8748e-10              0     2.4958e-10              0    -1.8336e-10              0     4.2145e-11              0    -4.0091e-10
       676     2.8519e-10              0     2.6564e-10              0    -2.2968e-10              0     3.3067e-11              0    -4.4646e-10
       677     2.8143e-10              0     2.7959e-10              0    -2.7401e-10              0     2.4007e-11              0    -4.8744e-10
       678     2.7619e-10              0     2.9128e-10              0    -3.1587e-10              0     1.5068e-11              0    -5.2343e-10
       679     2.6948e-10              0     3.0056e-10              0    -3.5482e-10              0     6.3452e-12              0    -5.5406e-10
       680      2.613e-10              0     3.0731e-10              0    -3.9045e-10              0     -2.066e-12              0      -5.79e-10
       681     2.5169e-10              0     3.1145e-10              0    -4.2235e-10              0    -1.0076e-11              0    -5.9802e-10
       682     2.4066e-10              0     3.1289e-10              0    -4.5019e-10              0    -1.7603e-11              0     -6.109e-10
       683     2.2826e-10              0      3.116e-10              0    -4.7364e-10              0    -2.4568e-11              0    -6.1752e-10
       684     2.1455e-10              0     3.0756e-10              0    -4.9243e-10              0    -3.0904e-11              0    -6.1779e-10
       685     1.9957e-10              0     3.0077e-10              0    -5.0635e-10              0    -3.6549e-11              0    -6.1172e-10
       686     1.8341e-10              0     2.9127e-10              0     -5.152e-10              0    -4.1451e-11              0    -5.9936e-10
       687     1.6614e-10              0     2.7913e-10              0    -5.1887e-10              0    -4.5568e-11              0    -5.8082e-10
       688     1.4785e-10              0     2.6442e-10              0    -5.1728e-10              0    -4.8868e-11              0     -5.563e-10
       689     1.2864e-10              0     2.4726e-10              0    -5.1041e-10              0    -5.1329e-11              0    -5.2604e-10
       690     1.0861e-10              0     2.2778e-10              0     -4.983e-10              0    -5.2939e-11              0    -4.9034e-10
       691     8.7876e-11              0     2.0615e-10              0    -4.8102e-10              0    -5.3698e-11              0    -4.4956e-10
       692     6.6547e-11              0     1.8254e-10              0    -4.5873e-10              0    -5.3616e-11              0    -4.0412e-10
       693     4.4752e-11              0     1.5716e-10              0     -4.316e-10              0    -5.2712e-11              0    -3.5447e-10
       694     2.2617e-11              0     1.3022e-10              0     -3.999e-10              0    -5.1017e-11              0    -3.0112e-10
       695     2.7392e-13              0     1.0196e-10              0     -3.639e-10              0    -4.8571e-11              0    -2.4461e-10
       696    -2.2142e-11              0     7.2621e-11              0    -3.2395e-10              0    -4.5423e-11              0    -1.8552e-10
       697    -4.4496e-11              0     4.2467e-11              0    -2.8043e-10              0    -4.1632e-11              0    -1.2445e-10
       698    -6.6649e-11              0     1.1765e-11              0    -2.3375e-10              0    -3.7263e-11              0    -6.2026e-11
       699    -8.8466e-11              0     -1.921e-11              0    -1.8437e-10              0    -3.2389e-11              0     1.1169e-12
       700    -1.0981e-10              0     -5.018e-11              0    -1.3278e-10              0    -2.7088e-11              0      6.433e-11
       701    -1.3054e-10              0    -8.0865e-11              0    -7.9488e-11              0    -2.1446e-11              0     1.2696e-10
       702    -1.5054e-10              0    -1.1099e-10              0    -2.5022e-11              0    -1.5551e-11              0     1.8837e-10
       703    -1.6968e-10              0    -1.4028e-10              0     3.0068e-11              0    -9.4932e-12              0     2.4793e-10
       704    -1.8783e-10              0    -1.6846e-10              0     8.5226e-11              0    -3.3677e-12              0     3.0501e-10
       705    -2.0488e-10              0    -1.9529e-10              0     1.3989e-10              0     2.7315e-12              0     3.5903e-10
       706    -2.2072e-10              0    -2.2051e-10              0      1.935e-10              0     8.7101e-12              0     4.0944e-10
       707    -2.3526e-10              0    -2.4391e-10              0     2.4551e-10              0     1.4475e-11              0     4.5569e-10
       708     -2.484e-10              0    -2.6525e-10              0     2.9538e-10              0     1.9937e-11              0     4.9731e-10
       709    -2.6006e-10              0    -2.8436e-10              0     3.4258e-10              0     2.5008e-11              0     5.3387e-10
       710    -2.7018e-10              0    -3.0105e-10              0     3.8662e-10              0     2.9607e-11              0     5.6498e-10
       711    -2.7868e-10              0    -3.1518e-10              0     4.2703e-10              0     3.3658e-11              0     5.9031e-10
       712    -2.8553e-10              0    -3.2661e-10              0     4.6338e-10              0      3.709e-11              0     6.0958e-10
       713    -2.9068e-10              0    -3.3526e-10              0     4.9527e-10              0     3.9842e-11              0     6.2259e-10
       714    -2.9412e-10              0    -3.4103e-10              0     5.2236e-10              0      4.186e-11              0     6.2918e-10
       715    -2.9582e-10              0    -3.4389e-10              0     5.4433e-10              0     4.3099e-11              0     6.2928e-10
       716    -2.9579e-10              0    -3.4381e-10              0     5.6094e-10              0     4.3524e-11              0     6.2287e-10
       717    -2.9404e-10              0     -3.408e-10              0     5.7198e-10              0     4.3109e-11              0        6.1e-10
       718     -2.906e-10              0    -3.3489e-10              0     5.7731e-10              0     4.1841e-11              0     5.9079e-10
       719     -2.855e-10              0    -3.2615e-10              0     5.7685e-10              0     3.9714e-11              0     5.6541e-10
       720    -2.7879e-10              0    -3.1466e-10              0     5.7055e-10              0     3.6736e-11              0     5.3412e-10
       721    -2.7053e-10              0    -3.0054e-10              0     5.5845e-10              0     3.2923e-11              0     4.9722e-10
       722     -2.608e-10              0    -2.8392e-10              0     5.4065e-10              0     2.8305e-11              0     4.5507e-10
       723    -2.4967e-10              0    -2.6497e-10              0     5.1729e-10              0      2.292e-11              0      4.081e-10
       724    -2.3724e-10              0    -2.4388e-10              0     4.8857e-10              0     1.6816e-11              0     3.5676e-10
       725     -2.236e-10              0    -2.2084e-10              0     4.5475e-10              0     1.0052e-11              0     3.0157e-10
       726    -2.0886e-10              0    -1.9608e-10              0     4.1615e-10              0     2.6951e-12              0     2.4309e-10
       727    -1.9315e-10              0    -1.6984e-10              0     3.7314e-10              0    -5.1796e-12              0      1.819e-10
       728    -1.7657e-10              0    -1.4236e-10              0     3.2613e-10              0    -1.3489e-11              0     1.1862e-10
       729    -1.5926e-10              0    -1.1391e-10              0     2.7556e-10              0    -2.2143e-11              0     5.3899e-11
       730    -1.4135e-10              0    -8.4755e-11              0     2.2194e-10              0    -3.1047e-11              0     -1.162e-11
       731    -1.2297e-10              0    -5.5176e-11              0     1.6579e-10              0      -4.01e-11              0    -7.7266e-11
       732    -1.0426e-10              0    -2.5449e-11              0     1.0767e-10              0      -4.92e-11              0    -1.4237e-10
       733    -8.5359e-11              0     4.1475e-12              0     4.8146e-11              0     -5.824e-11              0    -2.0627e-10
       734    -6.6393e-11              0     3.3337e-11              0    -1.2175e-11              0    -6.7114e-11              0    -2.6832e-10
       735    -4.7503e-11              0      6.185e-11              0     -7.269e-11              0    -7.5714e-11              0    -3.2787e-10
       736     -2.882e-11              0     8.9422e-11              0    -1.3279e-10              0    -8.3934e-11              0    -3.8431e-10
       737    -1.0472e-11              0      1.158e-10              0    -1.9186e-10              0    -9.1672e-11              0    -4.3707e-10
       738     7.4157e-12              0     1.4075e-10              0     -2.493e-10              0    -9.8826e-11              0     -4.856e-10
       739     2.4726e-11              0     1.6404e-10              0    -3.0451e-10              0     -1.053e-10              0    -5.2939e-10
       740     4.1348e-11              0     1.8547e-10              0    -3.5694e-10              0    -1.1101e-10              0    -5.6799e-10
       741     5.7176e-11              0     2.0485e-10              0    -4.0603e-10              0    -1.1587e-10              0    -6.0099e-10
       742     7.2117e-11              0     2.2201e-10              0    -4.5128e-10              0     -1.198e-10              0    -6.2804e-10
       743     8.6083e-11              0     2.3682e-10              0     -4.922e-10              0    -1.2274e-10              0    -6.4886e-10
       744     9.8997e-11              0     2.4914e-10              0    -5.2837e-10              0    -1.2463e-10              0    -6.6321e-10
       745     1.1079e-10              0      2.589e-10              0    -5.5938e-10              0    -1.2543e-10              0    -6.7094e-10
       746     1.2142e-10              0     2.6602e-10              0    -5.8492e-10              0     -1.251e-10              0    -6.7195e-10
       747     1.3082e-10              0     2.7046e-10              0    -6.0469e-10              0    -1.2361e-10              0    -6.6621e-10
       748     1.3897e-10              0      2.722e-10              0    -6.1846e-10              0    -1.2095e-10              0    -6.5376e-10
       749     1.4585e-10              0     2.7127e-10              0    -6.2607e-10              0    -1.1713e-10              0    -6.3471e-10
       750     1.5144e-10              0      2.677e-10              0    -6.2742e-10              0    -1.1214e-10              0    -6.0924e-10
