%     time           SX11           SX12           SX13           SX22           SX23           SX33
    0.2262              0              0    -8.7096e-06              0              0              0
    0.2264              0              0    -9.1106e-06              0              0              0
    0.2266              0              0    -9.5494e-06              0              0              0
    0.2268              0              0    -1.0045e-05              0              0              0
     0.227              0              0    -1.0608e-05              0              0              0
    0.2272              0              0     -1.124e-05              0              0              0
    0.2274              0              0    -1.1938e-05              0              0              0
    0.2276              0              0    -1.2692e-05              0              0              0
    0.2278              0              0     -1.349e-05              0              0              0
     0.228              0              0    -1.4317e-05              0              0              0
    0.2282              0              0    -1.5153e-05              0              0              0
    0.2284              0              0    -1.5982e-05              0              0              0
    0.2286              0              0    -1.6784e-05              0              0              0
    0.2288              0              0    -1.7541e-05              0              0              0
     0.229              0              0    -1.8234e-05              0              0              0
    0.2292              0              0    -1.8849e-05              0              0              0
    0.2294              0              0    -1.9368e-05              0              0              0
    0.2296              0              0    -1.9779e-05              0              0              0
    0.2298              0              0    -2.0069e-05              0              0              0
      0.23              0              0    -2.0228e-05              0              0              0
    0.2302              0              0    -2.0247e-05              0              0              0
    0.2304              0              0    -2.0119e-05              0              0              0
    0.2306              0              0    -1.9839e-05              0              0              0
    0.2308              0              0    -1.9401e-05              0              0              0
     0.231              0              0    -1.8804e-05              0              0              0
    0.2312              0              0    -1.8045e-05              0              0              0
    0.2314              0              0    -1.7126e-05              0              0              0
    0.2316              0              0    -1.6047e-05              0              0              0
    0.2318              0              0    -1.4812e-05              0              0              0
     0.232              0              0    -1.3424e-05              0              0              0
    0.2322              0              0    -1.1889e-05              0              0              0
    0.2324              0              0    -1.0214e-05              0              0              0
    0.2326              0              0    -8.4081e-06              0              0              0
    0.2328              0              0    -6.4797e-06              0              0              0
     0.233              0              0    -4.4403e-06              0              0              0
    0.2332              0              0     -2.302e-06              0              0              0
    0.2334              0              0    -7.8219e-08              0              0              0
    0.2336              0              0     2.2166e-06              0              0              0
    0.2338              0              0     4.5669e-06              0              0              0
     0.234              0              0     6.9567e-06              0              0              0
    0.2342              0              0     9.3691e-06              0              0              0
    0.2344              0              0     1.1787e-05              0              0              0
    0.2346              0              0     1.4193e-05              0              0              0
    0.2348              0              0     1.6571e-05              0              0              0
     0.235              0              0     1.8903e-05              0              0              0
    0.2352              0              0     2.1175e-05              0              0              0
    0.2354              0              0     2.3371e-05              0              0              0
    0.2356              0              0     2.5478e-05              0              0              0
    0.2358              0              0     2.7485e-05              0              0              0
     0.236              0              0     2.9384e-05              0              0              0
    0.2362              0              0     3.1167e-05              0              0              0
    0.2364              0              0     3.2831e-05              0              0              0
    0.2366              0              0     3.4374e-05              0              0              0
    0.2368              0              0     3.5801e-05              0              0              0
     0.237              0              0     3.7116e-05              0              0              0
    0.2372              0              0     3.8329e-05              0              0              0
    0.2374              0              0     3.9453e-05              0              0              0
    0.2376              0              0     4.0504e-05              0              0              0
    0.2378              0              0     4.1503e-05              0              0              0
     0.238              0              0     4.2471e-05              0              0              0
    0.2382              0              0     4.3434e-05              0              0              0
    0.2384              0              0     4.4418e-05              0              0              0
    0.2386              0              0     4.5451e-05              0              0              0
    0.2388              0              0      4.656e-05              0              0              0
     0.239              0              0     4.7772e-05              0              0              0
    0.2392              0              0     4.9111e-05              0              0              0
    0.2394              0              0       5.06e-05              0              0              0
    0.2396              0              0     5.2252e-05              0              0              0
    0.2398              0              0     5.4079e-05              0              0              0
      0.24              0              0     5.6081e-05              0              0              0
    0.2402              0              0     5.8251e-05              0              0              0
    0.2404              0              0     6.0569e-05              0              0              0
    0.2406              0              0     6.3002e-05              0              0              0
    0.2408              0              0     6.5506e-05              0              0              0
     0.241              0              0     6.8019e-05              0              0              0
    0.2412              0              0     7.0465e-05              0              0              0
    0.2414              0              0     7.2751e-05              0              0              0
    0.2416              0              0     7.4766e-05              0              0              0
    0.2418              0              0     7.6387e-05              0              0              0
     0.242              0              0      7.747e-05              0              0              0
    0.2422              0              0     7.7861e-05              0              0              0
    0.2424              0              0     7.7392e-05              0              0              0
    0.2426              0              0     7.5885e-05              0              0              0
    0.2428              0              0     7.3155e-05              0              0              0
     0.243              0              0     6.9014e-05              0              0              0
    0.2432              0              0     6.3272e-05              0              0              0
    0.2434              0              0     5.5746e-05              0              0              0
    0.2436              0              0     4.6262e-05              0              0              0
    0.2438              0              0     3.4658e-05              0              0              0
     0.244              0              0     2.0793e-05              0              0              0
    0.2442              0              0      4.552e-06              0              0              0
    0.2444              0              0    -1.4152e-05              0              0              0
    0.2446              0              0    -3.5371e-05              0              0              0
    0.2448              0              0    -5.9117e-05              0              0              0
     0.245              0              0    -8.5358e-05              0              0              0
    0.2452              0              0    -0.00011402              0              0              0
    0.2454              0              0    -0.00014496              0              0              0
    0.2456              0              0    -0.00017802              0              0              0
    0.2458              0              0    -0.00021295              0              0              0
     0.246              0              0    -0.00024946              0              0              0
    0.2462              0              0    -0.00028724              0              0              0
    0.2464              0              0    -0.00032588              0              0              0
    0.2466              0              0    -0.00036497              0              0              0
    0.2468              0              0    -0.00040403              0              0              0
     0.247              0              0    -0.00044256              0              0              0
    0.2472              0              0    -0.00048005              0              0              0
    0.2474              0              0    -0.00051593              0              0              0
    0.2476              0              0    -0.00054966              0              0              0
    0.2478              0              0    -0.00058069              0              0              0
     0.248              0              0    -0.00060848              0              0              0
    0.2482              0              0    -0.00063251              0              0              0
    0.2484              0              0    -0.00065229              0              0              0
    0.2486              0              0    -0.00066737              0              0              0
    0.2488              0              0    -0.00067737              0              0              0
     0.249              0              0    -0.00068194              0              0              0
    0.2492              0              0    -0.00068083              0              0              0
    0.2494              0              0    -0.00067385              0              0              0
    0.2496              0              0    -0.00066089              0              0              0
    0.2498              0              0    -0.00064193              0              0              0
      0.25              0              0    -0.00061704              0              0              0
    0.2502              0              0    -0.00058636              0              0              0
    0.2504              0              0    -0.00055015              0              0              0
    0.2506              0              0    -0.00050873              0              0              0
    0.2508              0              0    -0.00046252              0              0              0
     0.251              0              0    -0.00041199              0              0              0
    0.2512              0              0     -0.0003577              0              0              0
    0.2514              0              0    -0.00030025              0              0              0
    0.2516              0              0    -0.00024031              0              0              0
    0.2518              0              0    -0.00017857              0              0              0
     0.252              0              0    -0.00011575              0              0              0
    0.2522              0              0    -5.2582e-05              0              0              0
    0.2524              0              0     1.0204e-05              0              0              0
    0.2526              0              0     7.1887e-05              0              0              0
    0.2528              0              0     0.00013177              0              0              0
     0.253              0              0      0.0001892              0              0              0
    0.2532              0              0     0.00024356              0              0              0
    0.2534              0              0     0.00029429              0              0              0
    0.2536              0              0     0.00034091              0              0              0
    0.2538              0              0     0.00038299              0              0              0
     0.254              0              0     0.00042021              0              0              0
    0.2542              0              0     0.00045229              0              0              0
    0.2544              0              0     0.00047906              0              0              0
    0.2546              0              0     0.00050044              0              0              0
    0.2548              0              0      0.0005164              0              0              0
     0.255              0              0     0.00052703              0              0              0
    0.2552              0              0     0.00053246              0              0              0
    0.2554              0              0     0.00053292              0              0              0
    0.2556              0              0     0.00052868              0              0              0
    0.2558              0              0     0.00052008              0              0              0
     0.256              0              0     0.00050749              0              0              0
    0.2562              0              0     0.00049133              0              0              0
    0.2564              0              0     0.00047206              0              0              0
    0.2566              0              0     0.00045013              0              0              0
    0.2568              0              0     0.00042601              0              0              0
     0.257              0              0     0.00040019              0              0              0
    0.2572              0              0     0.00037312              0              0              0
    0.2574              0              0     0.00034526              0              0              0
    0.2576              0              0     0.00031703              0              0              0
    0.2578              0              0     0.00028883              0              0              0
     0.258              0              0     0.00026102              0              0              0
    0.2582              0              0     0.00023392              0              0              0
    0.2584              0              0     0.00020782              0              0              0
    0.2586              0              0     0.00018294              0              0              0
    0.2588              0              0      0.0001595              0              0              0
     0.259              0              0     0.00013764              0              0              0
    0.2592              0              0     0.00011746              0              0              0
    0.2594              0              0     9.9043e-05              0              0              0
    0.2596              0              0     8.2411e-05              0              0              0
    0.2598              0              0     6.7562e-05              0              0              0
      0.26              0              0     5.4459e-05              0              0              0
    0.2602              0              0     4.3042e-05              0              0              0
    0.2604              0              0     3.3227e-05              0              0              0
    0.2606              0              0      2.491e-05              0              0              0
    0.2608              0              0     1.7977e-05              0              0              0
     0.261              0              0     1.2301e-05              0              0              0
    0.2612              0              0     7.7511e-06              0              0              0
    0.2614              0              0     4.1948e-06              0              0              0
    0.2616              0              0     1.4997e-06              0              0              0
    0.2618              0              0    -4.6188e-07              0              0              0
     0.262              0              0    -1.8114e-06              0              0              0
    0.2622              0              0    -2.6618e-06              0              0              0
    0.2624              0              0    -3.1165e-06              0              0              0
    0.2626              0              0    -3.2678e-06              0              0              0
    0.2628              0              0     -3.197e-06              0              0              0
     0.263              0              0    -2.9735e-06              0              0              0
    0.2632              0              0    -2.6557e-06              0              0              0
    0.2634              0              0    -2.2908e-06              0              0              0
    0.2636              0              0    -1.9158e-06              0              0              0
    0.2638              0              0    -1.5587e-06              0              0              0
     0.264              0              0    -1.2388e-06              0              0              0
    0.2642              0              0    -9.6835e-07              0              0              0
    0.2644              0              0    -7.5359e-07              0              0              0
    0.2646              0              0    -5.9577e-07              0              0              0
    0.2648              0              0    -4.9235e-07              0              0              0
     0.265              0              0    -4.3796e-07              0              0              0
    0.2652              0              0    -4.2536e-07              0              0              0
    0.2654              0              0    -4.4622e-07              0              0              0
    0.2656              0              0    -4.9185e-07              0              0              0
    0.2658              0              0    -5.5372e-07              0              0              0
     0.266              0              0    -6.2391e-07              0              0              0
    0.2662              0              0     -6.954e-07              0              0              0
    0.2664              0              0    -7.6231e-07              0              0              0
    0.2666              0              0    -8.1995e-07              0              0              0
    0.2668              0              0    -8.6484e-07              0              0              0
     0.267              0              0    -8.9471e-07              0              0              0
    0.2672              0              0    -9.0829e-07              0              0              0
    0.2674              0              0    -9.0529e-07              0              0              0
    0.2676              0              0    -8.8611e-07              0              0              0
    0.2678              0              0    -8.5177e-07              0              0              0
     0.268              0              0    -8.0366e-07              0              0              0
    0.2682              0              0    -7.4343e-07              0              0              0
    0.2684              0              0    -6.7284e-07              0              0              0
    0.2686              0              0    -5.9363e-07              0              0              0
    0.2688              0              0    -5.0746e-07              0              0              0
     0.269              0              0    -4.1582e-07              0              0              0
    0.2692              0              0    -3.2002e-07              0              0              0
    0.2694              0              0     -2.212e-07              0              0              0
    0.2696              0              0    -1.2029e-07              0              0              0
    0.2698              0              0    -1.8096e-08              0              0              0
      0.27              0              0     8.4703e-08              0              0              0
    0.2702              0              0     1.8748e-07              0              0              0
    0.2704              0              0     2.8961e-07              0              0              0
    0.2706              0              0     3.9046e-07              0              0              0
    0.2708              0              0     4.8929e-07              0              0              0
     0.271              0              0     5.8528e-07              0              0              0
    0.2712              0              0     6.7747e-07              0              0              0
    0.2714              0              0     7.6478e-07              0              0              0
    0.2716              0              0     8.4597e-07              0              0              0
    0.2718              0              0     9.1974e-07              0              0              0
     0.272              0              0     9.8466e-07              0              0              0
    0.2722              0              0     1.0393e-06              0              0              0
    0.2724              0              0     1.0822e-06              0              0              0
    0.2726              0              0     1.1119e-06              0              0              0
    0.2728              0              0     1.1273e-06              0              0              0
     0.273              0              0     1.1271e-06              0              0              0
    0.2732              0              0     1.1104e-06              0              0              0
    0.2734              0              0     1.0766e-06              0              0              0
    0.2736              0              0     1.0252e-06              0              0              0
    0.2738              0              0      9.564e-07              0              0              0
     0.274              0              0     8.7034e-07              0              0              0
    0.2742              0              0     7.6774e-07              0              0              0
    0.2744              0              0     6.4967e-07              0              0              0
    0.2746              0              0     5.1752e-07              0              0              0
    0.2748              0              0     3.7308e-07              0              0              0
     0.275              0              0     2.1842e-07              0              0              0
    0.2752              0              0     5.5951e-08              0              0              0
    0.2754              0              0    -1.1169e-07              0              0              0
    0.2756              0              0    -2.8163e-07              0              0              0
    0.2758              0              0    -4.5083e-07              0              0              0
     0.276              0              0    -6.1612e-07              0              0              0
    0.2762              0              0    -7.7427e-07              0              0              0
    0.2764              0              0    -9.2203e-07              0              0              0
    0.2766              0              0    -1.0562e-06              0              0              0
    0.2768              0              0    -1.1736e-06              0              0              0
     0.277              0              0    -1.2713e-06              0              0              0
    0.2772              0              0    -1.3465e-06              0              0              0
    0.2774              0              0    -1.3967e-06              0              0              0
    0.2776              0              0    -1.4196e-06              0              0              0
    0.2778              0              0    -1.4133e-06              0              0              0
     0.278              0              0    -1.3764e-06              0              0              0
    0.2782              0              0    -1.3077e-06              0              0              0
    0.2784              0              0    -1.2065e-06              0              0              0
    0.2786              0              0    -1.0728e-06              0              0              0
    0.2788              0              0    -9.0701e-07              0              0              0
     0.279              0              0    -7.0993e-07              0              0              0
    0.2792              0              0    -4.8308e-07              0              0              0
    0.2794              0              0    -2.2848e-07              0              0              0
    0.2796              0              0     5.1312e-08              0              0              0
    0.2798              0              0     3.5319e-07              0              0              0
      0.28              0              0     6.7356e-07              0              0              0
    0.2802              0              0     1.0083e-06              0              0              0
    0.2804              0              0      1.353e-06              0              0              0
    0.2806              0              0     1.7026e-06              0              0              0
    0.2808              0              0     2.0521e-06              0              0              0
     0.281              0              0     2.3959e-06              0              0              0
    0.2812              0              0     2.7286e-06              0              0              0
    0.2814              0              0     3.0445e-06              0              0              0
    0.2816              0              0     3.3379e-06              0              0              0
    0.2818              0              0     3.6036e-06              0              0              0
     0.282              0              0     3.8362e-06              0              0              0
    0.2822              0              0      4.031e-06              0              0              0
    0.2824              0              0     4.1835e-06              0              0              0
    0.2826              0              0     4.2898e-06              0              0              0
    0.2828              0              0     4.3469e-06              0              0              0
     0.283              0              0      4.352e-06              0              0              0
    0.2832              0              0     4.3035e-06              0              0              0
    0.2834              0              0     4.2005e-06              0              0              0
    0.2836              0              0     4.0428e-06              0              0              0
    0.2838              0              0     3.8313e-06              0              0              0
     0.284              0              0     3.5675e-06              0              0              0
    0.2842              0              0     3.2542e-06              0              0              0
    0.2844              0              0     2.8945e-06              0              0              0
    0.2846              0              0     2.4925e-06              0              0              0
    0.2848              0              0     2.0532e-06              0              0              0
     0.285              0              0     1.5819e-06              0              0              0
    0.2852              0              0     1.0845e-06              0              0              0
    0.2854              0              0     5.6734e-07              0              0              0
    0.2856              0              0     3.7077e-08              0              0              0
    0.2858              0              0    -4.9954e-07              0              0              0
     0.286              0              0    -1.0357e-06              0              0              0
    0.2862              0              0    -1.5647e-06              0              0              0
    0.2864              0              0      -2.08e-06              0              0              0
    0.2866              0              0    -2.5756e-06              0              0              0
    0.2868              0              0    -3.0456e-06              0              0              0
     0.287              0              0    -3.4851e-06              0              0              0
    0.2872              0              0    -3.8894e-06              0              0              0
    0.2874              0              0    -4.2549e-06              0              0              0
    0.2876              0              0    -4.5784e-06              0              0              0
    0.2878              0              0     -4.858e-06              0              0              0
     0.288              0              0    -5.0921e-06              0              0              0
    0.2882              0              0    -5.2803e-06              0              0              0
    0.2884              0              0    -5.4229e-06              0              0              0
    0.2886              0              0    -5.5211e-06              0              0              0
    0.2888              0              0    -5.5767e-06              0              0              0
     0.289              0              0    -5.5922e-06              0              0              0
    0.2892              0              0    -5.5708e-06              0              0              0
    0.2894              0              0    -5.5161e-06              0              0              0
    0.2896              0              0    -5.4323e-06              0              0              0
    0.2898              0              0    -5.3237e-06              0              0              0
      0.29              0              0     -5.195e-06              0              0              0
    0.2902              0              0    -5.0508e-06              0              0              0
    0.2904              0              0    -4.8958e-06              0              0              0
    0.2906              0              0    -4.7347e-06              0              0              0
    0.2908              0              0    -4.5718e-06              0              0              0
     0.291              0              0    -4.4113e-06              0              0              0
    0.2912              0              0    -4.2567e-06              0              0              0
    0.2914              0              0    -4.1115e-06              0              0              0
    0.2916              0              0    -3.9784e-06              0              0              0
    0.2918              0              0    -3.8597e-06              0              0              0
     0.292              0              0     -3.757e-06              0              0              0
    0.2922              0              0    -3.6715e-06              0              0              0
    0.2924              0              0    -3.6037e-06              0              0              0
    0.2926              0              0    -3.5536e-06              0              0              0
    0.2928              0              0    -3.5207e-06              0              0              0
     0.293              0              0    -3.5041e-06              0              0              0
    0.2932              0              0    -3.5023e-06              0              0              0
    0.2934              0              0    -3.5135e-06              0              0              0
    0.2936              0              0    -3.5357e-06              0              0              0
    0.2938              0              0    -3.5666e-06              0              0              0
     0.294              0              0    -3.6038e-06              0              0              0
    0.2942              0              0    -3.6448e-06              0              0              0
    0.2944              0              0    -3.6871e-06              0              0              0
    0.2946              0              0    -3.7283e-06              0              0              0
    0.2948              0              0    -3.7663e-06              0              0              0
     0.295              0              0    -3.7989e-06              0              0              0
    0.2952              0              0    -3.8246e-06              0              0              0
    0.2954              0              0    -3.8417e-06              0              0              0
    0.2956              0              0    -3.8493e-06              0              0              0
    0.2958              0              0    -3.8467e-06              0              0              0
     0.296              0              0    -3.8336e-06              0              0              0
    0.2962              0              0      -3.81e-06              0              0              0
    0.2964              0              0    -3.7765e-06              0              0              0
    0.2966              0              0    -3.7338e-06              0              0              0
    0.2968              0              0    -3.6831e-06              0              0              0
     0.297              0              0    -3.6259e-06              0              0              0
    0.2972              0              0    -3.5639e-06              0              0              0
    0.2974              0              0     -3.499e-06              0              0              0
    0.2976              0              0    -3.4332e-06              0              0              0
    0.2978              0              0    -3.3687e-06              0              0              0
     0.298              0              0    -3.3076e-06              0              0              0
    0.2982              0              0    -3.2521e-06              0              0              0
    0.2984              0              0     -3.204e-06              0              0              0
    0.2986              0              0    -3.1654e-06              0              0              0
    0.2988              0              0    -3.1378e-06              0              0              0
     0.299              0              0    -3.1227e-06              0              0              0
    0.2992              0              0    -3.1211e-06              0              0              0
    0.2994              0              0    -3.1339e-06              0              0              0
    0.2996              0              0    -3.1616e-06              0              0              0
    0.2998              0              0    -3.2041e-06              0              0              0
       0.3              0              0    -3.2614e-06              0              0              0
    0.3002              0              0    -3.3327e-06              0              0              0
    0.3004              0              0    -3.4172e-06              0              0              0
    0.3006              0              0    -3.5136e-06              0              0              0
    0.3008              0              0    -3.6204e-06              0              0              0
     0.301              0              0    -3.7358e-06              0              0              0
    0.3012              0              0    -3.8579e-06              0              0              0
    0.3014              0              0    -3.9845e-06              0              0              0
    0.3016              0              0    -4.1134e-06              0              0              0
    0.3018              0              0    -4.2423e-06              0              0              0
     0.302              0              0    -4.3689e-06              0              0              0
    0.3022              0              0     -4.491e-06              0              0              0
    0.3024              0              0    -4.6065e-06              0              0              0
    0.3026              0              0    -4.7132e-06              0              0              0
    0.3028              0              0    -4.8095e-06              0              0              0
     0.303              0              0    -4.8937e-06              0              0              0
    0.3032              0              0    -4.9645e-06              0              0              0
    0.3034              0              0    -5.0208e-06              0              0              0
    0.3036              0              0    -5.0619e-06              0              0              0
    0.3038              0              0    -5.0874e-06              0              0              0
     0.304              0              0     -5.097e-06              0              0              0
    0.3042              0              0    -5.0909e-06              0              0              0
    0.3044              0              0    -5.0698e-06              0              0              0
    0.3046              0              0    -5.0342e-06              0              0              0
    0.3048              0              0    -4.9852e-06              0              0              0
     0.305              0              0    -4.9242e-06              0              0              0
    0.3052              0              0    -4.8525e-06              0              0              0
    0.3054              0              0    -4.7719e-06              0              0              0
    0.3056              0              0    -4.6842e-06              0              0              0
    0.3058              0              0    -4.5912e-06              0              0              0
     0.306              0              0     -4.495e-06              0              0              0
    0.3062              0              0    -4.3976e-06              0              0              0
    0.3064              0              0    -4.3009e-06              0              0              0
    0.3066              0              0    -4.2069e-06              0              0              0
    0.3068              0              0    -4.1174e-06              0              0              0
     0.307              0              0    -4.0342e-06              0              0              0
    0.3072              0              0    -3.9588e-06              0              0              0
    0.3074              0              0    -3.8924e-06              0              0              0
    0.3076              0              0    -3.8364e-06              0              0              0
    0.3078              0              0    -3.7914e-06              0              0              0
     0.308              0              0     -3.758e-06              0              0              0
    0.3082              0              0    -3.7367e-06              0              0              0
    0.3084              0              0    -3.7271e-06              0              0              0
    0.3086              0              0    -3.7292e-06              0              0              0
    0.3088              0              0     -3.742e-06              0              0              0
     0.309              0              0    -3.7646e-06              0              0              0
    0.3092              0              0    -3.7956e-06              0              0              0
    0.3094              0              0    -3.8334e-06              0              0              0
    0.3096              0              0     -3.876e-06              0              0              0
    0.3098              0              0    -3.9212e-06              0              0              0
      0.31              0              0    -3.9666e-06              0              0              0
    0.3102              0              0    -4.0095e-06              0              0              0
    0.3104              0              0    -4.0472e-06              0              0              0
    0.3106              0              0    -4.0769e-06              0              0              0
    0.3108              0              0    -4.0958e-06              0              0              0
     0.311              0              0    -4.1011e-06              0              0              0
    0.3112              0              0      -4.09e-06              0              0              0
    0.3114              0              0    -4.0602e-06              0              0              0
    0.3116              0              0    -4.0094e-06              0              0              0
    0.3118              0              0    -3.9356e-06              0              0              0
     0.312              0              0    -3.8373e-06              0              0              0
    0.3122              0              0    -3.7135e-06              0              0              0
    0.3124              0              0    -3.5634e-06              0              0              0
    0.3126              0              0    -3.3867e-06              0              0              0
    0.3128              0              0    -3.1839e-06              0              0              0
     0.313              0              0    -2.9557e-06              0              0              0
    0.3132              0              0    -2.7031e-06              0              0              0
    0.3134              0              0    -2.4278e-06              0              0              0
    0.3136              0              0    -2.1315e-06              0              0              0
    0.3138              0              0    -1.8163e-06              0              0              0
     0.314              0              0    -1.4843e-06              0              0              0
    0.3142              0              0    -1.1373e-06              0              0              0
    0.3144              0              0    -7.7711e-07              0              0              0
    0.3146              0              0    -4.0502e-07              0              0              0
    0.3148              0              0    -2.1665e-08              0              0              0
     0.315              0              0      3.731e-07              0              0              0
    0.3152              0              0     7.8039e-07              0              0              0
