%        w           SZ11           SZ12           SZ13           SZ21           SZ22           SZ23           SZ31           SZ32           SZ33
       943      -0.050858              0       0.067633              0       0.003475              0       0.067633              0       0.062145
       944      -0.054519              0       0.072203              0      0.0033301              0       0.072203              0       0.065554
       945      -0.057577              0       0.076057              0      0.0031668              0       0.076057              0       0.068308
       946      -0.060004              0       0.079159              0      0.0029863              0       0.079159              0        0.07038
       947      -0.061778              0       0.081476              0      0.0027901              0       0.081476              0       0.071749
       948      -0.062884              0       0.082987              0      0.0025799              0       0.082987              0       0.072402
       949      -0.063313              0       0.083676              0      0.0023571              0       0.083676              0       0.072334
       950      -0.063066              0       0.083538              0      0.0021236              0       0.083538              0       0.071547
       951      -0.062148              0       0.082573              0      0.0018809              0       0.082573              0        0.07005
       952      -0.060572              0       0.080793              0      0.0016309              0       0.080793              0       0.067858
       953      -0.058359              0       0.078215              0      0.0013754              0       0.078215              0       0.064994
       954      -0.055535              0       0.074865              0      0.0011161              0       0.074865              0        0.06149
       955      -0.052134              0       0.070777              0      0.0008548              0       0.070777              0        0.05738
       956      -0.048193              0       0.065993              0     0.00059324              0       0.065993              0       0.052708
       957      -0.043757              0        0.06056              0     0.00033314              0        0.06056              0       0.047521
       958      -0.038875              0       0.054533              0     7.6177e-05              0       0.054533              0       0.041873
       959      -0.033602              0       0.047971              0    -0.00017603              0       0.047971              0       0.035821
       960      -0.027995              0       0.040941              0    -0.00042192              0       0.040941              0       0.029428
       961      -0.022115              0       0.033513              0    -0.00066001              0       0.033513              0       0.022757
       962      -0.016025              0       0.025761              0    -0.00088893              0       0.025761              0       0.015877
       963     -0.0097904              0       0.017761              0     -0.0011074              0       0.017761              0      0.0088569
       964     -0.0034786              0       0.009594              0     -0.0013141              0       0.009594              0      0.0017682
       965      0.0028435              0      0.0013401              0      -0.001508              0      0.0013401              0     -0.0053179
       966       0.009109              0     -0.0069187              0     -0.0016882              0     -0.0069187              0       -0.01233
       967       0.015252              0      -0.015101              0     -0.0018537              0      -0.015101              0      -0.019199
       968       0.021207              0      -0.023125              0     -0.0020038              0      -0.023125              0      -0.025855
       969       0.026912              0      -0.030913              0     -0.0021379              0      -0.030913              0      -0.032233
       970       0.032309              0      -0.038387              0     -0.0022554              0      -0.038387              0      -0.038268
       971        0.03734              0      -0.045474              0      -0.002356              0      -0.045474              0      -0.043903
       972       0.041955              0      -0.052105              0     -0.0024393              0      -0.052105              0      -0.049081
       973       0.046106              0      -0.058216              0     -0.0025053              0      -0.058216              0      -0.053751
       974        0.04975              0      -0.063745              0     -0.0025538              0      -0.063745              0      -0.057869
       975       0.052852              0      -0.068641              0      -0.002585              0      -0.068641              0      -0.061396
       976       0.055381              0      -0.072856              0      -0.002599              0      -0.072856              0      -0.064297
       977       0.057312              0      -0.076349              0     -0.0025962              0      -0.076349              0      -0.066547
       978       0.058627              0      -0.079088              0     -0.0025769              0      -0.079088              0      -0.068124
       979       0.059315              0      -0.081046              0     -0.0025415              0      -0.081046              0      -0.069017
       980       0.059371              0      -0.082207              0     -0.0024907              0      -0.082207              0      -0.069218
       981       0.058797              0       -0.08256              0     -0.0024251              0       -0.08256              0      -0.068728
       982       0.057602              0      -0.082103              0     -0.0023454              0      -0.082103              0      -0.067555
       983         0.0558              0      -0.080844              0     -0.0022524              0      -0.080844              0      -0.065714
       984       0.053414              0      -0.078795              0     -0.0021468              0      -0.078795              0      -0.063226
       985       0.050472              0       -0.07598              0     -0.0020296              0       -0.07598              0      -0.060119
       986       0.047006              0      -0.072428              0     -0.0019017              0      -0.072428              0      -0.056427
       987       0.043056              0      -0.068174              0      -0.001764              0      -0.068174              0      -0.052191
       988       0.038666              0      -0.063264              0     -0.0016176              0      -0.063264              0      -0.047454
       989       0.033884              0      -0.057748              0     -0.0014633              0      -0.057748              0      -0.042268
       990       0.028763              0       -0.05168              0     -0.0013022              0       -0.05168              0      -0.036686
       991       0.023358              0      -0.045122              0     -0.0011354              0      -0.045122              0      -0.030767
       992        0.01773              0       -0.03814              0    -0.00096369              0       -0.03814              0      -0.024572
       993       0.011937              0      -0.030804              0    -0.00078821              0      -0.030804              0      -0.018165
       994      0.0060439              0      -0.023187              0    -0.00060989              0      -0.023187              0      -0.011611
       995     0.00011284              0      -0.015365              0    -0.00042968              0      -0.015365              0     -0.0049782
       996     -0.0057923              0     -0.0074153              0    -0.00024853              0     -0.0074153              0      0.0016671
       997      -0.011609              0     0.00058391              0    -6.7316e-05              0     0.00058391              0      0.0082575
       998      -0.017274              0      0.0085536              0     0.00011308              0      0.0085536              0       0.014727
       999      -0.022728              0       0.016416              0     0.00029183              0       0.016416              0       0.021011
      1000      -0.027914              0       0.024093              0     0.00046813              0       0.024093              0       0.027047
      1001      -0.032776              0       0.031511              0     0.00064123              0       0.031511              0       0.032775
      1002      -0.037264              0       0.038598              0     0.00081042              0       0.038598              0       0.038141
      1003       -0.04133              0       0.045285              0     0.00097503              0       0.045285              0       0.043091
      1004      -0.044933              0       0.051508              0      0.0011344              0       0.051508              0       0.047578
      1005      -0.048035              0       0.057208              0       0.001288              0       0.057208              0       0.051561
      1006      -0.050604              0       0.062331              0      0.0014352              0       0.062331              0       0.055001
      1007      -0.052615              0       0.066828              0      0.0015755              0       0.066828              0       0.057868
      1008      -0.054047              0       0.070658              0      0.0017086              0       0.070658              0       0.060137
      1009      -0.054887              0       0.073786              0      0.0018338              0       0.073786              0       0.061788
      1010      -0.055127              0       0.076184              0      0.0019509              0       0.076184              0        0.06281
      1011      -0.054766              0       0.077832              0      0.0020595              0       0.077832              0       0.063196
      1012       -0.05381              0       0.078716              0      0.0021592              0       0.078716              0       0.062948
      1013       -0.05227              0       0.078831              0      0.0022498              0       0.078831              0       0.062071
      1014      -0.050164              0        0.07818              0      0.0023309              0        0.07818              0        0.06058
      1015      -0.047517              0       0.076771              0      0.0024024              0       0.076771              0       0.058495
      1016      -0.044357              0       0.074623              0       0.002464              0       0.074623              0       0.055842
      1017       -0.04072              0        0.07176              0      0.0025155              0        0.07176              0       0.052651
      1018      -0.036645              0       0.068212              0      0.0025568              0       0.068212              0        0.04896
      1019      -0.032178              0       0.064019              0      0.0025877              0       0.064019              0        0.04481
      1020      -0.027367              0       0.059224              0       0.002608              0       0.059224              0       0.040248
      1021      -0.022264              0       0.053878              0      0.0026176              0       0.053878              0       0.035322
      1022      -0.016924              0       0.048034              0      0.0026164              0       0.048034              0       0.030088
      1023      -0.011406              0       0.041754              0      0.0026044              0       0.041754              0         0.0246
      1024     -0.0057675              0       0.035102              0      0.0025814              0       0.035102              0       0.018918
      1025    -7.0222e-05              0       0.028143              0      0.0025475              0       0.028143              0       0.013101
      1026       0.005625              0       0.020949              0      0.0025025              0       0.020949              0      0.0072097
      1027       0.011257              0       0.013591              0      0.0024464              0       0.013591              0      0.0013057
      1028       0.016766              0      0.0061421              0      0.0023793              0      0.0061421              0     -0.0045502
      1029       0.022093              0      -0.001324              0      0.0023012              0      -0.001324              0      -0.010298
      1030       0.027181              0     -0.0087339              0       0.002212              0     -0.0087339              0      -0.015881
      1031       0.031977              0      -0.016015              0       0.002112              0      -0.016015              0      -0.021241
      1032       0.036428              0      -0.023097              0      0.0020011              0      -0.023097              0      -0.026326
      1033       0.040488              0      -0.029911              0      0.0018796              0      -0.029911              0      -0.031086
      1034       0.044114              0      -0.036392              0      0.0017475              0      -0.036392              0      -0.035474
      1035       0.047268              0      -0.042478              0      0.0016051              0      -0.042478              0       -0.03945
      1036       0.049915              0      -0.048112              0      0.0014526              0      -0.048112              0      -0.042975
      1037       0.052028              0       -0.05324              0      0.0012903              0       -0.05324              0      -0.046019
      1038       0.053585              0      -0.057817              0      0.0011186              0      -0.057817              0      -0.048553
      1039       0.054569              0        -0.0618              0      0.0009377              0        -0.0618              0      -0.050557
      1040       0.054969              0      -0.065153              0     0.00074816              0      -0.065153              0      -0.052016
      1041       0.054781              0      -0.067849              0      0.0005504              0      -0.067849              0       -0.05292
      1042       0.054008              0      -0.069864              0     0.00034497              0      -0.069864              0      -0.053266
      1043       0.052656              0      -0.071183              0     0.00013244              0      -0.071183              0      -0.053055
      1044        0.05074              0      -0.071798              0    -8.6547e-05              0      -0.071798              0      -0.052297
      1045       0.048279              0      -0.071708              0    -0.00031129              0      -0.071708              0      -0.051005
      1046         0.0453              0      -0.070918              0    -0.00054103              0      -0.070918              0      -0.049199
      1047       0.041832              0       -0.06944              0    -0.00077495              0       -0.06944              0      -0.046904
      1048       0.037911              0      -0.067295              0     -0.0010122              0      -0.067295              0      -0.044149
      1049       0.033579              0      -0.064507              0     -0.0012518              0      -0.064507              0      -0.040969
      1050       0.028879              0       -0.06111              0     -0.0014929              0       -0.06111              0      -0.037403
      1051       0.023861              0       -0.05714              0     -0.0017343              0       -0.05714              0      -0.033493
      1052       0.018574              0      -0.052642              0      -0.001975              0      -0.052642              0      -0.029285
      1053       0.013075              0      -0.047663              0     -0.0022139              0      -0.047663              0      -0.024827
      1054      0.0074182              0      -0.042256              0     -0.0024497              0      -0.042256              0      -0.020171
      1055      0.0016625              0      -0.036478              0     -0.0026814              0      -0.036478              0      -0.015368
      1056     -0.0041337              0      -0.030389              0     -0.0029077              0      -0.030389              0      -0.010473
      1057     -0.0099114              0      -0.024051              0     -0.0031273              0      -0.024051              0     -0.0055386
      1058      -0.015612              0       -0.01753              0      -0.003339              0       -0.01753              0    -0.00061996
      1059      -0.021178              0       -0.01089              0     -0.0035414              0       -0.01089              0      0.0042301
      1060      -0.026552              0      -0.004199              0     -0.0037334              0      -0.004199              0      0.0089594
      1061      -0.031681              0      0.0024763              0     -0.0039135              0      0.0024763              0       0.013518
      1062      -0.036514              0        0.00907              0     -0.0040807              0        0.00907              0       0.017857
      1063      -0.041002              0       0.015517              0     -0.0042335              0       0.015517              0       0.021932
      1064        -0.0451              0       0.021755              0     -0.0043709              0       0.021755              0       0.025701
      1065      -0.048769              0       0.027723              0     -0.0044917              0       0.027723              0       0.029126
      1066      -0.051971              0       0.033364              0     -0.0045947              0       0.033364              0       0.032173
      1067      -0.054676              0       0.038624              0     -0.0046789              0       0.038624              0       0.034812
      1068      -0.056858              0       0.043455              0     -0.0047433              0       0.043455              0       0.037018
      1069      -0.058496              0       0.047811              0      -0.004787              0       0.047811              0       0.038772
      1070      -0.059575              0       0.051653              0     -0.0048092              0       0.051653              0       0.040059
      1071      -0.060086              0       0.054947              0     -0.0048091              0       0.054947              0        0.04087
      1072      -0.060025              0       0.057663              0     -0.0047861              0       0.057663              0       0.041199
      1073      -0.059394              0       0.059781              0     -0.0047398              0       0.059781              0        0.04105
      1074      -0.058201              0       0.061283              0     -0.0046696              0       0.061283              0       0.040428
      1075       -0.05646              0       0.062159              0     -0.0045754              0       0.062159              0       0.039345
      1076       -0.05419              0       0.062407              0     -0.0044569              0       0.062407              0       0.037818
      1077      -0.051414              0       0.062027              0     -0.0043141              0       0.062027              0       0.035868
      1078      -0.048162              0        0.06103              0     -0.0041472              0        0.06103              0       0.033523
      1079      -0.044467              0       0.059431              0     -0.0039564              0       0.059431              0       0.030811
      1080      -0.040368              0       0.057249              0     -0.0037421              0       0.057249              0       0.027768
      1081      -0.035906              0       0.054512              0     -0.0035047              0       0.054512              0       0.024432
      1082      -0.031125              0       0.051252              0     -0.0032451              0       0.051252              0       0.020842
      1083      -0.026074              0       0.047506              0      -0.002964              0       0.047506              0       0.017043
      1084      -0.020803              0       0.043314              0     -0.0026623              0       0.043314              0       0.013079
      1085      -0.015364              0       0.038723              0     -0.0023412              0       0.038723              0      0.0089975
      1086       -0.00981              0       0.033783              0     -0.0020019              0       0.033783              0      0.0048467
      1087     -0.0041952              0       0.028544              0     -0.0016458              0       0.028544              0     0.00067458
      1088      0.0014263              0       0.023063              0     -0.0012742              0       0.023063              0     -0.0034704
      1089       0.007001              0       0.017396              0    -0.00088883              0       0.017396              0     -0.0075405
      1090       0.012476              0       0.011601              0    -0.00049137              0       0.011601              0      -0.011489
      1091         0.0178              0      0.0057383              0    -8.3616e-05              0      0.0057383              0      -0.015271
      1092       0.022924              0    -0.00013365              0     0.00033255              0    -0.00013365              0      -0.018845
      1093       0.027801              0     -0.0059556              0     0.00075515              0     -0.0059556              0      -0.022168
      1094       0.032387              0       -0.01167              0      0.0011821              0       -0.01167              0      -0.025205
      1095       0.036642              0      -0.017219              0      0.0016115              0      -0.017219              0      -0.027921
      1096        0.04053              0       -0.02255              0      0.0020409              0       -0.02255              0      -0.030287
      1097       0.044017              0       -0.02761              0      0.0024684              0       -0.02761              0      -0.032276
      1098       0.047077              0       -0.03235              0      0.0028916              0       -0.03235              0      -0.033867
      1099       0.049684              0      -0.036727              0      0.0033084              0      -0.036727              0      -0.035043
      1100       0.051821              0      -0.040698              0      0.0037166              0      -0.040698              0      -0.035791
      1101       0.053473              0      -0.044228              0      0.0041139              0      -0.044228              0      -0.036104
      1102       0.054633              0      -0.047283              0      0.0044983              0      -0.047283              0       -0.03598
      1103       0.055297              0      -0.049838              0      0.0048676              0      -0.049838              0      -0.035421
      1104       0.055466              0       -0.05187              0      0.0052197              0       -0.05187              0      -0.034435
      1105       0.055147              0      -0.053363              0      0.0055528              0      -0.053363              0      -0.033033
      1106       0.054352              0      -0.054306              0      0.0058648              0      -0.054306              0      -0.031232
      1107       0.053095              0      -0.054694              0      0.0061539              0      -0.054694              0      -0.029053
      1108       0.051399              0      -0.054528              0      0.0064185              0      -0.054528              0      -0.026521
      1109       0.049287              0      -0.053812              0      0.0066569              0      -0.053812              0      -0.023666
      1110       0.046788              0      -0.052559              0      0.0068678              0      -0.052559              0       -0.02052
      1111       0.043934              0      -0.050784              0      0.0070496              0      -0.050784              0       -0.01712
      1112       0.040761              0       -0.04851              0      0.0072013              0       -0.04851              0      -0.013502
      1113       0.037306              0      -0.045762              0      0.0073218              0      -0.045762              0     -0.0097096
      1114       0.033609              0      -0.042571              0      0.0074102              0      -0.042571              0     -0.0057839
      1115       0.029712              0      -0.038973              0      0.0074658              0      -0.038973              0     -0.0017694
      1116       0.025658              0      -0.035006              0       0.007488              0      -0.035006              0      0.0022891
      1117       0.021492              0      -0.030711              0      0.0074764              0      -0.030711              0      0.0063461
      1118       0.017257              0      -0.026134              0      0.0074308              0      -0.026134              0       0.010356
      1119       0.012999              0      -0.021323              0      0.0073512              0      -0.021323              0       0.014275
      1120      0.0087592              0      -0.016325              0      0.0072375              0      -0.016325              0        0.01806
      1121      0.0045814              0      -0.011193              0      0.0070902              0      -0.011193              0       0.021667
      1122     0.00050628              0      -0.005977              0      0.0069097              0      -0.005977              0       0.025059
      1123     -0.0034274              0    -0.00072943              0      0.0066966              0    -0.00072943              0       0.028196
      1124     -0.0071832              0       0.004498              0      0.0064517              0       0.004498              0       0.031044
      1125      -0.010727              0      0.0096542              0      0.0061759              0      0.0096542              0       0.033573
      1126      -0.014029              0       0.014689              0      0.0058704              0       0.014689              0       0.035755
      1127      -0.017061              0       0.019554              0      0.0055364              0       0.019554              0       0.037564
      1128        -0.0198              0       0.024204              0      0.0051753              0       0.024204              0       0.038982
      1129      -0.022226              0       0.028594              0      0.0047886              0       0.028594              0       0.039994
      1130      -0.024323              0       0.032683              0      0.0043779              0       0.032683              0       0.040587
      1131       -0.02608              0       0.036434              0       0.003945              0       0.036434              0       0.040756
      1132      -0.027489              0       0.039814              0      0.0034918              0       0.039814              0       0.040499
      1133      -0.028547              0       0.042791              0      0.0030202              0       0.042791              0       0.039817
      1134      -0.029255              0       0.045341              0      0.0025322              0       0.045341              0       0.038719
      1135      -0.029618              0       0.047442              0      0.0020299              0       0.047442              0       0.037216
      1136      -0.029644              0       0.049077              0      0.0015157              0       0.049077              0       0.035325
      1137      -0.029348              0       0.050234              0     0.00099151              0       0.050234              0       0.033064
      1138      -0.028744              0       0.050905              0     0.00045978              0       0.050905              0       0.030459
      1139      -0.027854              0       0.051088              0    -7.7242e-05              0       0.051088              0       0.027536
      1140        -0.0267              0       0.050785              0    -0.00061725              0       0.050785              0       0.024327
      1141      -0.025307              0       0.050002              0     -0.0011579              0       0.050002              0       0.020866
      1142      -0.023703              0        0.04875              0     -0.0016969              0        0.04875              0       0.017188
      1143      -0.021919              0       0.047046              0      -0.002232              0       0.047046              0       0.013333
      1144      -0.019986              0       0.044909              0     -0.0027609              0       0.044909              0      0.0093395
      1145      -0.017937              0       0.042362              0     -0.0032813              0       0.042362              0      0.0052504
      1146      -0.015806              0       0.039434              0     -0.0037911              0       0.039434              0      0.0011075
      1147      -0.013626              0       0.036154              0     -0.0042881              0       0.036154              0     -0.0030465
      1148      -0.011432              0       0.032556              0     -0.0047703              0       0.032556              0     -0.0071691
      1149     -0.0092563              0       0.028677              0     -0.0052356              0       0.028677              0      -0.011218
      1150     -0.0071328              0       0.024556              0     -0.0056821              0       0.024556              0      -0.015153
      1151     -0.0050922              0       0.020232              0      -0.006108              0       0.020232              0      -0.018934
      1152     -0.0031642              0       0.015747              0     -0.0065115              0       0.015747              0      -0.022524
      1153     -0.0013765              0       0.011146              0     -0.0068909              0       0.011146              0      -0.025887
      1154      0.0002458              0      0.0064702              0     -0.0072448              0      0.0064702              0      -0.028991
      1155      0.0016799              0      0.0017645              0     -0.0075717              0      0.0017645              0      -0.031805
      1156      0.0029063              0     -0.0029279              0     -0.0078702              0     -0.0029279              0      -0.034304
      1157      0.0039083              0     -0.0075641              0     -0.0081391              0     -0.0075641              0      -0.036464
      1158      0.0046728              0      -0.012102              0     -0.0083773              0      -0.012102              0      -0.038266
      1159      0.0051899              0      -0.016502              0     -0.0085839              0      -0.016502              0      -0.039695
      1160      0.0054537              0      -0.020726              0      -0.008758              0      -0.020726              0       -0.04074
      1161      0.0054616              0      -0.024736              0     -0.0088989              0      -0.024736              0      -0.041394
      1162      0.0052148              0      -0.028499              0     -0.0090059              0      -0.028499              0      -0.041654
      1163      0.0047182              0      -0.031983              0     -0.0090787              0      -0.031983              0      -0.041521
      1164      0.0039801              0      -0.035161              0     -0.0091167              0      -0.035161              0      -0.041001
      1165      0.0030123              0      -0.038007              0     -0.0091199              0      -0.038007              0      -0.040103
      1166      0.0018301              0        -0.0405              0     -0.0090881              0        -0.0405              0      -0.038841
      1167     0.00045158              0      -0.042622              0     -0.0090213              0      -0.042622              0      -0.037232
      1168     -0.0011021              0      -0.044358              0     -0.0089197              0      -0.044358              0      -0.035297
      1169     -0.0028072              0      -0.045698              0     -0.0087835              0      -0.045698              0      -0.033059
      1170     -0.0046378              0      -0.046634              0     -0.0086132              0      -0.046634              0      -0.030545
      1171     -0.0065659              0      -0.047164              0     -0.0084093              0      -0.047164              0      -0.027786
      1172     -0.0085619              0      -0.047287              0     -0.0081724              0      -0.047287              0      -0.024812
      1173      -0.010595              0      -0.047009              0     -0.0079032              0      -0.047009              0      -0.021657
      1174      -0.012634              0      -0.046337              0     -0.0076025              0      -0.046337              0      -0.018357
      1175      -0.014646              0      -0.045282              0     -0.0072714              0      -0.045282              0      -0.014947
      1176      -0.016598              0      -0.043859              0      -0.006911              0      -0.043859              0      -0.011464
      1177       -0.01846              0      -0.042085              0     -0.0065222              0      -0.042085              0     -0.0079465
      1178        -0.0202              0       -0.03998              0     -0.0061066              0       -0.03998              0     -0.0044302
      1179      -0.021788              0      -0.037567              0     -0.0056653              0      -0.037567              0    -0.00095201
      1180      -0.023196              0      -0.034872              0     -0.0051999              0      -0.034872              0      0.0024527
      1181      -0.024396              0      -0.031922              0     -0.0047118              0      -0.031922              0      0.0057499
      1182      -0.025365              0      -0.028746              0     -0.0042028              0      -0.028746              0      0.0089071
      1183      -0.026079              0      -0.025374              0     -0.0036745              0      -0.025374              0       0.011894
      1184      -0.026522              0      -0.021838              0     -0.0031288              0      -0.021838              0       0.014683
      1185      -0.026675              0       -0.01817              0     -0.0025673              0       -0.01817              0       0.017248
      1186      -0.026526              0      -0.014404              0     -0.0019922              0      -0.014404              0       0.019567
      1187      -0.026066              0      -0.010572              0     -0.0014053              0      -0.010572              0       0.021622
      1188       -0.02529              0     -0.0067077              0    -0.00080876              0     -0.0067077              0       0.023396
      1189      -0.024194              0     -0.0028438              0    -0.00020458              0     -0.0028438              0       0.024876
      1190      -0.022781              0     0.00098791              0     0.00040507              0     0.00098791              0       0.026055
      1191      -0.021056              0      0.0047564              0       0.001018              0      0.0047564              0       0.026927
      1192      -0.019028              0      0.0084319              0      0.0016321              0      0.0084319              0        0.02749
      1193       -0.01671              0       0.011986              0       0.002245              0       0.011986              0       0.027746
      1194      -0.014118              0       0.015392              0      0.0028544              0       0.015392              0       0.027702
      1195      -0.011272              0       0.018626              0      0.0034582              0       0.018626              0       0.027366
      1196     -0.0081942              0       0.021664              0      0.0040541              0       0.021664              0       0.026751
      1197      -0.004911              0       0.024485              0      0.0046396              0       0.024485              0       0.025872
      1198     -0.0014507              0       0.027073              0      0.0052127              0       0.027073              0       0.024747
      1199      0.0021559              0        0.02941              0       0.005771              0        0.02941              0       0.023397
      1200      0.0058759              0       0.031484              0      0.0063122              0       0.031484              0       0.021846
      1201      0.0096748              0       0.033284              0      0.0068343              0       0.033284              0       0.020119
      1202       0.013517              0         0.0348              0      0.0073349              0         0.0348              0       0.018242
      1203       0.017365              0       0.036029              0      0.0078121              0       0.036029              0       0.016245
      1204       0.021182              0       0.036966              0      0.0082637              0       0.036966              0       0.014156
      1205        0.02493              0       0.037611              0      0.0086877              0       0.037611              0       0.012005
      1206       0.028572              0       0.037966              0      0.0090823              0       0.037966              0      0.0098229
      1207       0.032071              0       0.038034              0      0.0094456              0       0.038034              0       0.007639
      1208       0.035393              0       0.037821              0      0.0097759              0       0.037821              0      0.0054829
      1209       0.038502              0       0.037337              0       0.010071              0       0.037337              0      0.0033833
      1210       0.041367              0       0.036591              0       0.010331              0       0.036591              0      0.0013676
      1211       0.043959              0       0.035595              0       0.010553              0       0.035595              0    -0.00053843
      1212       0.046248              0       0.034363              0       0.010736              0       0.034363              0     -0.0023108
      1213       0.048211              0        0.03291              0       0.010878              0        0.03291              0     -0.0039276
      1214       0.049826              0       0.031252              0        0.01098              0       0.031252              0     -0.0053695
      1215       0.051076              0       0.029407              0        0.01104              0       0.029407              0     -0.0066197
      1216       0.051944              0       0.027393              0       0.011057              0       0.027393              0     -0.0076642
      1217       0.052421              0       0.025229              0       0.011032              0       0.025229              0     -0.0084921
      1218       0.052499              0       0.022935              0       0.010962              0       0.022935              0     -0.0090954
      1219       0.052174              0        0.02053              0        0.01085              0        0.02053              0     -0.0094696
      1220       0.051448              0       0.018034              0       0.010693              0       0.018034              0      -0.009613
      1221       0.050325              0       0.015469              0       0.010493              0       0.015469              0     -0.0095275
      1222       0.048813              0       0.012853              0       0.010249              0       0.012853              0     -0.0092179
      1223       0.046924              0       0.010206              0      0.0099636              0       0.010206              0     -0.0086925
      1224       0.044675              0      0.0075481              0      0.0096357              0      0.0075481              0     -0.0079621
      1225       0.042084              0      0.0048971              0      0.0092669              0      0.0048971              0     -0.0070407
      1226       0.039174              0       0.002271              0      0.0088582              0       0.002271              0     -0.0059447
      1227       0.035971              0      -0.000313              0      0.0084109              0      -0.000313              0     -0.0046932
      1228       0.032503              0     -0.0028387              0      0.0079264              0     -0.0028387              0     -0.0033073
      1229         0.0288              0     -0.0052909              0      0.0074064              0     -0.0052909              0     -0.0018099
      1230       0.024896              0     -0.0076554              0      0.0068527              0     -0.0076554              0    -0.00022578
      1231       0.020826              0     -0.0099191              0      0.0062673              0     -0.0099191              0      0.0014193
      1232       0.016624              0       -0.01207              0      0.0056523              0       -0.01207              0      0.0030984
      1233       0.012328              0      -0.014097              0      0.0050101              0      -0.014097              0      0.0047841
      1234      0.0079761              0      -0.015992              0       0.004343              0      -0.015992              0      0.0064488
      1235      0.0036054              0      -0.017744              0      0.0036537              0      -0.017744              0      0.0080649
      1236    -0.00074642              0      -0.019348              0      0.0029447              0      -0.019348              0      0.0096055
      1237     -0.0050423              0      -0.020797              0      0.0022191              0      -0.020797              0       0.011044
      1238     -0.0092462              0      -0.022085              0      0.0014796              0      -0.022085              0       0.012356
      1239      -0.013323              0       -0.02321              0     0.00072921              0       -0.02321              0       0.013517
      1240      -0.017241              0      -0.024168              0    -2.8918e-05              0      -0.024168              0       0.014507
      1241      -0.020968              0      -0.024958              0    -0.00079167              0      -0.024958              0       0.015304
      1242      -0.024476              0      -0.025579              0     -0.0015559              0      -0.025579              0       0.015893
      1243      -0.027739              0      -0.026031              0     -0.0023183              0      -0.026031              0       0.016258
      1244      -0.030733              0      -0.026315              0     -0.0030758              0      -0.026315              0       0.016388
      1245       -0.03344              0      -0.026434              0      -0.003825              0      -0.026434              0       0.016274
      1246       -0.03584              0      -0.026389              0     -0.0045627              0      -0.026389              0        0.01591
      1247      -0.037923              0      -0.026184              0     -0.0052859              0      -0.026184              0       0.015293
      1248      -0.039677              0      -0.025824              0     -0.0059912              0      -0.025824              0       0.014424
      1249      -0.041095              0      -0.025312              0     -0.0066757              0      -0.025312              0       0.013309
      1250      -0.042177              0      -0.024656              0     -0.0073363              0      -0.024656              0       0.011952
      1251      -0.042921              0      -0.023859              0     -0.0079701              0      -0.023859              0       0.010366
