%        w           SZ11           SZ12           SZ13           SZ21           SZ22           SZ23           SZ31           SZ32           SZ33
      2272      -0.045886              0       0.002608              0      0.0048959              0       0.002608              0       0.066466
      2273      -0.041579              0     -0.0052061              0      0.0048759              0     -0.0052061              0       0.062231
      2274      -0.036704              0       -0.01308              0      0.0048252              0       -0.01308              0       0.057296
      2275      -0.031306              0       -0.02094              0      0.0047446              0       -0.02094              0       0.051704
      2276      -0.025436              0      -0.028713              0      0.0046347              0      -0.028713              0        0.04551
      2277      -0.019153              0      -0.036324              0      0.0044963              0      -0.036324              0       0.038774
      2278      -0.012522              0      -0.043697              0      0.0043305              0      -0.043697              0       0.031562
      2279     -0.0056109              0      -0.050761              0      0.0041383              0      -0.050761              0       0.023948
      2280      0.0015056              0      -0.057442              0      0.0039212              0      -0.057442              0       0.016008
      2281      0.0087505              0      -0.063673              0      0.0036803              0      -0.063673              0      0.0078249
      2282       0.016044              0      -0.069387              0      0.0034171              0      -0.069387              0    -0.00051609
      2283       0.023304              0      -0.074522              0      0.0031334              0      -0.074522              0     -0.0089272
      2284       0.030447              0      -0.079021              0      0.0028306              0      -0.079021              0      -0.017319
      2285       0.037391              0      -0.082832              0      0.0025105              0      -0.082832              0      -0.025602
      2286       0.044054              0      -0.085907              0      0.0021749              0      -0.085907              0      -0.033685
      2287       0.050355              0      -0.088208              0      0.0018258              0      -0.088208              0      -0.041482
      2288       0.056216              0      -0.089702              0      0.0014649              0      -0.089702              0      -0.048905
      2289       0.061564              0      -0.090361              0      0.0010943              0      -0.090361              0      -0.055872
      2290       0.066329              0       -0.09017              0     0.00071599              0       -0.09017              0      -0.062304
      2291       0.070448              0      -0.089117              0     0.00033193              0      -0.089117              0      -0.068128
      2292       0.073862              0        -0.0872              0    -5.5822e-05              0        -0.0872              0      -0.073276
      2293       0.076522              0      -0.084427              0    -0.00044524              0      -0.084427              0      -0.077688
      2294       0.078382              0      -0.080813              0    -0.00083427              0      -0.080813              0       -0.08131
      2295       0.079409              0       -0.07638              0     -0.0012209              0       -0.07638              0      -0.084096
      2296       0.079576              0      -0.071162              0     -0.0016031              0      -0.071162              0       -0.08601
      2297       0.078866              0      -0.065197              0     -0.0019789              0      -0.065197              0      -0.087025
      2298        0.07727              0      -0.058534              0     -0.0023464              0      -0.058534              0      -0.087121
      2299       0.074792              0      -0.051229              0     -0.0027036              0      -0.051229              0      -0.086292
      2300       0.071441              0      -0.043343              0     -0.0030487              0      -0.043343              0      -0.084539
      2301        0.06724              0      -0.034947              0     -0.0033799              0      -0.034947              0      -0.081872
      2302        0.06222              0      -0.026114              0     -0.0036953              0      -0.026114              0      -0.078315
      2303       0.056421              0      -0.016927              0     -0.0039935              0      -0.016927              0      -0.073898
      2304       0.049893              0     -0.0074688              0     -0.0042726              0     -0.0074688              0      -0.068662
      2305       0.042695              0      0.0021705              0     -0.0045313              0      0.0021705              0      -0.062658
      2306       0.034892              0       0.011899              0      -0.004768              0       0.011899              0      -0.055945
      2307        0.02656              0       0.021623              0     -0.0049815              0       0.021623              0      -0.048589
      2308       0.017779              0       0.031247              0     -0.0051703              0       0.031247              0      -0.040665
      2309      0.0086373              0       0.040676              0     -0.0053335              0       0.040676              0      -0.032254
      2310     -0.0007728              0       0.049814              0     -0.0054699              0       0.049814              0      -0.023444
      2311      -0.010354              0       0.058568              0     -0.0055785              0       0.058568              0      -0.014326
      2312      -0.020007              0       0.066847              0     -0.0056585              0       0.066847              0     -0.0049978
      2313      -0.029628              0       0.074565              0     -0.0057092              0       0.074565              0      0.0044425
      2314      -0.039114              0       0.081638              0       -0.00573              0       0.081638              0       0.013893
      2315      -0.048361              0       0.087989              0     -0.0057204              0       0.087989              0       0.023253
      2316      -0.057265              0       0.093546              0       -0.00568              0       0.093546              0       0.032419
      2317      -0.065727              0       0.098246              0     -0.0056086              0       0.098246              0       0.041291
      2318      -0.073648              0        0.10203              0     -0.0055061              0        0.10203              0       0.049771
      2319      -0.080936              0        0.10485              0     -0.0053725              0        0.10485              0       0.057765
      2320      -0.087501              0        0.10667              0     -0.0052079              0        0.10667              0       0.065181
      2321      -0.093264              0        0.10746              0     -0.0050127              0        0.10746              0       0.071937
      2322       -0.09815              0         0.1072              0     -0.0047873              0         0.1072              0       0.077954
      2323       -0.10209              0        0.10587              0     -0.0045323              0        0.10587              0       0.083162
      2324       -0.10503              0        0.10348              0     -0.0042484              0        0.10348              0       0.087499
      2325       -0.10693              0        0.10004              0     -0.0039363              0        0.10004              0       0.090911
      2326       -0.10774              0        0.09558              0     -0.0035972              0        0.09558              0       0.093356
      2327       -0.10744              0        0.09012              0      -0.003232              0        0.09012              0       0.094799
      2328       -0.10602              0       0.083708              0     -0.0028422              0       0.083708              0       0.095219
      2329       -0.10347              0       0.076396              0      -0.002429              0       0.076396              0       0.094605
      2330      -0.099803              0       0.068247              0     -0.0019941              0       0.068247              0       0.092955
      2331      -0.095036              0       0.059333              0      -0.001539              0       0.059333              0       0.090281
      2332      -0.089204              0       0.049733              0     -0.0010655              0       0.049733              0       0.086605
      2333      -0.082351              0       0.039535              0    -0.00057546              0       0.039535              0       0.081961
      2334       -0.07453              0       0.028836              0    -7.0997e-05              0       0.028836              0       0.076393
      2335      -0.065809              0       0.017735              0     0.00044583              0       0.017735              0       0.069954
      2336      -0.056262              0      0.0063387              0     0.00097278              0      0.0063387              0       0.062711
      2337      -0.045976              0     -0.0052416              0      0.0015076              0     -0.0052416              0       0.054737
      2338      -0.035044              0      -0.016893              0      0.0020477              0      -0.016893              0       0.046114
      2339      -0.023569              0      -0.028498              0      0.0025909              0      -0.028498              0       0.036933
      2340      -0.011659              0      -0.039942              0      0.0031343              0      -0.039942              0        0.02729
      2341     0.00057067              0      -0.051108              0      0.0036756              0      -0.051108              0       0.017289
      2342       0.013001              0      -0.061881              0      0.0042119              0      -0.061881              0      0.0070362
      2343        0.02551              0      -0.072149              0      0.0047406              0      -0.072149              0     -0.0033562
      2344       0.037972              0      -0.081802              0       0.005259              0      -0.081802              0      -0.013775
      2345       0.050261              0      -0.090738              0      0.0057643              0      -0.090738              0      -0.024105
      2346       0.062252              0      -0.098858              0      0.0062537              0      -0.098858              0      -0.034232
      2347       0.073821              0       -0.10607              0      0.0067246              0       -0.10607              0      -0.044042
      2348       0.084847              0        -0.1123              0      0.0071742              0        -0.1123              0      -0.053424
      2349       0.095214              0       -0.11746              0      0.0075999              0       -0.11746              0      -0.062272
      2350        0.10481              0        -0.1215              0       0.007999              0        -0.1215              0      -0.070482
      2351        0.11353              0       -0.12436              0      0.0083689              0       -0.12436              0      -0.077959
      2352        0.12128              0         -0.126              0      0.0087074              0         -0.126              0      -0.084614
      2353        0.12797              0       -0.12639              0      0.0090118              0       -0.12639              0      -0.090367
      2354        0.13352              0       -0.12551              0      0.0092801              0       -0.12551              0      -0.095145
      2355        0.13787              0       -0.12336              0      0.0095102              0       -0.12336              0      -0.098888
      2356        0.14096              0       -0.11993              0      0.0096999              0       -0.11993              0       -0.10154
      2357        0.14274              0       -0.11527              0      0.0098475              0       -0.11527              0       -0.10308
      2358        0.14319              0       -0.10939              0      0.0099514              0       -0.10939              0       -0.10345
      2359        0.14229              0       -0.10234              0        0.01001              0       -0.10234              0       -0.10266
      2360        0.14003              0      -0.094186              0       0.010022              0      -0.094186              0       -0.10071
      2361        0.13643              0      -0.084989              0      0.0099867              0      -0.084989              0      -0.097589
      2362         0.1315              0      -0.074832              0      0.0099029              0      -0.074832              0      -0.093335
      2363        0.12529              0      -0.063807              0        0.00977              0      -0.063807              0      -0.087982
      2364        0.11785              0      -0.052014              0      0.0095876              0      -0.052014              0      -0.081577
      2365        0.10923              0      -0.039564              0      0.0093557              0      -0.039564              0      -0.074181
      2366       0.099509              0      -0.026575              0      0.0090743              0      -0.026575              0      -0.065865
      2367       0.088781              0      -0.013169              0      0.0087439              0      -0.013169              0      -0.056711
      2368       0.077139              0     0.00052294              0      0.0083649              0     0.00052294              0      -0.046812
      2369        0.06469              0       0.014367              0      0.0079383              0       0.014367              0       -0.03627
      2370        0.05155              0       0.028225              0      0.0074652              0       0.028225              0      -0.025192
      2371       0.037842              0        0.04196              0      0.0069471              0        0.04196              0      -0.013696
      2372       0.023697              0       0.055433              0      0.0063856              0       0.055433              0     -0.0019026
      2373      0.0092498              0       0.068506              0      0.0057826              0       0.068506              0       0.010061
      2374      -0.005361              0       0.081043              0      0.0051402              0       0.081043              0       0.022066
      2375      -0.019994              0       0.092914              0       0.004461              0       0.092914              0       0.033981
      2376      -0.034507              0        0.10399              0      0.0037475              0        0.10399              0       0.045675
      2377      -0.048759              0        0.11416              0      0.0030026              0        0.11416              0       0.057017
      2378      -0.062609              0         0.1233              0      0.0022294              0         0.1233              0        0.06788
      2379      -0.075922              0        0.13132              0      0.0014312              0        0.13132              0       0.078138
      2380      -0.088565              0        0.13813              0     0.00061139              0        0.13813              0       0.087674
      2381       -0.10041              0        0.14363              0    -0.00022633              0        0.14363              0       0.096374
      2382       -0.11135              0        0.14777              0     -0.0010782              0        0.14777              0        0.10413
      2383       -0.12127              0        0.15048              0     -0.0019403              0        0.15048              0        0.11086
      2384       -0.13006              0        0.15173              0     -0.0028085              0        0.15173              0        0.11647
      2385       -0.13765              0        0.15149              0     -0.0036788              0        0.15149              0        0.12088
      2386       -0.14395              0        0.14974              0      -0.004547              0        0.14974              0        0.12403
      2387       -0.14891              0        0.14648              0     -0.0054087              0        0.14648              0        0.12587
      2388       -0.15246              0        0.14174              0     -0.0062598              0        0.14174              0        0.12638
      2389       -0.15459              0        0.13554              0     -0.0070958              0        0.13554              0        0.12552
      2390       -0.15525              0        0.12794              0     -0.0079126              0        0.12794              0        0.12328
      2391       -0.15446              0        0.11898              0     -0.0087059              0        0.11898              0        0.11968
      2392       -0.15221              0        0.10875              0     -0.0094716              0        0.10875              0        0.11473
      2393       -0.14853              0       0.097332              0      -0.010205              0       0.097332              0        0.10848
      2394       -0.14346              0        0.08483              0      -0.010904              0        0.08483              0        0.10096
      2395       -0.13705              0       0.071356              0      -0.011562              0       0.071356              0       0.092253
      2396       -0.12936              0       0.057034              0      -0.012178              0       0.057034              0       0.082425
      2397       -0.12048              0       0.041995              0      -0.012747              0       0.041995              0       0.071567
      2398       -0.11049              0       0.026383              0      -0.013265              0       0.026383              0       0.059783
      2399      -0.099499              0       0.010344              0      -0.013731              0       0.010344              0       0.047184
      2400      -0.087618              0     -0.0059664              0       -0.01414              0     -0.0059664              0       0.033893
      2401       -0.07497              0      -0.022391              0      -0.014492              0      -0.022391              0       0.020039
      2402      -0.061686              0      -0.038769              0      -0.014782              0      -0.038769              0      0.0057606
      2403      -0.047902              0      -0.054938              0      -0.015009              0      -0.054938              0     -0.0087981
      2404      -0.033761              0      -0.070738              0      -0.015172              0      -0.070738              0      -0.023489
      2405      -0.019409              0      -0.086011              0      -0.015268              0      -0.086011              0      -0.038162
      2406     -0.0049935              0        -0.1006              0      -0.015297              0        -0.1006              0      -0.052664
      2407      0.0093355              0       -0.11436              0      -0.015259              0       -0.11436              0      -0.066843
      2408        0.02343              0       -0.12714              0      -0.015151              0       -0.12714              0      -0.080549
      2409       0.037145              0       -0.13881              0      -0.014975              0       -0.13881              0      -0.093635
      2410       0.050339              0       -0.14925              0      -0.014731              0       -0.14925              0       -0.10596
      2411       0.062875              0       -0.15834              0      -0.014418              0       -0.15834              0       -0.11739
      2412       0.074624              0       -0.16599              0      -0.014039              0       -0.16599              0       -0.12779
      2413       0.085465              0        -0.1721              0      -0.013594              0        -0.1721              0       -0.13705
      2414       0.095288              0        -0.1766              0      -0.013084              0        -0.1766              0       -0.14506
      2415        0.10399              0       -0.17944              0      -0.012512              0       -0.17944              0       -0.15173
      2416        0.11149              0       -0.18058              0       -0.01188              0       -0.18058              0       -0.15696
      2417         0.1177              0       -0.17998              0       -0.01119              0       -0.17998              0       -0.16071
      2418        0.12257              0       -0.17764              0      -0.010445              0       -0.17764              0        -0.1629
      2419        0.12605              0       -0.17357              0     -0.0096473              0       -0.17357              0        -0.1635
      2420         0.1281              0       -0.16779              0     -0.0088011              0       -0.16779              0       -0.16249
      2421        0.12871              0       -0.16036              0     -0.0079096              0       -0.16036              0       -0.15986
      2422        0.12789              0       -0.15132              0     -0.0069765              0       -0.15132              0       -0.15563
      2423        0.12563              0       -0.14076              0     -0.0060058              0       -0.14076              0       -0.14981
      2424        0.12197              0       -0.12876              0     -0.0050015              0       -0.12876              0       -0.14245
      2425        0.11697              0       -0.11544              0      -0.003968              0       -0.11544              0       -0.13362
      2426        0.11067              0        -0.1009              0     -0.0029097              0        -0.1009              0       -0.12338
      2427        0.10315              0      -0.085298              0     -0.0018312              0      -0.085298              0       -0.11182
      2428       0.094509              0       -0.06876              0    -0.00073696              0       -0.06876              0      -0.099057
      2429       0.084835              0      -0.051447              0     0.00036814              0      -0.051447              0      -0.085194
      2430       0.074243              0      -0.033522              0      0.0014794              0      -0.033522              0      -0.070364
      2431       0.062856              0      -0.015154              0       0.002592              0      -0.015154              0      -0.054706
      2432       0.050806              0      0.0034793              0      0.0037011              0      0.0034793              0      -0.038369
      2433       0.038231              0       0.022199              0      0.0048021              0       0.022199              0      -0.021509
      2434       0.025277              0       0.040824              0        0.00589              0       0.040824              0      -0.004289
      2435       0.012093              0       0.059173              0      0.0069603              0       0.059173              0       0.013123
      2436     -0.0011667              0       0.077064              0      0.0080083              0       0.077064              0       0.030557
      2437      -0.014349              0       0.094322              0      0.0090296              0       0.094322              0        0.04784
      2438      -0.027299              0        0.11077              0        0.01002              0        0.11077              0         0.0648
      2439      -0.039865              0        0.12626              0       0.010975              0        0.12626              0       0.081269
      2440      -0.051899              0        0.14061              0        0.01189              0        0.14061              0        0.09708
      2441      -0.063257              0         0.1537              0       0.012762              0         0.1537              0        0.11207
      2442      -0.073804              0        0.16537              0       0.013587              0        0.16537              0         0.1261
      2443      -0.083411              0        0.17553              0       0.014362              0        0.17553              0        0.13901
      2444      -0.091961              0        0.18404              0       0.015082              0        0.18404              0        0.15067
      2445      -0.099347              0        0.19084              0       0.015746              0        0.19084              0        0.16096
      2446       -0.10547              0        0.19583              0       0.016351              0        0.19583              0        0.16977
      2447       -0.11026              0        0.19897              0       0.016893              0        0.19897              0        0.17702
      2448       -0.11364              0        0.20021              0       0.017371              0        0.20021              0        0.18261
      2449       -0.11557              0        0.19953              0       0.017782              0        0.19953              0        0.18649
      2450         -0.116              0        0.19694              0       0.018125              0        0.19694              0        0.18861
      2451       -0.11492              0        0.19244              0       0.018398              0        0.19244              0        0.18894
      2452       -0.11233              0        0.18608              0         0.0186              0        0.18608              0        0.18748
      2453       -0.10825              0        0.17791              0       0.018731              0        0.17791              0        0.18422
      2454       -0.10269              0          0.168              0       0.018789              0          0.168              0         0.1792
      2455      -0.095725              0        0.15644              0       0.018774              0        0.15644              0        0.17246
      2456      -0.087403              0        0.14334              0       0.018687              0        0.14334              0        0.16405
      2457      -0.077809              0        0.12882              0       0.018527              0        0.12882              0        0.15407
      2458      -0.067038              0        0.11302              0       0.018294              0        0.11302              0         0.1426
      2459      -0.055201              0       0.096085              0        0.01799              0       0.096085              0        0.12974
      2460      -0.042418              0       0.078185              0       0.017616              0       0.078185              0        0.11564
      2461      -0.028824              0       0.059488              0       0.017172              0       0.059488              0        0.10041
      2462      -0.014564              0       0.040175              0       0.016661              0       0.040175              0       0.084212
      2463     0.00021051              0       0.020435              0       0.016084              0       0.020435              0       0.067202
      2464       0.015338              0     0.00046047              0       0.015444              0     0.00046047              0       0.049547
      2465       0.030652              0      -0.019553              0       0.014741              0      -0.019553              0        0.03142
      2466       0.045984              0      -0.039408              0       0.013979              0      -0.039408              0       0.013002
      2467        0.06116              0      -0.058908              0       0.013161              0      -0.058908              0     -0.0055262
      2468       0.076008              0       -0.07786              0       0.012289              0       -0.07786              0      -0.023979
      2469       0.090358              0      -0.096075              0       0.011367              0      -0.096075              0      -0.042174
      2470        0.10404              0       -0.11337              0       0.010396              0       -0.11337              0      -0.059929
      2471         0.1169              0       -0.12958              0      0.0093821              0       -0.12958              0      -0.077066
      2472        0.12877              0       -0.14453              0      0.0083272              0       -0.14453              0      -0.093415
      2473        0.13951              0       -0.15807              0      0.0072355              0       -0.15807              0       -0.10881
      2474        0.14899              0       -0.17007              0      0.0061106              0       -0.17007              0        -0.1231
      2475        0.15707              0        -0.1804              0      0.0049565              0        -0.1804              0       -0.13614
      2476        0.16365              0       -0.18896              0      0.0037773              0       -0.18896              0        -0.1478
      2477        0.16863              0       -0.19565              0       0.002577              0       -0.19565              0       -0.15797
      2478        0.17193              0       -0.20041              0      0.0013599              0       -0.20041              0       -0.16653
      2479        0.17348              0       -0.20319              0     0.00013019              0       -0.20319              0       -0.17341
      2480        0.17325              0       -0.20395              0     -0.0011077              0       -0.20395              0       -0.17854
      2481        0.17119              0       -0.20268              0     -0.0023494              0       -0.20268              0       -0.18186
      2482         0.1673              0        -0.1994              0     -0.0035905              0        -0.1994              0       -0.18335
      2483         0.1616              0       -0.19412              0     -0.0048266              0       -0.19412              0         -0.183
      2484         0.1541              0        -0.1869              0     -0.0060532              0        -0.1869              0        -0.1808
      2485        0.14485              0        -0.1778              0     -0.0072658              0        -0.1778              0       -0.17678
      2486        0.13393              0       -0.16692              0     -0.0084601              0       -0.16692              0       -0.17099
      2487         0.1214              0       -0.15436              0     -0.0096315              0       -0.15436              0       -0.16349
      2488        0.10738              0       -0.14024              0      -0.010776              0       -0.14024              0       -0.15436
      2489       0.091987              0        -0.1247              0      -0.011889              0        -0.1247              0       -0.14369
      2490       0.075344              0        -0.1079              0      -0.012966              0        -0.1079              0        -0.1316
      2491       0.057603              0      -0.090006              0      -0.014003              0      -0.090006              0       -0.11822
      2492       0.038924              0       -0.07119              0      -0.014996              0       -0.07119              0       -0.10368
      2493       0.019478              0      -0.051644              0      -0.015942              0      -0.051644              0      -0.088143
      2494    -0.00055563              0      -0.031563              0      -0.016835              0      -0.031563              0      -0.071766
      2495      -0.020987              0      -0.011151              0      -0.017674              0      -0.011151              0      -0.054725
      2496      -0.041621              0      0.0093868              0      -0.018453              0      0.0093868              0      -0.037198
      2497       -0.06226              0       0.029842              0       -0.01917              0       0.029842              0       -0.01937
      2498      -0.082702              0       0.050006              0      -0.019821              0       0.050006              0     -0.0014288
      2499       -0.10275              0       0.069674              0      -0.020404              0       0.069674              0       0.016436
      2500        -0.1222              0       0.088645              0      -0.020915              0       0.088645              0       0.034036
      2501       -0.14085              0        0.10672              0      -0.021353              0        0.10672              0       0.051185
      2502       -0.15853              0        0.12372              0      -0.021714              0        0.12372              0       0.067701
      2503       -0.17505              0        0.13947              0      -0.021996              0        0.13947              0       0.083411
      2504       -0.19023              0         0.1538              0      -0.022198              0         0.1538              0       0.098147
      2505       -0.20392              0        0.16656              0      -0.022319              0        0.16656              0        0.11175
      2506       -0.21597              0        0.17762              0      -0.022356              0        0.17762              0        0.12408
      2507       -0.22625              0        0.18686              0      -0.022308              0        0.18686              0        0.13501
      2508       -0.23464              0        0.19419              0      -0.022176              0        0.19419              0        0.14441
      2509       -0.24105              0        0.19951              0      -0.021959              0        0.19951              0        0.15219
      2510       -0.24539              0        0.20277              0      -0.021656              0        0.20277              0        0.15826
      2511       -0.24761              0        0.20394              0      -0.021267              0        0.20394              0        0.16256
      2512       -0.24766              0        0.20299              0      -0.020794              0        0.20299              0        0.16504
      2513       -0.24554              0        0.19993              0      -0.020237              0        0.19993              0        0.16567
      2514       -0.24123              0        0.19479              0      -0.019598              0        0.19479              0        0.16445
      2515       -0.23476              0         0.1876              0      -0.018877              0         0.1876              0        0.16139
      2516       -0.22618              0        0.17843              0      -0.018077              0        0.17843              0        0.15651
      2517       -0.21554              0        0.16739              0        -0.0172              0        0.16739              0        0.14987
      2518       -0.20295              0        0.15456              0      -0.016249              0        0.15456              0        0.14154
      2519       -0.18849              0        0.14008              0      -0.015227              0        0.14008              0        0.13161
      2520       -0.17229              0        0.12409              0      -0.014136              0        0.12409              0        0.12018
      2521       -0.15449              0        0.10675              0      -0.012981              0        0.10675              0        0.10737
      2522       -0.13525              0        0.08823              0      -0.011766              0        0.08823              0       0.093321
      2523       -0.11474              0        0.06872              0      -0.010493              0        0.06872              0       0.078184
      2524      -0.093132              0       0.048415              0     -0.0091691              0       0.048415              0       0.062119
      2525      -0.070631              0       0.027521              0     -0.0077976              0       0.027521              0         0.0453
      2526      -0.047438              0      0.0062493              0     -0.0063838              0      0.0062493              0       0.027907
      2527      -0.023763              0      -0.015182              0     -0.0049332              0      -0.015182              0        0.01013
      2528     0.00017846              0      -0.036553              0      -0.003451              0      -0.036553              0     -0.0078397
      2529       0.024167              0      -0.057645              0     -0.0019431              0      -0.057645              0      -0.025806
      2530       0.047983              0      -0.078239              0    -0.00041539              0      -0.078239              0      -0.043572
      2531       0.071407              0      -0.098123              0      0.0011262              0      -0.098123              0      -0.060943
      2532       0.094225              0       -0.11709              0      0.0026754              0       -0.11709              0      -0.077728
      2533        0.11623              0       -0.13494              0       0.004226              0       -0.13494              0       -0.09374
      2534        0.13721              0       -0.15148              0      0.0057715              0       -0.15148              0        -0.1088
      2535        0.15698              0       -0.16654              0      0.0073056              0       -0.16654              0       -0.12274
      2536        0.17536              0       -0.17996              0      0.0088217              0       -0.17996              0        -0.1354
      2537        0.19218              0       -0.19159              0       0.010314              0       -0.19159              0       -0.14664
      2538        0.20729              0       -0.20131              0       0.011775              0       -0.20131              0       -0.15633
      2539        0.22055              0       -0.20901              0       0.013198              0       -0.20901              0       -0.16434
      2540        0.23184              0       -0.21459              0       0.014579              0       -0.21459              0       -0.17059
      2541        0.24106              0       -0.21799              0        0.01591              0       -0.21799              0       -0.17499
      2542        0.24814              0       -0.21916              0       0.017185              0       -0.21916              0       -0.17748
      2543        0.25301              0       -0.21809              0       0.018399              0       -0.21809              0       -0.17803
      2544        0.25564              0       -0.21476              0       0.019546              0       -0.21476              0       -0.17662
      2545        0.25602              0       -0.20921              0       0.020621              0       -0.20921              0       -0.17323
      2546        0.25414              0       -0.20148              0       0.021618              0       -0.20148              0       -0.16791
      2547        0.25004              0       -0.19162              0       0.022534              0       -0.19162              0       -0.16068
      2548        0.24377              0       -0.17975              0       0.023363              0       -0.17975              0       -0.15162
      2549         0.2354              0       -0.16595              0       0.024101              0       -0.16595              0        -0.1408
      2550        0.22502              0       -0.15037              0       0.024745              0       -0.15037              0       -0.12832
      2551        0.21274              0       -0.13315              0       0.025291              0       -0.13315              0       -0.11431
      2552        0.19868              0       -0.11445              0       0.025737              0       -0.11445              0      -0.098903
      2553          0.183              0      -0.094465              0        0.02608              0      -0.094465              0      -0.082247
      2554        0.16586              0       -0.07338              0       0.026317              0       -0.07338              0       -0.06451
      2555        0.14743              0      -0.051404              0       0.026448              0      -0.051404              0      -0.045869
      2556        0.12789              0      -0.028755              0       0.026472              0      -0.028755              0      -0.026513
      2557        0.10745              0     -0.0056559              0       0.026387              0     -0.0056559              0     -0.0066386
      2558         0.0863              0       0.017662              0       0.026193              0       0.017662              0        0.01355
      2559       0.064664              0       0.040966              0       0.025892              0       0.040966              0       0.033845
      2560       0.042752              0       0.064022              0       0.025483              0       0.064022              0       0.054035
      2561        0.02078              0       0.086598              0       0.024968              0       0.086598              0       0.073911
      2562     -0.0010359              0        0.10846              0        0.02435              0        0.10846              0       0.093263
      2563      -0.022483              0         0.1294              0       0.023629              0         0.1294              0        0.11189
      2564      -0.043354              0        0.14918              0       0.022809              0        0.14918              0        0.12959
      2565      -0.063447              0        0.16762              0       0.021894              0        0.16762              0        0.14617
      2566       -0.08257              0        0.18452              0       0.020886              0        0.18452              0        0.16146
      2567       -0.10054              0         0.1997              0       0.019791              0         0.1997              0        0.17528
      2568        -0.1172              0          0.213              0       0.018611              0          0.213              0        0.18749
      2569       -0.13238              0        0.22428              0       0.017353              0        0.22428              0        0.19795
      2570       -0.14595              0        0.23342              0       0.016022              0        0.23342              0        0.20653
      2571       -0.15779              0        0.24032              0       0.014622              0        0.24032              0        0.21314
      2572        -0.1678              0        0.24489              0       0.013161              0        0.24489              0        0.21769
      2573        -0.1759              0        0.24709              0       0.011644              0        0.24709              0        0.22013
      2574       -0.18202              0        0.24687              0       0.010077              0        0.24687              0         0.2204
      2575       -0.18613              0        0.24424              0      0.0084672              0        0.24424              0         0.2185
      2576        -0.1882              0         0.2392              0      0.0068215              0         0.2392              0        0.21443
      2577       -0.18824              0        0.23179              0      0.0051467              0        0.23179              0         0.2082
      2578       -0.18628              0        0.22207              0      0.0034499              0        0.22207              0        0.19988
      2579       -0.18235              0        0.21014              0      0.0017383              0        0.21014              0        0.18953
      2580       -0.17652              0         0.1961              0     1.9081e-05              0         0.1961              0        0.17723
